,proband_id,test_name,trialn,word,rsp
14,4374,wtar,14,Prestigious,True
15,4374,wtar,15,Wreathe,True
16,4374,wtar,16,Gnat,True
17,4374,wtar,17,Amphitheater,True
18,4374,wtar,18,Lieu,True
19,4374,wtar,19,Grotesque,True
20,4374,wtar,20,Iridescent,True
21,4374,wtar,21,Ballet,True
22,4374,wtar,22,Equestrian,True
23,4374,wtar,23,Porpoise,True
24,4374,wtar,24,Aesthetic,True
25,4374,wtar,25,Conscientious,True
26,4374,wtar,26,Homily,False
27,4374,wtar,27,Malady,True
28,4374,wtar,28,Subtle,True
29,4374,wtar,29,Fecund,True
30,4374,wtar,30,Palatable,True
31,4374,wtar,31,Menagerie,True
32,4374,wtar,32,Obfuscate,False
33,4374,wtar,33,Liaison,False
34,4374,wtar,34,Exigency,True
35,4374,wtar,35,Xenophobia,True
36,4374,wtar,36,Ogre,False
37,4374,wtar,37,Scurrilous,False
38,4374,wtar,38,Ethereal,True
39,4374,wtar,39,Paradigm,False
40,4374,wtar,40,Perspicuity,False
41,4374,wtar,41,Plethora,True
42,4374,wtar,42,Lugubrious,False
43,4374,wtar,43,Treatise,False
44,4374,wtar,44,Dilettante,False
45,4374,wtar,45,Vertiginous,False
46,4374,wtar,46,Ubiquitous,True
47,4374,wtar,47,Hyperbole,False
48,4374,wtar,48,Insouciant,False
0,4375,wtar,0,Again,True
1,4375,wtar,1,Address,True
2,4375,wtar,2,Cough,True
3,4375,wtar,3,Preview,True
4,4375,wtar,4,Although,True
5,4375,wtar,5,Most,True
6,4375,wtar,6,Excitement,True
7,4375,wtar,7,Know,True
8,4375,wtar,8,Plumb,True
9,4375,wtar,9,Decorate,True
10,4375,wtar,10,Fierce,True
11,4375,wtar,11,Knead,True
12,4375,wtar,12,Aisle,True
13,4375,wtar,13,Vengeance,True
14,4375,wtar,14,Prestigious,True
15,4375,wtar,15,Wreathe,True
16,4375,wtar,16,Gnat,True
17,4375,wtar,17,Amphitheater,True
18,4375,wtar,18,Lieu,True
19,4375,wtar,19,Grotesque,True
20,4375,wtar,20,Iridescent,True
21,4375,wtar,21,Ballet,True
22,4375,wtar,22,Equestrian,True
23,4375,wtar,23,Porpoise,True
24,4375,wtar,24,Aesthetic,True
25,4375,wtar,25,Conscientious,True
26,4375,wtar,26,Homily,True
27,4375,wtar,27,Malady,True
28,4375,wtar,28,Subtle,True
29,4375,wtar,29,Fecund,False
30,4375,wtar,30,Palatable,True
31,4375,wtar,31,Menagerie,False
32,4375,wtar,32,Obfuscate,True
33,4375,wtar,33,Liaison,True
34,4375,wtar,34,Exigency,False
35,4375,wtar,35,Xenophobia,True
36,4375,wtar,36,Ogre,True
37,4375,wtar,37,Scurrilous,True
38,4375,wtar,38,Ethereal,False
39,4375,wtar,39,Paradigm,True
40,4375,wtar,40,Perspicuity,True
41,4375,wtar,41,Plethora,True
42,4375,wtar,42,Lugubrious,True
43,4375,wtar,43,Treatise,False
44,4375,wtar,44,Dilettante,True
45,4375,wtar,45,Vertiginous,True
46,4375,wtar,46,Ubiquitous,True
47,4375,wtar,47,Hyperbole,False
48,4375,wtar,48,Insouciant,False
49,4375,wtar,49,Hegemony,False
0,4376,wtar,0,Again,True
1,4376,wtar,1,Address,True
2,4376,wtar,2,Cough,True
3,4376,wtar,3,Preview,True
4,4376,wtar,4,Although,True
5,4376,wtar,5,Most,True
6,4376,wtar,6,Excitement,True
7,4376,wtar,7,Know,True
8,4376,wtar,8,Plumb,True
9,4376,wtar,9,Decorate,True
10,4376,wtar,10,Fierce,True
11,4376,wtar,11,Knead,True
12,4376,wtar,12,Aisle,True
13,4376,wtar,13,Vengeance,True
14,4376,wtar,14,Prestigious,True
15,4376,wtar,15,Wreathe,True
16,4376,wtar,16,Gnat,True
17,4376,wtar,17,Amphitheater,True
18,4376,wtar,18,Lieu,True
19,4376,wtar,19,Grotesque,True
20,4376,wtar,20,Iridescent,True
21,4376,wtar,21,Ballet,True
22,4376,wtar,22,Equestrian,True
23,4376,wtar,23,Porpoise,False
24,4376,wtar,24,Aesthetic,True
25,4376,wtar,25,Conscientious,True
26,4376,wtar,26,Homily,False
27,4376,wtar,27,Malady,True
28,4376,wtar,28,Subtle,True
29,4376,wtar,29,Fecund,False
30,4376,wtar,30,Palatable,True
31,4376,wtar,31,Menagerie,True
32,4376,wtar,32,Obfuscate,True
33,4376,wtar,33,Liaison,True
34,4376,wtar,34,Exigency,False
35,4376,wtar,35,Xenophobia,True
36,4376,wtar,36,Ogre,True
37,4376,wtar,37,Scurrilous,True
38,4376,wtar,38,Ethereal,True
39,4376,wtar,39,Paradigm,True
40,4376,wtar,40,Perspicuity,False
41,4376,wtar,41,Plethora,True
42,4376,wtar,42,Lugubrious,True
43,4376,wtar,43,Treatise,False
44,4376,wtar,44,Dilettante,False
45,4376,wtar,45,Vertiginous,True
46,4376,wtar,46,Ubiquitous,True
47,4376,wtar,47,Hyperbole,False
48,4376,wtar,48,Insouciant,False
49,4376,wtar,49,Hegemony,False
0,4377,wtar,0,Again,True
1,4377,wtar,1,Address,True
2,4377,wtar,2,Cough,True
3,4377,wtar,3,Preview,True
4,4377,wtar,4,Although,True
5,4377,wtar,5,Most,True
6,4377,wtar,6,Excitement,True
7,4377,wtar,7,Know,True
8,4377,wtar,8,Plumb,True
9,4377,wtar,9,Decorate,True
10,4377,wtar,10,Fierce,True
11,4377,wtar,11,Knead,True
12,4377,wtar,12,Aisle,True
13,4377,wtar,13,Vengeance,True
14,4377,wtar,14,Prestigious,True
15,4377,wtar,15,Wreathe,True
16,4377,wtar,16,Gnat,True
17,4377,wtar,17,Amphitheater,True
18,4377,wtar,18,Lieu,True
19,4377,wtar,19,Grotesque,True
20,4377,wtar,20,Iridescent,True
21,4377,wtar,21,Ballet,True
22,4377,wtar,22,Equestrian,True
23,4377,wtar,23,Porpoise,False
24,4377,wtar,24,Aesthetic,True
25,4377,wtar,25,Conscientious,True
26,4377,wtar,26,Homily,True
27,4377,wtar,27,Malady,True
28,4377,wtar,28,Subtle,True
29,4377,wtar,29,Fecund,False
30,4377,wtar,30,Palatable,True
31,4377,wtar,31,Menagerie,True
32,4377,wtar,32,Obfuscate,False
33,4377,wtar,33,Liaison,True
34,4377,wtar,34,Exigency,True
35,4377,wtar,35,Xenophobia,True
36,4377,wtar,36,Ogre,True
37,4377,wtar,37,Scurrilous,True
38,4377,wtar,38,Ethereal,True
39,4377,wtar,39,Paradigm,False
40,4377,wtar,40,Perspicuity,True
41,4377,wtar,41,Plethora,True
42,4377,wtar,42,Lugubrious,True
43,4377,wtar,43,Treatise,True
44,4377,wtar,44,Dilettante,False
45,4377,wtar,45,Vertiginous,True
46,4377,wtar,46,Ubiquitous,True
47,4377,wtar,47,Hyperbole,True
48,4377,wtar,48,Insouciant,False
49,4377,wtar,49,Hegemony,True
0,4378,wtar,0,Again,True
1,4378,wtar,1,Address,True
2,4378,wtar,2,Cough,True
3,4378,wtar,3,Preview,True
4,4378,wtar,4,Although,True
5,4378,wtar,5,Most,True
6,4378,wtar,6,Excitement,True
7,4378,wtar,7,Know,True
8,4378,wtar,8,Plumb,True
9,4378,wtar,9,Decorate,False
10,4378,wtar,10,Fierce,True
11,4378,wtar,11,Knead,True
12,4378,wtar,12,Aisle,True
13,4378,wtar,13,Vengeance,True
14,4378,wtar,14,Prestigious,False
15,4378,wtar,15,Wreathe,True
16,4378,wtar,16,Gnat,True
17,4378,wtar,17,Amphitheater,True
18,4378,wtar,18,Lieu,True
19,4378,wtar,19,Grotesque,True
20,4378,wtar,20,Iridescent,False
21,4378,wtar,21,Ballet,True
22,4378,wtar,22,Equestrian,False
23,4378,wtar,23,Porpoise,True
24,4378,wtar,24,Aesthetic,False
25,4378,wtar,25,Conscientious,False
26,4378,wtar,26,Homily,False
27,4378,wtar,27,Malady,True
28,4378,wtar,28,Subtle,False
29,4378,wtar,29,Fecund,False
30,4378,wtar,30,Palatable,True
31,4378,wtar,31,Menagerie,False
32,4378,wtar,32,Obfuscate,False
33,4378,wtar,33,Liaison,False
34,4378,wtar,34,Exigency,False
0,4379,wtar,0,Again,True
1,4379,wtar,1,Address,True
2,4379,wtar,2,Cough,True
3,4379,wtar,3,Preview,True
4,4379,wtar,4,Although,True
5,4379,wtar,5,Most,True
6,4379,wtar,6,Excitement,True
7,4379,wtar,7,Know,True
8,4379,wtar,8,Plumb,True
9,4379,wtar,9,Decorate,True
10,4379,wtar,10,Fierce,True
11,4379,wtar,11,Knead,False
12,4379,wtar,12,Aisle,True
13,4379,wtar,13,Vengeance,True
14,4379,wtar,14,Prestigious,True
15,4379,wtar,15,Wreathe,True
16,4379,wtar,16,Gnat,False
17,4379,wtar,17,Amphitheater,True
18,4379,wtar,18,Lieu,False
19,4379,wtar,19,Grotesque,False
20,4379,wtar,20,Iridescent,True
21,4379,wtar,21,Ballet,True
22,4379,wtar,22,Equestrian,False
23,4379,wtar,23,Porpoise,False
24,4379,wtar,24,Aesthetic,False
25,4379,wtar,25,Conscientious,True
26,4379,wtar,26,Homily,True
27,4379,wtar,27,Malady,True
28,4379,wtar,28,Subtle,True
29,4379,wtar,29,Fecund,True
30,4379,wtar,30,Palatable,False
31,4379,wtar,31,Menagerie,True
32,4379,wtar,32,Obfuscate,True
33,4379,wtar,33,Liaison,False
34,4379,wtar,34,Exigency,True
35,4379,wtar,35,Xenophobia,False
36,4379,wtar,36,Ogre,False
37,4379,wtar,37,Scurrilous,True
38,4379,wtar,38,Ethereal,True
39,4379,wtar,39,Paradigm,True
40,4379,wtar,40,Perspicuity,False
41,4379,wtar,41,Plethora,True
0,4380,wtar,0,Again,True
1,4380,wtar,1,Address,True
2,4380,wtar,2,Cough,True
3,4380,wtar,3,Preview,True
4,4380,wtar,4,Although,True
5,4380,wtar,5,Most,True
6,4380,wtar,6,Excitement,True
7,4380,wtar,7,Know,True
8,4380,wtar,8,Plumb,True
9,4380,wtar,9,Decorate,True
10,4380,wtar,10,Fierce,True
11,4380,wtar,11,Knead,True
12,4380,wtar,12,Aisle,True
13,4380,wtar,13,Vengeance,True
14,4380,wtar,14,Prestigious,True
15,4380,wtar,15,Wreathe,True
16,4380,wtar,16,Gnat,True
17,4380,wtar,17,Amphitheater,True
18,4380,wtar,18,Lieu,True
19,4380,wtar,19,Grotesque,True
20,4380,wtar,20,Iridescent,True
21,4380,wtar,21,Ballet,True
22,4380,wtar,22,Equestrian,True
23,4380,wtar,23,Porpoise,True
24,4380,wtar,24,Aesthetic,True
25,4380,wtar,25,Conscientious,True
26,4380,wtar,26,Homily,True
27,4380,wtar,27,Malady,True
28,4380,wtar,28,Subtle,True
29,4380,wtar,29,Fecund,True
30,4380,wtar,30,Palatable,True
31,4380,wtar,31,Menagerie,True
32,4380,wtar,32,Obfuscate,True
33,4380,wtar,33,Liaison,False
34,4380,wtar,34,Exigency,True
35,4380,wtar,35,Xenophobia,True
36,4380,wtar,36,Ogre,True
37,4380,wtar,37,Scurrilous,True
38,4380,wtar,38,Ethereal,True
39,4380,wtar,39,Paradigm,True
40,4380,wtar,40,Perspicuity,False
41,4380,wtar,41,Plethora,True
42,4380,wtar,42,Lugubrious,True
43,4380,wtar,43,Treatise,True
44,4380,wtar,44,Dilettante,True
45,4380,wtar,45,Vertiginous,False
46,4380,wtar,46,Ubiquitous,True
47,4380,wtar,47,Hyperbole,True
48,4380,wtar,48,Insouciant,True
49,4380,wtar,49,Hegemony,True
0,4381,wtar,0,Again,True
1,4381,wtar,1,Address,True
2,4381,wtar,2,Cough,True
3,4381,wtar,3,Preview,True
4,4381,wtar,4,Although,True
5,4381,wtar,5,Most,True
6,4381,wtar,6,Excitement,True
7,4381,wtar,7,Know,True
8,4381,wtar,8,Plumb,True
9,4381,wtar,9,Decorate,True
10,4381,wtar,10,Fierce,True
11,4381,wtar,11,Knead,True
12,4381,wtar,12,Aisle,True
13,4381,wtar,13,Vengeance,True
14,4381,wtar,14,Prestigious,True
15,4381,wtar,15,Wreathe,True
16,4381,wtar,16,Gnat,True
17,4381,wtar,17,Amphitheater,True
