,proband_id,test_name,trialn,word,rsp
0,4273,wtar,0,Again,True
1,4273,wtar,1,Address,True
2,4273,wtar,2,Cough,True
3,4273,wtar,3,Preview,True
4,4273,wtar,4,Although,True
5,4273,wtar,5,Most,True
6,4273,wtar,6,Excitement,True
7,4273,wtar,7,Know,True
8,4273,wtar,8,Plumb,True
9,4273,wtar,9,Decorate,True
10,4273,wtar,10,Fierce,True
11,4273,wtar,11,Knead,True
12,4273,wtar,12,Aisle,True
13,4273,wtar,13,Vengeance,True
14,4273,wtar,14,Prestigious,True
15,4273,wtar,15,Wreathe,True
16,4273,wtar,16,Gnat,True
17,4273,wtar,17,Amphitheater,True
18,4273,wtar,18,Lieu,False
19,4273,wtar,19,Grotesque,False
20,4273,wtar,20,Iridescent,True
21,4273,wtar,21,Ballet,True
22,4273,wtar,22,Equestrian,False
23,4273,wtar,23,Porpoise,True
24,4273,wtar,24,Aesthetic,False
25,4273,wtar,25,Conscientious,False
26,4273,wtar,26,Homily,True
27,4273,wtar,27,Malady,False
28,4273,wtar,28,Subtle,False
29,4273,wtar,29,Fecund,False
30,4273,wtar,30,Palatable,False
31,4273,wtar,31,Menagerie,False
32,4273,wtar,32,Obfuscate,False
33,4273,wtar,33,Liaison,False
34,4273,wtar,34,Exigency,False
0,4307,wtar,0,Again,True
1,4307,wtar,1,Address,True
2,4307,wtar,2,Cough,True
3,4307,wtar,3,Preview,True
4,4307,wtar,4,Although,True
5,4307,wtar,5,Most,True
6,4307,wtar,6,Excitement,True
7,4307,wtar,7,Know,True
8,4307,wtar,8,Plumb,True
9,4307,wtar,9,Decorate,True
10,4307,wtar,10,Fierce,True
11,4307,wtar,11,Knead,True
12,4307,wtar,12,Aisle,True
13,4307,wtar,13,Vengeance,True
14,4307,wtar,14,Prestigious,True
15,4307,wtar,15,Wreathe,True
16,4307,wtar,16,Gnat,True
17,4307,wtar,17,Amphitheater,True
18,4307,wtar,18,Lieu,True
19,4307,wtar,19,Grotesque,True
20,4307,wtar,20,Iridescent,True
21,4307,wtar,21,Ballet,True
22,4307,wtar,22,Equestrian,True
23,4307,wtar,23,Porpoise,False
24,4307,wtar,24,Aesthetic,True
25,4307,wtar,25,Conscientious,True
26,4307,wtar,26,Homily,True
27,4307,wtar,27,Malady,False
28,4307,wtar,28,Subtle,True
29,4307,wtar,29,Fecund,False
30,4307,wtar,30,Palatable,False
31,4307,wtar,31,Menagerie,False
32,4307,wtar,32,Obfuscate,False
33,4307,wtar,33,Liaison,False
34,4307,wtar,34,Exigency,True
35,4307,wtar,35,Xenophobia,True
36,4307,wtar,36,Ogre,True
37,4307,wtar,37,Scurrilous,False
38,4307,wtar,38,Ethereal,False
39,4307,wtar,39,Paradigm,True
40,4307,wtar,40,Perspicuity,True
41,4307,wtar,41,Plethora,True
42,4307,wtar,42,Lugubrious,True
43,4307,wtar,43,Treatise,False
44,4307,wtar,44,Dilettante,False
45,4307,wtar,45,Vertiginous,False
46,4307,wtar,46,Ubiquitous,False
0,4346,wtar,0,Again,True
1,4346,wtar,1,Address,True
2,4346,wtar,2,Cough,True
3,4346,wtar,3,Preview,True
4,4346,wtar,4,Although,True
5,4346,wtar,5,Most,True
6,4346,wtar,6,Excitement,True
7,4346,wtar,7,Know,True
8,4346,wtar,8,Plumb,True
9,4346,wtar,9,Decorate,True
10,4346,wtar,10,Fierce,True
11,4346,wtar,11,Knead,False
12,4346,wtar,12,Aisle,False
13,4346,wtar,13,Vengeance,True
14,4346,wtar,14,Prestigious,True
15,4346,wtar,15,Wreathe,True
16,4346,wtar,16,Gnat,True
17,4346,wtar,17,Amphitheater,True
18,4346,wtar,18,Lieu,True
19,4346,wtar,19,Grotesque,True
20,4346,wtar,20,Iridescent,True
21,4346,wtar,21,Ballet,True
22,4346,wtar,22,Equestrian,False
23,4346,wtar,23,Porpoise,True
24,4346,wtar,24,Aesthetic,True
25,4346,wtar,25,Conscientious,False
26,4346,wtar,26,Homily,False
27,4346,wtar,27,Malady,True
28,4346,wtar,28,Subtle,True
29,4346,wtar,29,Fecund,True
30,4346,wtar,30,Palatable,True
31,4346,wtar,31,Menagerie,False
32,4346,wtar,32,Obfuscate,False
33,4346,wtar,33,Liaison,False
34,4346,wtar,34,Exigency,True
35,4346,wtar,35,Xenophobia,False
36,4346,wtar,36,Ogre,False
37,4346,wtar,37,Scurrilous,False
38,4346,wtar,38,Ethereal,False
39,4346,wtar,39,Paradigm,False
0,4365,wtar,0,Again,True
1,4365,wtar,1,Address,True
2,4365,wtar,2,Cough,True
3,4365,wtar,3,Preview,True
4,4365,wtar,4,Although,True
5,4365,wtar,5,Most,True
6,4365,wtar,6,Excitement,True
7,4365,wtar,7,Know,True
8,4365,wtar,8,Plumb,True
9,4365,wtar,9,Decorate,True
10,4365,wtar,10,Fierce,True
11,4365,wtar,11,Knead,True
12,4365,wtar,12,Aisle,True
13,4365,wtar,13,Vengeance,True
14,4365,wtar,14,Prestigious,True
15,4365,wtar,15,Wreathe,False
16,4365,wtar,16,Gnat,True
17,4365,wtar,17,Amphitheater,True
18,4365,wtar,18,Lieu,True
19,4365,wtar,19,Grotesque,True
20,4365,wtar,20,Iridescent,True
21,4365,wtar,21,Ballet,True
22,4365,wtar,22,Equestrian,True
23,4365,wtar,23,Porpoise,False
24,4365,wtar,24,Aesthetic,True
25,4365,wtar,25,Conscientious,True
26,4365,wtar,26,Homily,False
27,4365,wtar,27,Malady,True
28,4365,wtar,28,Subtle,True
29,4365,wtar,29,Fecund,False
30,4365,wtar,30,Palatable,True
31,4365,wtar,31,Menagerie,True
32,4365,wtar,32,Obfuscate,False
33,4365,wtar,33,Liaison,True
34,4365,wtar,34,Exigency,False
35,4365,wtar,35,Xenophobia,False
36,4365,wtar,36,Ogre,False
37,4365,wtar,37,Scurrilous,False
38,4365,wtar,38,Ethereal,False
39,4365,wtar,39,Paradigm,False
40,4365,wtar,40,Perspicuity,True
41,4365,wtar,41,Plethora,False
42,4365,wtar,42,Lugubrious,True
0,4367,wtar,0,Again,True
1,4367,wtar,1,Address,True
2,4367,wtar,2,Cough,True
3,4367,wtar,3,Preview,True
4,4367,wtar,4,Although,False
5,4367,wtar,5,Most,True
6,4367,wtar,6,Excitement,True
7,4367,wtar,7,Know,True
8,4367,wtar,8,Plumb,True
9,4367,wtar,9,Decorate,True
10,4367,wtar,10,Fierce,True
11,4367,wtar,11,Knead,True
12,4367,wtar,12,Aisle,True
13,4367,wtar,13,Vengeance,True
14,4367,wtar,14,Prestigious,True
15,4367,wtar,15,Wreathe,False
16,4367,wtar,16,Gnat,False
17,4367,wtar,17,Amphitheater,False
18,4367,wtar,18,Lieu,True
19,4367,wtar,19,Grotesque,False
20,4367,wtar,20,Iridescent,False
21,4367,wtar,21,Ballet,True
22,4367,wtar,22,Equestrian,False
23,4367,wtar,23,Porpoise,False
24,4367,wtar,24,Aesthetic,False
25,4367,wtar,25,Conscientious,False
26,4367,wtar,26,Homily,False
27,4367,wtar,27,Malady,False
28,4367,wtar,28,Subtle,False
0,4368,wtar,0,Again,True
1,4368,wtar,1,Address,True
2,4368,wtar,2,Cough,True
3,4368,wtar,3,Preview,True
4,4368,wtar,4,Although,True
5,4368,wtar,5,Most,True
6,4368,wtar,6,Excitement,True
7,4368,wtar,7,Know,False
8,4368,wtar,8,Plumb,True
9,4368,wtar,9,Decorate,False
10,4368,wtar,10,Fierce,False
11,4368,wtar,11,Knead,False
12,4368,wtar,12,Aisle,False
13,4368,wtar,13,Vengeance,True
14,4368,wtar,14,Prestigious,False
15,4368,wtar,15,Wreathe,True
16,4368,wtar,16,Gnat,False
17,4368,wtar,17,Amphitheater,False
18,4368,wtar,18,Lieu,True
19,4368,wtar,19,Grotesque,True
20,4368,wtar,20,Iridescent,False
21,4368,wtar,21,Ballet,True
22,4368,wtar,22,Equestrian,False
23,4368,wtar,23,Porpoise,False
24,4368,wtar,24,Aesthetic,False
25,4368,wtar,25,Conscientious,False
0,4369,wtar,0,Again,True
1,4369,wtar,1,Address,True
2,4369,wtar,2,Cough,True
3,4369,wtar,3,Preview,True
4,4369,wtar,4,Although,True
5,4369,wtar,5,Most,True
6,4369,wtar,6,Excitement,True
7,4369,wtar,7,Know,True
8,4369,wtar,8,Plumb,True
9,4369,wtar,9,Decorate,True
10,4369,wtar,10,Fierce,True
11,4369,wtar,11,Knead,True
12,4369,wtar,12,Aisle,True
13,4369,wtar,13,Vengeance,True
14,4369,wtar,14,Prestigious,True
15,4369,wtar,15,Wreathe,True
16,4369,wtar,16,Gnat,True
17,4369,wtar,17,Amphitheater,True
18,4369,wtar,18,Lieu,True
19,4369,wtar,19,Grotesque,True
20,4369,wtar,20,Iridescent,True
21,4369,wtar,21,Ballet,True
22,4369,wtar,22,Equestrian,False
23,4369,wtar,23,Porpoise,True
24,4369,wtar,24,Aesthetic,True
25,4369,wtar,25,Conscientious,True
26,4369,wtar,26,Homily,True
27,4369,wtar,27,Malady,True
28,4369,wtar,28,Subtle,False
29,4369,wtar,29,Fecund,True
30,4369,wtar,30,Palatable,True
31,4369,wtar,31,Menagerie,True
32,4369,wtar,32,Obfuscate,True
33,4369,wtar,33,Liaison,False
34,4369,wtar,34,Exigency,False
35,4369,wtar,35,Xenophobia,True
36,4369,wtar,36,Ogre,True
37,4369,wtar,37,Scurrilous,True
38,4369,wtar,38,Ethereal,True
39,4369,wtar,39,Paradigm,False
40,4369,wtar,40,Perspicuity,False
41,4369,wtar,41,Plethora,True
42,4369,wtar,42,Lugubrious,True
43,4369,wtar,43,Treatise,False
44,4369,wtar,44,Dilettante,False
45,4369,wtar,45,Vertiginous,True
46,4369,wtar,46,Ubiquitous,False
47,4369,wtar,47,Hyperbole,False
48,4369,wtar,48,Insouciant,False
49,4369,wtar,49,Hegemony,False
0,4370,wtar,0,Again,True
1,4370,wtar,1,Address,True
2,4370,wtar,2,Cough,True
3,4370,wtar,3,Preview,True
4,4370,wtar,4,Although,True
5,4370,wtar,5,Most,True
6,4370,wtar,6,Excitement,True
7,4370,wtar,7,Know,True
8,4370,wtar,8,Plumb,True
9,4370,wtar,9,Decorate,True
10,4370,wtar,10,Fierce,True
11,4370,wtar,11,Knead,False
12,4370,wtar,12,Aisle,False
13,4370,wtar,13,Vengeance,True
14,4370,wtar,14,Prestigious,True
15,4370,wtar,15,Wreathe,True
16,4370,wtar,16,Gnat,True
17,4370,wtar,17,Amphitheater,True
18,4370,wtar,18,Lieu,True
19,4370,wtar,19,Grotesque,True
20,4370,wtar,20,Iridescent,False
21,4370,wtar,21,Ballet,False
22,4370,wtar,22,Equestrian,False
23,4370,wtar,23,Porpoise,False
24,4370,wtar,24,Aesthetic,False
25,4370,wtar,25,Conscientious,False
26,4370,wtar,26,Homily,False
27,4370,wtar,27,Malady,True
28,4370,wtar,28,Subtle,False
29,4370,wtar,29,Fecund,True
30,4370,wtar,30,Palatable,True
31,4370,wtar,31,Menagerie,False
32,4370,wtar,32,Obfuscate,False
33,4370,wtar,33,Liaison,True
0,4371,wtar,0,Again,True
1,4371,wtar,1,Address,True
2,4371,wtar,2,Cough,True
3,4371,wtar,3,Preview,True
4,4371,wtar,4,Although,True
5,4371,wtar,5,Most,True
6,4371,wtar,6,Excitement,True
7,4371,wtar,7,Know,True
8,4371,wtar,8,Plumb,True
9,4371,wtar,9,Decorate,True
10,4371,wtar,10,Fierce,True
11,4371,wtar,11,Knead,True
12,4371,wtar,12,Aisle,True
13,4371,wtar,13,Vengeance,True
14,4371,wtar,14,Prestigious,True
15,4371,wtar,15,Wreathe,False
16,4371,wtar,16,Gnat,False
17,4371,wtar,17,Amphitheater,False
18,4371,wtar,18,Lieu,True
19,4371,wtar,19,Grotesque,False
20,4371,wtar,20,Iridescent,False
21,4371,wtar,21,Ballet,True
22,4371,wtar,22,Equestrian,False
23,4371,wtar,23,Porpoise,False
24,4371,wtar,24,Aesthetic,False
25,4371,wtar,25,Conscientious,False
26,4371,wtar,26,Homily,False
27,4371,wtar,27,Malady,False
28,4371,wtar,28,Subtle,False
29,4371,wtar,29,Fecund,False
0,4372,wtar,0,Again,True
1,4372,wtar,1,Address,True
2,4372,wtar,2,Cough,True
3,4372,wtar,3,Preview,True
4,4372,wtar,4,Although,True
5,4372,wtar,5,Most,True
6,4372,wtar,6,Excitement,True
7,4372,wtar,7,Know,True
8,4372,wtar,8,Plumb,True
9,4372,wtar,9,Decorate,True
10,4372,wtar,10,Fierce,True
11,4372,wtar,11,Knead,True
12,4372,wtar,12,Aisle,True
13,4372,wtar,13,Vengeance,True
14,4372,wtar,14,Prestigious,True
15,4372,wtar,15,Wreathe,True
16,4372,wtar,16,Gnat,True
17,4372,wtar,17,Amphitheater,True
18,4372,wtar,18,Lieu,True
19,4372,wtar,19,Grotesque,True
20,4372,wtar,20,Iridescent,True
21,4372,wtar,21,Ballet,True
22,4372,wtar,22,Equestrian,True
23,4372,wtar,23,Porpoise,True
24,4372,wtar,24,Aesthetic,True
25,4372,wtar,25,Conscientious,True
26,4372,wtar,26,Homily,False
27,4372,wtar,27,Malady,True
28,4372,wtar,28,Subtle,True
29,4372,wtar,29,Fecund,False
30,4372,wtar,30,Palatable,True
31,4372,wtar,31,Menagerie,True
32,4372,wtar,32,Obfuscate,True
33,4372,wtar,33,Liaison,True
34,4372,wtar,34,Exigency,True
35,4372,wtar,35,Xenophobia,True
36,4372,wtar,36,Ogre,True
37,4372,wtar,37,Scurrilous,True
38,4372,wtar,38,Ethereal,True
39,4372,wtar,39,Paradigm,True
40,4372,wtar,40,Perspicuity,False
41,4372,wtar,41,Plethora,True
42,4372,wtar,42,Lugubrious,False
43,4372,wtar,43,Treatise,False
44,4372,wtar,44,Dilettante,True
45,4372,wtar,45,Vertiginous,True
46,4372,wtar,46,Ubiquitous,False
47,4372,wtar,47,Hyperbole,False
48,4372,wtar,48,Insouciant,True
49,4372,wtar,49,Hegemony,False
0,4373,wtar,0,Again,True
1,4373,wtar,1,Address,True
2,4373,wtar,2,Cough,True
3,4373,wtar,3,Preview,True
4,4373,wtar,4,Although,True
5,4373,wtar,5,Most,True
6,4373,wtar,6,Excitement,True
7,4373,wtar,7,Know,True
8,4373,wtar,8,Plumb,True
9,4373,wtar,9,Decorate,True
10,4373,wtar,10,Fierce,True
11,4373,wtar,11,Knead,True
12,4373,wtar,12,Aisle,True
13,4373,wtar,13,Vengeance,True
14,4373,wtar,14,Prestigious,True
15,4373,wtar,15,Wreathe,True
16,4373,wtar,16,Gnat,True
17,4373,wtar,17,Amphitheater,True
18,4373,wtar,18,Lieu,True
19,4373,wtar,19,Grotesque,False
20,4373,wtar,20,Iridescent,True
21,4373,wtar,21,Ballet,True
22,4373,wtar,22,Equestrian,False
23,4373,wtar,23,Porpoise,False
24,4373,wtar,24,Aesthetic,True
25,4373,wtar,25,Conscientious,False
26,4373,wtar,26,Homily,True
27,4373,wtar,27,Malady,False
28,4373,wtar,28,Subtle,False
29,4373,wtar,29,Fecund,False
30,4373,wtar,30,Palatable,True
31,4373,wtar,31,Menagerie,False
32,4373,wtar,32,Obfuscate,True
33,4373,wtar,33,Liaison,False
34,4373,wtar,34,Exigency,False
35,4373,wtar,35,Xenophobia,False
36,4373,wtar,36,Ogre,False
37,4373,wtar,37,Scurrilous,False
0,4374,wtar,0,Again,True
1,4374,wtar,1,Address,True
2,4374,wtar,2,Cough,True
3,4374,wtar,3,Preview,True
4,4374,wtar,4,Although,True
5,4374,wtar,5,Most,True
6,4374,wtar,6,Excitement,True
7,4374,wtar,7,Know,True
8,4374,wtar,8,Plumb,True
9,4374,wtar,9,Decorate,True
10,4374,wtar,10,Fierce,True
11,4374,wtar,11,Knead,True
12,4374,wtar,12,Aisle,True
13,4374,wtar,13,Vengeance,True
