,proband_id,test_name,phase,trialn,matches,ans,symbol1,symbol2,symbol3,rsp,rt
47,4273,ipcpts,test,40,0,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,No,0
48,4273,ipcpts,test,41,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,Yes,715
49,4273,ipcpts,test,42,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,No,0
50,4273,ipcpts,test,43,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,No,0
51,4273,ipcpts,test,44,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,Yes,1366
52,4273,ipcpts,test,45,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,No,0
53,4273,ipcpts,test,46,0,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,No,0
54,4273,ipcpts,test,47,0,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym4.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym2.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,No,0
55,4273,ipcpts,test,48,0,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,No,0
56,4273,ipcpts,test,49,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,Yes,418
