,proband_id,test_name,phase,trialn,cong,f,ans,rsp,rt
0,4273,stroop,practice,0,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_1.png,Right,Right,3250
1,4273,stroop,practice,1,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_2.png,Left,Left,1570
2,4273,stroop,practice,2,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_3.png,Right,Right,1100
3,4273,stroop,practice,3,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_4.png,Right,Right,1330
4,4273,stroop,test,0,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\6-Incongruent.png,Left,Left,840
5,4273,stroop,test,1,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\30-Congruent.png,Left,Left,681
6,4273,stroop,test,2,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\3-Congruent.png,Right,Right,600
7,4273,stroop,test,3,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\23-Incongruent.png,Left,Left,490
8,4273,stroop,test,4,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\39-Congruent.png,Left,Left,1030
9,4273,stroop,test,5,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\45-Congruent.png,Left,Left,630
10,4273,stroop,test,6,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\31-Incongruent.png,Right,Right,1850
11,4273,stroop,test,7,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\28-Incongruent.png,Left,Left,760
12,4273,stroop,test,8,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\31-Congruent.png,Left,Left,660
13,4273,stroop,test,9,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\10-Congruent.png,Right,Right,730
14,4273,stroop,test,10,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\10-Incongruent.png,Left,Left,720
15,4273,stroop,test,11,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\24-Incongruent.png,Left,Left,700
16,4273,stroop,test,12,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\34-Congruent.png,Left,Left,660
17,4273,stroop,test,13,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\38-Congruent.png,Left,Left,731
18,4273,stroop,test,14,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\42-Congruent.png,Left,Left,660
19,4273,stroop,test,15,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\17-Congruent.png,Right,Right,690
20,4273,stroop,test,16,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\42-Incongruent.png,Right,Right,1140
21,4273,stroop,test,17,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\36-Incongruent.png,Right,Right,730
22,4273,stroop,test,18,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\43-Incongruent.png,Right,Right,1510
23,4273,stroop,test,19,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\49-Congruent.png,Left,Left,661
24,4273,stroop,test,20,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\43-Congruent.png,Left,Left,670
25,4273,stroop,test,21,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\15-Incongruent.png,Left,Left,1350
26,4273,stroop,test,22,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\35-Incongruent.png,Right,Right,1410
27,4273,stroop,test,23,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\44-Incongruent.png,Right,Right,1310
28,4273,stroop,test,24,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\47-Incongruent.png,Right,Right,730
29,4273,stroop,test,25,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\40-Incongruent.png,Right,Right,560
30,4273,stroop,test,26,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\25-Incongruent.png,Left,Left,650
31,4273,stroop,test,27,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\27-Incongruent.png,Left,Right,1490
32,4273,stroop,test,28,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\56-Incongruent.png,Right,Right,1720
33,4273,stroop,test,29,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\2-Congruent.png,Right,Right,760
34,4273,stroop,test,30,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\17-Incongruent.png,Left,Left,1260
35,4273,stroop,test,31,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\12-Congruent.png,Right,Right,1430
36,4273,stroop,test,32,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\12-Incongruent.png,Left,Left,790
37,4273,stroop,test,33,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\26-Incongruent.png,Left,Left,2041
38,4273,stroop,test,34,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\19-Congruent.png,Right,Right,780
39,4273,stroop,test,35,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\23-Congruent.png,Right,Right,1170
40,4273,stroop,test,36,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\35-Congruent.png,Left,Left,1320
41,4273,stroop,test,37,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\46-Congruent.png,Left,Left,700
42,4273,stroop,test,38,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\8-Incongruent.png,Left,Right,1850
43,4273,stroop,test,39,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\29-Congruent.png,Left,Left,4260
44,4273,stroop,test,40,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\14-Congruent.png,Right,Right,720
45,4273,stroop,test,41,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\33-Congruent.png,Left,Left,640
46,4273,stroop,test,42,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\13-Incongruent.png,Left,Right,1140
47,4273,stroop,test,43,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\55-Incongruent.png,Right,Left,870
48,4273,stroop,test,44,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\54-Congruent.png,Left,Left,1200
49,4273,stroop,test,45,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\8-Congruent.png,Right,Right,941
50,4273,stroop,test,46,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\13-Congruent.png,Right,Right,760
51,4273,stroop,test,47,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\40-Congruent.png,Left,Left,1360
52,4273,stroop,test,48,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\9-Incongruent.png,Left,Right,1720
53,4273,stroop,test,49,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\50-Congruent.png,Left,Left,1580
54,4273,stroop,test,50,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\5-Congruent.png,Right,Right,620
55,4273,stroop,test,51,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\5-Incongruent.png,Left,Right,560
56,4273,stroop,test,52,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\53-Incongruent.png,Right,Right,1100
57,4273,stroop,test,53,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\1-Incongruent.png,Left,Left,700
58,4273,stroop,test,54,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\28-Congruent.png,Right,Right,900
59,4273,stroop,test,55,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\34-Incongruent.png,Right,Right,2950
60,4273,stroop,test,56,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\20-Incongruent.png,Left,Right,2060
61,4273,stroop,test,57,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\38-Incongruent.png,Right,Right,6591
62,4273,stroop,test,58,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\32-Incongruent.png,Right,Left,840
63,4273,stroop,test,59,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\9-Congruent.png,Right,Right,1060
64,4273,stroop,test,60,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\55-Congruent.png,Left,Left,2090
65,4273,stroop,test,61,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\33-Incongruent.png,Right,Left,2910
66,4273,stroop,test,62,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\49-Incongruent.png,Right,Left,1320
67,4273,stroop,test,63,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\4-Congruent.png,Right,Right,710
68,4273,stroop,test,64,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\6-Congruent.png,Right,Right,650
69,4273,stroop,test,65,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\48-Congruent.png,Left,Left,1061
70,4273,stroop,test,66,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\52-Congruent.png,Left,Right,910
71,4273,stroop,test,67,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\51-Congruent.png,Left,Left,1100
72,4273,stroop,test,68,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\16-Congruent.png,Right,Right,1490
73,4273,stroop,test,69,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\24-Congruent.png,Right,Right,2420
74,4273,stroop,test,70,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\41-Incongruent.png,Right,Left,720
75,4273,stroop,test,71,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\48-Incongruent.png,Right,Left,1470
76,4273,stroop,test,72,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\4-Incongruent.png,Left,Right,1320
77,4273,stroop,test,73,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\54-Incongruent.png,Right,Left,790
78,4273,stroop,test,74,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\39-Incongruent.png,Right,Left,850
79,4273,stroop,test,75,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\56-Congruent.png,Left,Left,910
80,4273,stroop,test,76,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\46-Incongruent.png,Right,Left,890
81,4273,stroop,test,77,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\22-Congruent.png,Right,Right,3811
82,4273,stroop,test,78,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\21-Incongruent.png,Left,Right,990
83,4273,stroop,test,79,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\37-Incongruent.png,Right,Left,2550
84,4273,stroop,test,80,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\2-Incongruent.png,Left,Right,650
85,4273,stroop,test,81,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\21-Congruent.png,Right,Right,740
86,4273,stroop,test,82,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\7-Incongruent.png,Left,Left,790
87,4273,stroop,test,83,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\20-Congruent.png,Right,Right,680
88,4273,stroop,test,84,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\15-Congruent.png,Right,Right,890
89,4273,stroop,test,85,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\26-Congruent.png,Right,Left,900
90,4273,stroop,test,86,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\16-Incongruent.png,Left,Right,1390
91,4273,stroop,test,87,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\50-Incongruent.png,Right,Left,1260
92,4273,stroop,test,88,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\41-Congruent.png,Left,Left,630
93,4273,stroop,test,89,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\25-Congruent.png,Right,Right,790
94,4273,stroop,test,90,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\27-Congruent.png,Right,Right,730
95,4273,stroop,test,91,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\18-Incongruent.png,Left,Right,1110
96,4273,stroop,test,92,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\30-Incongruent.png,Right,Left,2391
97,4273,stroop,test,93,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\44-Congruent.png,Left,Left,740
98,4273,stroop,test,94,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\37-Congruent.png,Left,Left,1060
99,4273,stroop,test,95,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\11-Incongruent.png,Left,Right,880
100,4273,stroop,test,96,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\29-Incongruent.png,Right,Left,1040
101,4273,stroop,test,97,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\3-Incongruent.png,Left,Right,730
102,4273,stroop,test,98,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\1-Congruent.png,Right,Right,680
103,4273,stroop,test,99,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\52-Incongruent.png,Right,Left,1240
104,4273,stroop,test,100,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\14-Incongruent.png,Left,Left,1570
105,4273,stroop,test,101,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\47-Congruent.png,Left,Left,1880
106,4273,stroop,test,102,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\19-Incongruent.png,Left,Right,690
107,4273,stroop,test,103,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\11-Congruent.png,Right,Right,990
108,4273,stroop,test,104,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\22-Incongruent.png,Left,Left,800
109,4273,stroop,test,105,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\7-Congruent.png,Right,Right,550
110,4273,stroop,test,106,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\53-Congruent.png,Left,Left,511
111,4273,stroop,test,107,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\32-Congruent.png,Left,Left,710
112,4273,stroop,test,108,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\45-Incongruent.png,Right,Left,640
113,4273,stroop,test,109,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\36-Congruent.png,Left,Left,650
114,4273,stroop,test,110,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\51-Incongruent.png,Right,Left,1260
115,4273,stroop,test,111,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\18-Congruent.png,Right,Right,590
0,4307,stroop,practice,0,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_1.png,Right,Right,3481
1,4307,stroop,practice,1,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_2.png,Left,Left,1280
2,4307,stroop,practice,2,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_3.png,Right,Right,1010
3,4307,stroop,practice,3,n/a,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\prac_4.png,Right,Right,1200
4,4307,stroop,test,0,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\6-Incongruent.png,Left,Left,1780
5,4307,stroop,test,1,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\30-Congruent.png,Left,Left,1110
6,4307,stroop,test,2,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\3-Congruent.png,Right,Right,1040
7,4307,stroop,test,3,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\23-Incongruent.png,Left,Left,1010
8,4307,stroop,test,4,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\39-Congruent.png,Left,Left,1570
9,4307,stroop,test,5,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\45-Congruent.png,Left,Left,990
10,4307,stroop,test,6,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\31-Incongruent.png,Right,Right,3021
11,4307,stroop,test,7,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\28-Incongruent.png,Left,Left,910
12,4307,stroop,test,8,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\31-Congruent.png,Left,Left,900
13,4307,stroop,test,9,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\10-Congruent.png,Right,Right,950
14,4307,stroop,test,10,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\10-Incongruent.png,Left,Left,2230
15,4307,stroop,test,11,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\24-Incongruent.png,Left,Left,1640
16,4307,stroop,test,12,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\34-Congruent.png,Left,Left,1080
17,4307,stroop,test,13,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\38-Congruent.png,Left,Left,1710
18,4307,stroop,test,14,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\42-Congruent.png,Left,Left,1240
19,4307,stroop,test,15,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\17-Congruent.png,Right,Right,850
20,4307,stroop,test,16,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\42-Incongruent.png,Right,Right,1100
21,4307,stroop,test,17,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\36-Incongruent.png,Right,Right,1571
22,4307,stroop,test,18,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\43-Incongruent.png,Right,Right,1800
23,4307,stroop,test,19,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\49-Congruent.png,Left,Left,1000
24,4307,stroop,test,20,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\43-Congruent.png,Left,Left,930
25,4307,stroop,test,21,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\15-Incongruent.png,Left,Left,1210
26,4307,stroop,test,22,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\35-Incongruent.png,Right,Right,890
27,4307,stroop,test,23,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\44-Incongruent.png,Right,Right,1970
28,4307,stroop,test,24,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\47-Incongruent.png,Right,Right,1091
29,4307,stroop,test,25,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\40-Incongruent.png,Right,Right,1160
30,4307,stroop,test,26,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\25-Incongruent.png,Left,Left,830
31,4307,stroop,test,27,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\27-Incongruent.png,Left,Left,850
32,4307,stroop,test,28,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\56-Incongruent.png,Right,Right,910
33,4307,stroop,test,29,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\2-Congruent.png,Right,Right,841
34,4307,stroop,test,30,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\17-Incongruent.png,Left,Left,1360
35,4307,stroop,test,31,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\12-Congruent.png,Right,Right,770
36,4307,stroop,test,32,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\12-Incongruent.png,Left,Left,2170
37,4307,stroop,test,33,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\26-Incongruent.png,Left,Left,1580
38,4307,stroop,test,34,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\19-Congruent.png,Right,Right,1380
39,4307,stroop,test,35,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\23-Congruent.png,Right,Right,1330
40,4307,stroop,test,36,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\35-Congruent.png,Left,Left,1190
41,4307,stroop,test,37,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\46-Congruent.png,Left,Left,1460
42,4307,stroop,test,38,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\8-Incongruent.png,Left,Left,1890
43,4307,stroop,test,39,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\29-Congruent.png,Left,Left,1310
44,4307,stroop,test,40,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\14-Congruent.png,Right,Right,730
45,4307,stroop,test,41,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\33-Congruent.png,Left,Left,1180
46,4307,stroop,test,42,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\13-Incongruent.png,Left,Left,2480
47,4307,stroop,test,43,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\55-Incongruent.png,Right,Right,1580
48,4307,stroop,test,44,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\54-Congruent.png,Left,Left,830
49,4307,stroop,test,45,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\8-Congruent.png,Right,Right,1060
50,4307,stroop,test,46,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\13-Congruent.png,Right,Right,1110
51,4307,stroop,test,47,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\40-Congruent.png,Left,Left,1520
52,4307,stroop,test,48,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\9-Incongruent.png,Left,Left,1830
53,4307,stroop,test,49,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\50-Congruent.png,Left,Left,1410
54,4307,stroop,test,50,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\5-Congruent.png,Right,Right,1101
55,4307,stroop,test,51,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\5-Incongruent.png,Left,Left,760
56,4307,stroop,test,52,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\53-Incongruent.png,Right,Right,1190
57,4307,stroop,test,53,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\1-Incongruent.png,Left,Left,1040
58,4307,stroop,test,54,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\28-Congruent.png,Right,Right,1200
59,4307,stroop,test,55,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\34-Incongruent.png,Right,Right,1850
60,4307,stroop,test,56,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\20-Incongruent.png,Left,Left,3070
61,4307,stroop,test,57,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\38-Incongruent.png,Right,Right,1430
62,4307,stroop,test,58,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\32-Incongruent.png,Right,Right,1090
63,4307,stroop,test,59,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\9-Congruent.png,Right,Right,1130
64,4307,stroop,test,60,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\55-Congruent.png,Left,Left,930
65,4307,stroop,test,61,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\33-Incongruent.png,Right,Right,1621
66,4307,stroop,test,62,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\49-Incongruent.png,Right,Right,1370
67,4307,stroop,test,63,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\4-Congruent.png,Right,Right,860
68,4307,stroop,test,64,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\6-Congruent.png,Right,Right,1830
69,4307,stroop,test,65,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\48-Congruent.png,Left,Left,1280
70,4307,stroop,test,66,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\52-Congruent.png,Left,Left,1350
71,4307,stroop,test,67,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\51-Congruent.png,Left,Left,1330
72,4307,stroop,test,68,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\16-Congruent.png,Right,Right,1430
73,4307,stroop,test,69,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\24-Congruent.png,Right,Right,1110
74,4307,stroop,test,70,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\41-Incongruent.png,Right,Right,1090
75,4307,stroop,test,71,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\48-Incongruent.png,Right,Right,1300
76,4307,stroop,test,72,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\4-Incongruent.png,Left,Left,1171
77,4307,stroop,test,73,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\54-Incongruent.png,Right,Right,1700
78,4307,stroop,test,74,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\39-Incongruent.png,Right,Right,1640
79,4307,stroop,test,75,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\56-Congruent.png,Left,Left,1030
80,4307,stroop,test,76,Incongruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\46-Incongruent.png,Right,Right,1430
81,4307,stroop,test,77,Congruent,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\stroop\22-Congruent.png,Right,Right,1600
