,proband_id,test_name,phase,trialn,sequence,rsp
40,4377,verbal_working_memory,digit letter,12,M4E7Q2,False
41,4377,verbal_working_memory,digit letter,13,W8H5F3,False
42,4377,verbal_working_memory,digit letter,14,6G9A2S,False
0,4378,verbal_working_memory,forward,0,629,True
1,4378,verbal_working_memory,forward,1,375,True
2,4378,verbal_working_memory,forward,2,5417,True
3,4378,verbal_working_memory,forward,3,8396,True
4,4378,verbal_working_memory,forward,4,36925,True
5,4378,verbal_working_memory,forward,5,69471,True
6,4378,verbal_working_memory,forward,6,918427,False
7,4378,verbal_working_memory,forward,7,635482,True
8,4378,verbal_working_memory,forward,8,1285346,False
9,4378,verbal_working_memory,forward,9,2814975,False
10,4378,verbal_working_memory,backward,0,51,True
11,4378,verbal_working_memory,backward,1,38,True
12,4378,verbal_working_memory,backward,2,493,False
13,4378,verbal_working_memory,backward,3,526,False
14,4378,verbal_working_memory,practice,0,6F,True
15,4378,verbal_working_memory,practice,1,G4,False
16,4378,verbal_working_memory,practice,2,3W5,True
17,4378,verbal_working_memory,practice,3,T7L,False
18,4378,verbal_working_memory,practice,4,6GA2,True
19,4378,verbal_working_memory,practice,5,9PF4,True
20,4378,verbal_working_memory,digit letter,0,L2,True
21,4378,verbal_working_memory,digit letter,1,6P,True
22,4378,verbal_working_memory,digit letter,2,B5,True
23,4378,verbal_working_memory,digit letter,3,F7L,True
24,4378,verbal_working_memory,digit letter,4,R4D,True
25,4378,verbal_working_memory,digit letter,5,H18,True
26,4378,verbal_working_memory,digit letter,6,T9A3,False
27,4378,verbal_working_memory,digit letter,7,V1J5,True
28,4378,verbal_working_memory,digit letter,8,7N4L,False
29,4378,verbal_working_memory,digit letter,9,8D6G1,False
30,4378,verbal_working_memory,digit letter,10,K2C7S,False
31,4378,verbal_working_memory,digit letter,11,5P3Y9,False
0,4379,verbal_working_memory,forward,0,629,True
1,4379,verbal_working_memory,forward,1,375,True
2,4379,verbal_working_memory,forward,2,5417,True
3,4379,verbal_working_memory,forward,3,8396,True
4,4379,verbal_working_memory,forward,4,36925,True
5,4379,verbal_working_memory,forward,5,69471,False
6,4379,verbal_working_memory,forward,6,918427,True
7,4379,verbal_working_memory,forward,7,635482,True
8,4379,verbal_working_memory,forward,8,1285346,False
9,4379,verbal_working_memory,forward,9,2814975,True
10,4379,verbal_working_memory,forward,10,38295174,False
11,4379,verbal_working_memory,forward,11,59182647,False
12,4379,verbal_working_memory,backward,0,51,True
13,4379,verbal_working_memory,backward,1,38,True
14,4379,verbal_working_memory,backward,2,493,True
15,4379,verbal_working_memory,backward,3,526,True
16,4379,verbal_working_memory,backward,4,3814,True
17,4379,verbal_working_memory,backward,5,1795,True
18,4379,verbal_working_memory,backward,6,62972,False
19,4379,verbal_working_memory,backward,7,48527,True
20,4379,verbal_working_memory,backward,8,715286,False
21,4379,verbal_working_memory,backward,9,831964,False
22,4379,verbal_working_memory,practice,0,6F,False
23,4379,verbal_working_memory,practice,1,G4,True
24,4379,verbal_working_memory,practice,2,3W5,True
25,4379,verbal_working_memory,practice,3,T7L,True
26,4379,verbal_working_memory,practice,4,6GA2,False
27,4379,verbal_working_memory,practice,5,9PF4,True
28,4379,verbal_working_memory,digit letter,0,L2,True
29,4379,verbal_working_memory,digit letter,1,6P,True
30,4379,verbal_working_memory,digit letter,2,B5,True
31,4379,verbal_working_memory,digit letter,3,F7L,True
32,4379,verbal_working_memory,digit letter,4,R4D,True
33,4379,verbal_working_memory,digit letter,5,H18,True
34,4379,verbal_working_memory,digit letter,6,T9A3,False
35,4379,verbal_working_memory,digit letter,7,V1J5,True
36,4379,verbal_working_memory,digit letter,8,7N4L,True
37,4379,verbal_working_memory,digit letter,9,8D6G1,True
38,4379,verbal_working_memory,digit letter,10,K2C7S,False
39,4379,verbal_working_memory,digit letter,11,5P3Y9,False
40,4379,verbal_working_memory,digit letter,12,M4E7Q2,False
41,4379,verbal_working_memory,digit letter,13,W8H5F3,False
42,4379,verbal_working_memory,digit letter,14,6G9A2S,False
0,4380,verbal_working_memory,forward,0,629,True
1,4380,verbal_working_memory,forward,1,375,True
2,4380,verbal_working_memory,forward,2,5417,True
3,4380,verbal_working_memory,forward,3,8396,True
4,4380,verbal_working_memory,forward,4,36925,True
5,4380,verbal_working_memory,forward,5,69471,True
6,4380,verbal_working_memory,forward,6,918427,False
7,4380,verbal_working_memory,forward,7,635482,False
8,4380,verbal_working_memory,backward,0,51,True
9,4380,verbal_working_memory,backward,1,38,True
10,4380,verbal_working_memory,backward,2,493,False
11,4380,verbal_working_memory,backward,3,526,False
12,4380,verbal_working_memory,practice,0,6F,True
13,4380,verbal_working_memory,practice,1,G4,True
14,4380,verbal_working_memory,practice,2,3W5,True
15,4380,verbal_working_memory,practice,3,T7L,True
16,4380,verbal_working_memory,practice,4,6GA2,False
17,4380,verbal_working_memory,practice,5,9PF4,False
18,4380,verbal_working_memory,digit letter,0,L2,True
19,4380,verbal_working_memory,digit letter,1,6P,True
20,4380,verbal_working_memory,digit letter,2,B5,True
21,4380,verbal_working_memory,digit letter,3,F7L,False
22,4380,verbal_working_memory,digit letter,4,R4D,False
23,4380,verbal_working_memory,digit letter,5,H18,False
0,4381,verbal_working_memory,forward,0,629,True
1,4381,verbal_working_memory,forward,1,375,True
2,4381,verbal_working_memory,forward,2,5417,True
3,4381,verbal_working_memory,forward,3,8396,True
4,4381,verbal_working_memory,forward,4,36925,True
5,4381,verbal_working_memory,forward,5,69471,True
6,4381,verbal_working_memory,forward,6,918427,True
7,4381,verbal_working_memory,forward,7,635482,True
8,4381,verbal_working_memory,forward,8,1285346,False
9,4381,verbal_working_memory,forward,9,2814975,True
10,4381,verbal_working_memory,forward,10,38295174,False
11,4381,verbal_working_memory,forward,11,59182647,False
12,4381,verbal_working_memory,backward,0,51,True
13,4381,verbal_working_memory,backward,1,38,True
14,4381,verbal_working_memory,backward,2,493,True
15,4381,verbal_working_memory,backward,3,526,True
16,4381,verbal_working_memory,backward,4,3814,True
17,4381,verbal_working_memory,backward,5,1795,True
18,4381,verbal_working_memory,backward,6,62972,False
19,4381,verbal_working_memory,backward,7,48527,True
20,4381,verbal_working_memory,backward,8,715286,True
21,4381,verbal_working_memory,backward,9,831964,True
22,4381,verbal_working_memory,backward,10,4739128,True
23,4381,verbal_working_memory,backward,11,8129365,True
24,4381,verbal_working_memory,practice,0,6F,True
25,4381,verbal_working_memory,practice,1,G4,True
26,4381,verbal_working_memory,practice,2,3W5,True
27,4381,verbal_working_memory,practice,3,T7L,True
28,4381,verbal_working_memory,practice,4,6GA2,True
29,4381,verbal_working_memory,practice,5,9PF4,True
30,4381,verbal_working_memory,digit letter,0,L2,True
31,4381,verbal_working_memory,digit letter,1,6P,True
32,4381,verbal_working_memory,digit letter,2,B5,True
33,4381,verbal_working_memory,digit letter,3,F7L,False
34,4381,verbal_working_memory,digit letter,4,R4D,True
35,4381,verbal_working_memory,digit letter,5,H18,True
36,4381,verbal_working_memory,digit letter,6,T9A3,True
37,4381,verbal_working_memory,digit letter,7,V1J5,True
38,4381,verbal_working_memory,digit letter,8,7N4L,True
39,4381,verbal_working_memory,digit letter,9,8D6G1,False
40,4381,verbal_working_memory,digit letter,10,K2C7S,True
41,4381,verbal_working_memory,digit letter,11,5P3Y9,True
42,4381,verbal_working_memory,digit letter,12,M4E7Q2,False
43,4381,verbal_working_memory,digit letter,13,W8H5F3,True
44,4381,verbal_working_memory,digit letter,14,6G9A2S,True
45,4381,verbal_working_memory,digit letter,15,R3B4Z1C,False
46,4381,verbal_working_memory,digit letter,16,5T9J2X7,False
47,4381,verbal_working_memory,digit letter,17,E1H8R4D,False
0,4382,verbal_working_memory,forward,0,629,True
1,4382,verbal_working_memory,forward,1,375,True
2,4382,verbal_working_memory,forward,2,5417,True
3,4382,verbal_working_memory,forward,3,8396,True
4,4382,verbal_working_memory,forward,4,36925,False
5,4382,verbal_working_memory,forward,5,69471,True
6,4382,verbal_working_memory,forward,6,918427,False
7,4382,verbal_working_memory,forward,7,635482,False
8,4382,verbal_working_memory,backward,0,51,True
9,4382,verbal_working_memory,backward,1,38,True
10,4382,verbal_working_memory,backward,2,493,True
11,4382,verbal_working_memory,backward,3,526,False
12,4382,verbal_working_memory,backward,4,3814,False
13,4382,verbal_working_memory,backward,5,1795,False
14,4382,verbal_working_memory,practice,0,6F,True
15,4382,verbal_working_memory,practice,1,G4,True
16,4382,verbal_working_memory,practice,2,3W5,True
17,4382,verbal_working_memory,practice,3,T7L,False
18,4382,verbal_working_memory,practice,4,6GA2,False
19,4382,verbal_working_memory,practice,5,9PF4,True
20,4382,verbal_working_memory,digit letter,0,L2,True
21,4382,verbal_working_memory,digit letter,1,6P,True
22,4382,verbal_working_memory,digit letter,2,B5,True
23,4382,verbal_working_memory,digit letter,3,F7L,True
24,4382,verbal_working_memory,digit letter,4,R4D,True
25,4382,verbal_working_memory,digit letter,5,H18,True
26,4382,verbal_working_memory,digit letter,6,T9A3,False
27,4382,verbal_working_memory,digit letter,7,V1J5,True
28,4382,verbal_working_memory,digit letter,8,7N4L,False
29,4382,verbal_working_memory,digit letter,9,8D6G1,False
30,4382,verbal_working_memory,digit letter,10,K2C7S,False
31,4382,verbal_working_memory,digit letter,11,5P3Y9,False
0,4383,verbal_working_memory,forward,0,629,True
1,4383,verbal_working_memory,forward,1,375,True
2,4383,verbal_working_memory,forward,2,5417,True
3,4383,verbal_working_memory,forward,3,8396,True
4,4383,verbal_working_memory,forward,4,36925,True
5,4383,verbal_working_memory,forward,5,69471,True
6,4383,verbal_working_memory,forward,6,918427,True
7,4383,verbal_working_memory,forward,7,635482,False
8,4383,verbal_working_memory,forward,8,1285346,True
9,4383,verbal_working_memory,forward,9,2814975,True
10,4383,verbal_working_memory,forward,10,38295174,False
11,4383,verbal_working_memory,forward,11,59182647,True
12,4383,verbal_working_memory,backward,0,51,True
13,4383,verbal_working_memory,backward,1,38,True
14,4383,verbal_working_memory,backward,2,493,True
15,4383,verbal_working_memory,backward,3,526,True
16,4383,verbal_working_memory,backward,4,3814,True
17,4383,verbal_working_memory,backward,5,1795,True
18,4383,verbal_working_memory,backward,6,62972,False
19,4383,verbal_working_memory,backward,7,48527,True
20,4383,verbal_working_memory,backward,8,715286,False
21,4383,verbal_working_memory,backward,9,831964,False
22,4383,verbal_working_memory,practice,0,6F,True
23,4383,verbal_working_memory,practice,1,G4,True
24,4383,verbal_working_memory,practice,2,3W5,True
25,4383,verbal_working_memory,practice,3,T7L,True
26,4383,verbal_working_memory,practice,4,6GA2,False
27,4383,verbal_working_memory,practice,5,9PF4,False
28,4383,verbal_working_memory,digit letter,0,L2,True
29,4383,verbal_working_memory,digit letter,1,6P,True
30,4383,verbal_working_memory,digit letter,2,B5,True
31,4383,verbal_working_memory,digit letter,3,F7L,True
32,4383,verbal_working_memory,digit letter,4,R4D,True
33,4383,verbal_working_memory,digit letter,5,H18,True
34,4383,verbal_working_memory,digit letter,6,T9A3,False
35,4383,verbal_working_memory,digit letter,7,V1J5,True
36,4383,verbal_working_memory,digit letter,8,7N4L,True
37,4383,verbal_working_memory,digit letter,9,8D6G1,True
38,4383,verbal_working_memory,digit letter,10,K2C7S,False
39,4383,verbal_working_memory,digit letter,11,5P3Y9,False
40,4383,verbal_working_memory,digit letter,12,M4E7Q2,False
41,4383,verbal_working_memory,digit letter,13,W8H5F3,False
42,4383,verbal_working_memory,digit letter,14,6G9A2S,False
0,4384,verbal_working_memory,forward,0,629,True
1,4384,verbal_working_memory,forward,1,375,True
2,4384,verbal_working_memory,forward,2,5417,True
3,4384,verbal_working_memory,forward,3,8396,True
4,4384,verbal_working_memory,forward,4,36925,True
5,4384,verbal_working_memory,forward,5,69471,False
6,4384,verbal_working_memory,forward,6,918427,False
7,4384,verbal_working_memory,forward,7,635482,True
8,4384,verbal_working_memory,forward,8,1285346,False
9,4384,verbal_working_memory,forward,9,2814975,False
10,4384,verbal_working_memory,backward,0,51,True
11,4384,verbal_working_memory,backward,1,38,True
12,4384,verbal_working_memory,backward,2,493,False
13,4384,verbal_working_memory,backward,3,526,False
14,4384,verbal_working_memory,practice,0,6F,True
15,4384,verbal_working_memory,practice,1,G4,True
16,4384,verbal_working_memory,practice,2,3W5,True
17,4384,verbal_working_memory,practice,3,T7L,False
18,4384,verbal_working_memory,practice,4,6GA2,False
19,4384,verbal_working_memory,practice,5,9PF4,True
20,4384,verbal_working_memory,digit letter,0,L2,True
21,4384,verbal_working_memory,digit letter,1,6P,True
22,4384,verbal_working_memory,digit letter,2,B5,True
23,4384,verbal_working_memory,digit letter,3,F7L,True
24,4384,verbal_working_memory,digit letter,4,R4D,True
25,4384,verbal_working_memory,digit letter,5,H18,True
26,4384,verbal_working_memory,digit letter,6,T9A3,True
27,4384,verbal_working_memory,digit letter,7,V1J5,False
28,4384,verbal_working_memory,digit letter,8,7N4L,False
29,4384,verbal_working_memory,digit letter,9,8D6G1,False
30,4384,verbal_working_memory,digit letter,10,K2C7S,False
31,4384,verbal_working_memory,digit letter,11,5P3Y9,True
32,4384,verbal_working_memory,digit letter,12,M4E7Q2,False
33,4384,verbal_working_memory,digit letter,13,W8H5F3,False
34,4384,verbal_working_memory,digit letter,14,6G9A2S,False
0,4385,verbal_working_memory,forward,0,629,True
1,4385,verbal_working_memory,forward,1,375,True
2,4385,verbal_working_memory,forward,2,5417,True
3,4385,verbal_working_memory,forward,3,8396,True
4,4385,verbal_working_memory,forward,4,36925,True
5,4385,verbal_working_memory,forward,5,69471,False
6,4385,verbal_working_memory,forward,6,918427,False
7,4385,verbal_working_memory,forward,7,635482,False
8,4385,verbal_working_memory,backward,0,51,True
9,4385,verbal_working_memory,backward,1,38,True
10,4385,verbal_working_memory,backward,2,493,True
11,4385,verbal_working_memory,backward,3,526,False
12,4385,verbal_working_memory,backward,4,3814,False
13,4385,verbal_working_memory,backward,5,1795,False
14,4385,verbal_working_memory,practice,0,6F,True
15,4385,verbal_working_memory,practice,1,G4,True
16,4385,verbal_working_memory,practice,2,3W5,True
17,4385,verbal_working_memory,practice,3,T7L,True
18,4385,verbal_working_memory,practice,4,6GA2,False
19,4385,verbal_working_memory,practice,5,9PF4,False
20,4385,verbal_working_memory,digit letter,0,L2,True
21,4385,verbal_working_memory,digit letter,1,6P,True
22,4385,verbal_working_memory,digit letter,2,B5,True
23,4385,verbal_working_memory,digit letter,3,F7L,False
24,4385,verbal_working_memory,digit letter,4,R4D,False
25,4385,verbal_working_memory,digit letter,5,H18,False
0,4386,verbal_working_memory,forward,0,629,True
1,4386,verbal_working_memory,forward,1,375,True
2,4386,verbal_working_memory,forward,2,5417,True
3,4386,verbal_working_memory,forward,3,8396,True
4,4386,verbal_working_memory,forward,4,36925,True
5,4386,verbal_working_memory,forward,5,69471,True
6,4386,verbal_working_memory,forward,6,918427,False
7,4386,verbal_working_memory,forward,7,635482,True
8,4386,verbal_working_memory,forward,8,1285346,True
9,4386,verbal_working_memory,forward,9,2814975,True
10,4386,verbal_working_memory,forward,10,38295174,False
11,4386,verbal_working_memory,forward,11,59182647,False
12,4386,verbal_working_memory,backward,0,51,True
13,4386,verbal_working_memory,backward,1,38,True
14,4386,verbal_working_memory,backward,2,493,True
15,4386,verbal_working_memory,backward,3,526,True
16,4386,verbal_working_memory,backward,4,3814,False
17,4386,verbal_working_memory,backward,5,1795,False
18,4386,verbal_working_memory,practice,0,6F,True
19,4386,verbal_working_memory,practice,1,G4,True
20,4386,verbal_working_memory,practice,2,3W5,True
21,4386,verbal_working_memory,practice,3,T7L,False
22,4386,verbal_working_memory,practice,4,6GA2,False
23,4386,verbal_working_memory,practice,5,9PF4,False
24,4386,verbal_working_memory,digit letter,0,L2,True
25,4386,verbal_working_memory,digit letter,1,6P,True
26,4386,verbal_working_memory,digit letter,2,B5,True
27,4386,verbal_working_memory,digit letter,3,F7L,True
28,4386,verbal_working_memory,digit letter,4,R4D,True
29,4386,verbal_working_memory,digit letter,5,H18,True
30,4386,verbal_working_memory,digit letter,6,T9A3,False
31,4386,verbal_working_memory,digit letter,7,V1J5,False
32,4386,verbal_working_memory,digit letter,8,7N4L,False
0,4387,verbal_working_memory,forward,0,629,True
1,4387,verbal_working_memory,forward,1,375,True
2,4387,verbal_working_memory,forward,2,5417,True
3,4387,verbal_working_memory,forward,3,8396,True
4,4387,verbal_working_memory,forward,4,36925,True
5,4387,verbal_working_memory,forward,5,69471,True
6,4387,verbal_working_memory,forward,6,918427,True
7,4387,verbal_working_memory,forward,7,635482,True
8,4387,verbal_working_memory,forward,8,1285346,True
9,4387,verbal_working_memory,forward,9,2814975,True
10,4387,verbal_working_memory,forward,10,38295174,False
11,4387,verbal_working_memory,forward,11,59182647,True
12,4387,verbal_working_memory,backward,0,51,True
13,4387,verbal_working_memory,backward,1,38,True
14,4387,verbal_working_memory,backward,2,493,False
15,4387,verbal_working_memory,backward,3,526,True
16,4387,verbal_working_memory,backward,4,3814,False
17,4387,verbal_working_memory,backward,5,1795,False
18,4387,verbal_working_memory,practice,0,6F,True
19,4387,verbal_working_memory,practice,1,G4,True
20,4387,verbal_working_memory,practice,2,3W5,False
21,4387,verbal_working_memory,practice,3,T7L,True
22,4387,verbal_working_memory,practice,4,6GA2,False
23,4387,verbal_working_memory,practice,5,9PF4,True
24,4387,verbal_working_memory,digit letter,0,L2,True
25,4387,verbal_working_memory,digit letter,1,6P,True
26,4387,verbal_working_memory,digit letter,2,B5,True
27,4387,verbal_working_memory,digit letter,3,F7L,True
28,4387,verbal_working_memory,digit letter,4,R4D,True
29,4387,verbal_working_memory,digit letter,5,H18,True
30,4387,verbal_working_memory,digit letter,6,T9A3,False
31,4387,verbal_working_memory,digit letter,7,V1J5,True
32,4387,verbal_working_memory,digit letter,8,7N4L,False
33,4387,verbal_working_memory,digit letter,9,8D6G1,True
34,4387,verbal_working_memory,digit letter,10,K2C7S,False
35,4387,verbal_working_memory,digit letter,11,5P3Y9,True
36,4387,verbal_working_memory,digit letter,12,M4E7Q2,False
37,4387,verbal_working_memory,digit letter,13,W8H5F3,False
38,4387,verbal_working_memory,digit letter,14,6G9A2S,False
0,4388,verbal_working_memory,forward,0,629,True
1,4388,verbal_working_memory,forward,1,375,True
2,4388,verbal_working_memory,forward,2,5417,True
3,4388,verbal_working_memory,forward,3,8396,True
4,4388,verbal_working_memory,forward,4,36925,True
5,4388,verbal_working_memory,forward,5,69471,True
6,4388,verbal_working_memory,forward,6,918427,True
7,4388,verbal_working_memory,forward,7,635482,False
8,4388,verbal_working_memory,forward,8,1285346,False
9,4388,verbal_working_memory,forward,9,2814975,False
10,4388,verbal_working_memory,backward,0,51,True
11,4388,verbal_working_memory,backward,1,38,True
12,4388,verbal_working_memory,backward,2,493,True
13,4388,verbal_working_memory,backward,3,526,True
14,4388,verbal_working_memory,backward,4,3814,False
15,4388,verbal_working_memory,backward,5,1795,False
16,4388,verbal_working_memory,practice,0,6F,True
17,4388,verbal_working_memory,practice,1,G4,True
18,4388,verbal_working_memory,practice,2,3W5,True
19,4388,verbal_working_memory,practice,3,T7L,True
20,4388,verbal_working_memory,practice,4,6GA2,False
21,4388,verbal_working_memory,practice,5,9PF4,False
22,4388,verbal_working_memory,digit letter,0,L2,True
23,4388,verbal_working_memory,digit letter,1,6P,True
24,4388,verbal_working_memory,digit letter,2,B5,True
25,4388,verbal_working_memory,digit letter,3,F7L,True
26,4388,verbal_working_memory,digit letter,4,R4D,False
27,4388,verbal_working_memory,digit letter,5,H18,False
28,4388,verbal_working_memory,digit letter,6,T9A3,False
29,4388,verbal_working_memory,digit letter,7,V1J5,False
30,4388,verbal_working_memory,digit letter,8,7N4L,False
0,4389,verbal_working_memory,forward,0,629,True
1,4389,verbal_working_memory,forward,1,375,True
2,4389,verbal_working_memory,forward,2,5417,True
3,4389,verbal_working_memory,forward,3,8396,True
4,4389,verbal_working_memory,forward,4,36925,True
5,4389,verbal_working_memory,forward,5,69471,True
6,4389,verbal_working_memory,forward,6,918427,True
7,4389,verbal_working_memory,forward,7,635482,True
8,4389,verbal_working_memory,forward,8,1285346,True
9,4389,verbal_working_memory,forward,9,2814975,True
10,4389,verbal_working_memory,forward,10,38295174,True
11,4389,verbal_working_memory,forward,11,59182647,True
12,4389,verbal_working_memory,backward,0,51,True
13,4389,verbal_working_memory,backward,1,38,True
14,4389,verbal_working_memory,backward,2,493,True
15,4389,verbal_working_memory,backward,3,526,False
16,4389,verbal_working_memory,backward,4,3814,True
17,4389,verbal_working_memory,backward,5,1795,True
18,4389,verbal_working_memory,backward,6,62972,False
19,4389,verbal_working_memory,backward,7,48527,True
20,4389,verbal_working_memory,backward,8,715286,True
21,4389,verbal_working_memory,backward,9,831964,True
22,4389,verbal_working_memory,backward,10,4739128,True
23,4389,verbal_working_memory,backward,11,8129365,True
24,4389,verbal_working_memory,practice,0,6F,True
25,4389,verbal_working_memory,practice,1,G4,True
26,4389,verbal_working_memory,practice,2,3W5,True
27,4389,verbal_working_memory,practice,3,T7L,True
28,4389,verbal_working_memory,practice,4,6GA2,True
29,4389,verbal_working_memory,practice,5,9PF4,True
30,4389,verbal_working_memory,digit letter,0,L2,True
31,4389,verbal_working_memory,digit letter,1,6P,True
32,4389,verbal_working_memory,digit letter,2,B5,True
33,4389,verbal_working_memory,digit letter,3,F7L,True
34,4389,verbal_working_memory,digit letter,4,R4D,True
35,4389,verbal_working_memory,digit letter,5,H18,True
36,4389,verbal_working_memory,digit letter,6,T9A3,True
37,4389,verbal_working_memory,digit letter,7,V1J5,True
38,4389,verbal_working_memory,digit letter,8,7N4L,True
39,4389,verbal_working_memory,digit letter,9,8D6G1,True
40,4389,verbal_working_memory,digit letter,10,K2C7S,True
41,4389,verbal_working_memory,digit letter,11,5P3Y9,True
42,4389,verbal_working_memory,digit letter,12,M4E7Q2,False
43,4389,verbal_working_memory,digit letter,13,W8H5F3,True
44,4389,verbal_working_memory,digit letter,14,6G9A2S,True
45,4389,verbal_working_memory,digit letter,15,R3B4Z1C,False
46,4389,verbal_working_memory,digit letter,16,5T9J2X7,False
47,4389,verbal_working_memory,digit letter,17,E1H8R4D,True
48,4389,verbal_working_memory,digit letter,18,5H9S2N6A,False
49,4389,verbal_working_memory,digit letter,19,D1R9B4K3,False
50,4389,verbal_working_memory,digit letter,20,7M2T6F1Z,False
0,4390,verbal_working_memory,forward,0,629,True
1,4390,verbal_working_memory,forward,1,375,True
2,4390,verbal_working_memory,forward,2,5417,True
3,4390,verbal_working_memory,forward,3,8396,True
4,4390,verbal_working_memory,forward,4,36925,True
5,4390,verbal_working_memory,forward,5,69471,True
6,4390,verbal_working_memory,forward,6,918427,True
7,4390,verbal_working_memory,forward,7,635482,True
8,4390,verbal_working_memory,forward,8,1285346,False
9,4390,verbal_working_memory,forward,9,2814975,False
10,4390,verbal_working_memory,backward,0,51,True
11,4390,verbal_working_memory,backward,1,38,True
12,4390,verbal_working_memory,backward,2,493,True
13,4390,verbal_working_memory,backward,3,526,True
14,4390,verbal_working_memory,backward,4,3814,True
15,4390,verbal_working_memory,backward,5,1795,False
16,4390,verbal_working_memory,backward,6,62972,True
17,4390,verbal_working_memory,backward,7,48527,False
18,4390,verbal_working_memory,backward,8,715286,False
19,4390,verbal_working_memory,backward,9,831964,False
20,4390,verbal_working_memory,practice,0,6F,True
21,4390,verbal_working_memory,practice,1,G4,True
22,4390,verbal_working_memory,practice,2,3W5,True
23,4390,verbal_working_memory,practice,3,T7L,True
24,4390,verbal_working_memory,practice,4,6GA2,True
25,4390,verbal_working_memory,practice,5,9PF4,True
26,4390,verbal_working_memory,digit letter,0,L2,True
27,4390,verbal_working_memory,digit letter,1,6P,True
28,4390,verbal_working_memory,digit letter,2,B5,True
29,4390,verbal_working_memory,digit letter,3,F7L,True
30,4390,verbal_working_memory,digit letter,4,R4D,True
31,4390,verbal_working_memory,digit letter,5,H18,True
32,4390,verbal_working_memory,digit letter,6,T9A3,True
33,4390,verbal_working_memory,digit letter,7,V1J5,True
34,4390,verbal_working_memory,digit letter,8,7N4L,False
35,4390,verbal_working_memory,digit letter,9,8D6G1,False
36,4390,verbal_working_memory,digit letter,10,K2C7S,True
37,4390,verbal_working_memory,digit letter,11,5P3Y9,False
38,4390,verbal_working_memory,digit letter,12,M4E7Q2,False
39,4390,verbal_working_memory,digit letter,13,W8H5F3,False
40,4390,verbal_working_memory,digit letter,14,6G9A2S,False
0,4391,verbal_working_memory,forward,0,629,True
1,4391,verbal_working_memory,forward,1,375,True
2,4391,verbal_working_memory,forward,2,5417,True
3,4391,verbal_working_memory,forward,3,8396,True
4,4391,verbal_working_memory,forward,4,36925,True
5,4391,verbal_working_memory,forward,5,69471,True
6,4391,verbal_working_memory,forward,6,918427,False
7,4391,verbal_working_memory,forward,7,635482,True
8,4391,verbal_working_memory,forward,8,1285346,True
9,4391,verbal_working_memory,forward,9,2814975,True
10,4391,verbal_working_memory,forward,10,38295174,True
11,4391,verbal_working_memory,forward,11,59182647,False
12,4391,verbal_working_memory,backward,0,51,True
13,4391,verbal_working_memory,backward,1,38,True
14,4391,verbal_working_memory,backward,2,493,True
15,4391,verbal_working_memory,backward,3,526,True
16,4391,verbal_working_memory,backward,4,3814,True
17,4391,verbal_working_memory,backward,5,1795,True
18,4391,verbal_working_memory,backward,6,62972,False
19,4391,verbal_working_memory,backward,7,48527,True
20,4391,verbal_working_memory,backward,8,715286,True
21,4391,verbal_working_memory,backward,9,831964,False
22,4391,verbal_working_memory,backward,10,4739128,True
23,4391,verbal_working_memory,backward,11,8129365,False
24,4391,verbal_working_memory,practice,0,6F,True
25,4391,verbal_working_memory,practice,1,G4,True
26,4391,verbal_working_memory,practice,2,3W5,True
27,4391,verbal_working_memory,practice,3,T7L,True
28,4391,verbal_working_memory,practice,4,6GA2,True
29,4391,verbal_working_memory,practice,5,9PF4,True
30,4391,verbal_working_memory,digit letter,0,L2,True
31,4391,verbal_working_memory,digit letter,1,6P,True
32,4391,verbal_working_memory,digit letter,2,B5,True
33,4391,verbal_working_memory,digit letter,3,F7L,True
34,4391,verbal_working_memory,digit letter,4,R4D,True
35,4391,verbal_working_memory,digit letter,5,H18,True
36,4391,verbal_working_memory,digit letter,6,T9A3,True
37,4391,verbal_working_memory,digit letter,7,V1J5,True
38,4391,verbal_working_memory,digit letter,8,7N4L,True
39,4391,verbal_working_memory,digit letter,9,8D6G1,True
40,4391,verbal_working_memory,digit letter,10,K2C7S,True
41,4391,verbal_working_memory,digit letter,11,5P3Y9,True
42,4391,verbal_working_memory,digit letter,12,M4E7Q2,False
43,4391,verbal_working_memory,digit letter,13,W8H5F3,False
44,4391,verbal_working_memory,digit letter,14,6G9A2S,False
0,4392,verbal_working_memory,forward,0,629,True
1,4392,verbal_working_memory,forward,1,375,True
2,4392,verbal_working_memory,forward,2,5417,True
3,4392,verbal_working_memory,forward,3,8396,True
4,4392,verbal_working_memory,forward,4,36925,True
5,4392,verbal_working_memory,forward,5,69471,True
6,4392,verbal_working_memory,forward,6,918427,False
7,4392,verbal_working_memory,forward,7,635482,False
8,4392,verbal_working_memory,backward,0,51,True
9,4392,verbal_working_memory,backward,1,38,True
10,4392,verbal_working_memory,backward,2,493,True
11,4392,verbal_working_memory,backward,3,526,True
12,4392,verbal_working_memory,backward,4,3814,False
13,4392,verbal_working_memory,backward,5,1795,False
14,4392,verbal_working_memory,practice,0,6F,True
15,4392,verbal_working_memory,practice,1,G4,True
16,4392,verbal_working_memory,practice,2,3W5,True
17,4392,verbal_working_memory,practice,3,T7L,True
18,4392,verbal_working_memory,practice,4,6GA2,False
19,4392,verbal_working_memory,practice,5,9PF4,False
20,4392,verbal_working_memory,digit letter,0,L2,True
21,4392,verbal_working_memory,digit letter,1,6P,True
22,4392,verbal_working_memory,digit letter,2,B5,True
