proband_id,test_name,condition,blockn,trialn,n,positions,symbols,correct,pcorrect,rt,responses
sam,corsi_ext,simultaneous_b,0,2,7,"[(-283, -230), (273, -296), (-294, -20), (-83, 179), (64, 313), (205, 10), (282, -180), (-238, -337), (-245, 271), (-314, -90), (322, -110), (199, -201), (310, 54), (-119, -343)]",xccxcxx,1,0.142857142857,5717,"[(4, 837, 'c'), (2, 556, 'c'), (1, 747, 'c'), (0, 711, 'x'), (6, 582, 'x'), (5, 434, 'x'), (3, 919, 'x')]"
sam,corsi_ext,simultaneous_b,0,3,7,"[(317, 67), (-250, -247), (212, -173), (-37, -101), (-67, -231), (-47, 295), (-286, 26), (-121, 63), (44, 314), (108, -124), (-272, 291), (188, -333), (78, -220), (-130, 292)]",xxcxccc,0,0.0,6410,"[(1, 3272, 'x'), (3, 425, 'x'), (0, 710, 'x'), (2, 579, 'c'), (12, 891, 'c')]"
sam,corsi_ext,simultaneous_b,0,4,7,"[(-142, -314), (235, 68), (-64, -307), (276, -51), (-334, 127), (-267, -135), (-295, 206), (-145, -10), (-23, -122), (-118, 185), (-292, -64), (-110, -186), (-238, -222), (285, -327)]",xccxcxx,0,0.0,4982,"[(1, 1569, 'c'), (3, 272, 'x'), (2, 799, 'c'), (0, 690, 'x'), (5, 1122, 'c')]"
sam,corsi_ext,simultaneous_b,0,5,7,"[(186, -317), (39, 286), (-249, 137), (-122, -9), (98, -279), (-51, 226), (-19, -195), (-299, 44), (179, -104), (-157, 219), (169, 32), (251, 104), (-23, -102), (314, 17)]",cxxxccc,1,0.142857142857,4939,"[(0, 903, 'c'), (4, 205, 'c'), (6, 308, 'c'), (2, 598, 'x'), (3, 529, 'x'), (5, 914, 'c'), (1, 554, 'x')]"
sam,corsi_ext,simultaneous_b,0,6,7,"[(23, 257), (327, -133), (235, -297), (-189, 124), (315, 343), (-138, -287), (12, -278), (-219, 295), (177, -141), (-233, -166), (-61, -71), (-63, -321), (-71, 177), (142, -235)]",cxxxccc,0,0.0,5075,"[(4, 1092, 'c'), (0, 435, 'c'), (3, 736, 'x'), (2, 991, 'x'), (1, 391, 'x'), (11, 761, 'c')]"
sam,corsi_ext,simultaneous_b,0,7,7,"[(-22, -201), (323, 109), (-188, -207), (264, 308), (333, -217), (-224, 279), (33, 273), (-217, -90), (22, -125), (-107, 260), (292, 5), (219, -199), (274, -323), (56, -206)]",xxccxcx,0,0.0,5965,"[(2, 1087, 'c'), (5, 706, 'c'), (3, 763, 'c'), (6, 588, 'x'), (4, 566, 'x'), (0, 692, 'x'), (13, 773, 'x')]"
sam,corsi_ext,simultaneous_b,0,8,7,"[(-259, 345), (-131, -74), (287, -245), (275, 79), (-200, 226), (-234, -285), (-291, 261), (90, 134), (186, -158), (-295, 145), (-174, 92), (-10, -309), (-349, -33), (-100, 293)]",xcxcxcc,0,0.0,4806,"[(0, 836, 'x'), (4, 292, 'x'), (2, 1054, 'x'), (3, 574, 'c'), (1, 368, 'c'), (5, 461, 'c'), (9, 426, 'c')]"
sam,corsi_ext,simultaneous_b,0,9,7,"[(269, 249), (165, -338), (-10, 22), (-336, 52), (-32, 108), (-237, 304), (220, -181), (335, -60), (80, 129), (257, 71), (-154, 234), (-335, -216), (156, -22), (-134, 91)]",ccxxxcx,1,0.142857142857,5174,"[(5, 1060, 'c'), (0, 531, 'c'), (1, 588, 'c'), (6, 613, 'x'), (2, 426, 'x'), (4, 330, 'x'), (3, 703, 'x')]"
sam,corsi_ext,simultaneous_b,0,0,8,"[(2, 238), (184, 305), (-115, -304), (-266, -293), (-341, -25), (137, 203), (258, 3), (65, 327), (-99, 333), (119, 92), (172, -112), (-256, 116), (45, -312), (-67, 91), (-240, 338), (-142, 210)]",xxccxxcc,0,0.0,5002,"[(3, 1292, 'c'), (2, 359, 'c'), (6, 621, 'c'), (7, 935, 'c'), (4, 786, 'x'), (13, 352, 'x')]"
sam,corsi_ext,simultaneous_b,0,1,8,"[(234, 229), (58, -328), (-103, -315), (-247, -195), (-246, 88), (225, 312), (335, -321), (-344, -290), (-117, 297), (-75, -166), (-188, 251), (-282, -47), (161, 5), (85, -202), (264, 25), (309, -121)]",cxcxxcxc,0,0.0,7361,"[(6, 819, 'x'), (1, 453, 'x'), (2, 381, 'c'), (3, 416, 'x'), (7, 1266, 'c'), (4, 959, 'x'), (0, 1413, 'c'), (5, 436, 'x')]"
sam,corsi_ext,simultaneous_b,0,2,8,"[(-349, -185), (-270, 189), (-176, -2), (-15, 112), (293, 219), (270, -242), (89, 278), (-348, 26), (201, 284), (93, 24), (-18, -126), (-311, 346), (26, -274), (-129, -267), (273, 47), (-160, -157)]",xcccxxcx,1,0.125,7042,"[(0, 1443, 'x'), (7, 579, 'x'), (2, 356, 'c'), (1, 725, 'c'), (3, 506, 'c'), (6, 864, 'c'), (4, 718, 'x'), (5, 792, 'x')]"
sam,corsi_ext,simultaneous_b,0,3,8,"[(257, 270), (93, -27), (-282, 320), (-136, -147), (50, -144), (-279, -226), (-122, 302), (279, -269), (198, -93), (-199, 340), (-117, 193), (-31, -73), (-120, 10), (341, -49), (219, 150), (-281, 192)]",xcccxxcx,0,0.0,3234,"[(7, 1084, 'x'), (4, 426, 'x'), (5, 422, 'x'), (3, 343, 'c'), (0, 427, 'c')]"
sam,corsi_ext,simultaneous_b,0,4,8,"[(89, 83), (62, -303), (335, -115), (-281, 192), (-249, -251), (321, 113), (-308, 91), (6, -190), (257, -131), (-124, 246), (225, -40), (-24, 222), (92, 341), (-188, 78), (-14, -65), (-307, 340)]",cxccxcxx,0,0.0,2113,"[(6, 827, 'x'), (4, 436, 'x'), (14, 584, 'x')]"
sam,corsi_ext,simultaneous_b,0,5,8,"[(340, -239), (-297, -192), (-286, 330), (40, -275), (-98, 261), (-280, 195), (126, -348), (-186, 298), (-197, 66), (328, -31), (-147, -201), (11, 256), (204, -295), (-45, -315), (160, 54), (-272, 30)]",xcxxxccc,0,0.0,6221,"[(0, 1854, 'x'), (3, 565, 'x'), (4, 730, 'x'), (2, 482, 'x'), (7, 356, 'c'), (1, 822, 'c'), (15, 624, 'c')]"
sam,corsi_ext,simultaneous_b,0,6,8,"[(127, -171), (198, -116), (-34, -298), (-160, -280), (-232, -73), (-181, -172), (-129, 135), (-306, 133), (-3, -94), (169, -287), (-226, -3), (-336, -160), (176, -1), (-62, -188), (-107, 291), (-208, 220)]",ccxxcxxc,1,0.125,4932,"[(7, 804, 'c'), (4, 371, 'c'), (0, 500, 'c'), (1, 248, 'c'), (6, 620, 'x'), (5, 446, 'x'), (3, 414, 'x'), (2, 458, 'x')]"
sam,corsi_ext,simultaneous_b,0,7,8,"[(211, -347), (300, 349), (284, -12), (-27, 134), (288, 210), (43, -274), (-56, -55), (-219, -16), (263, -155), (182, -235), (-56, 31), (-189, -270), (-53, -256), (123, 307), (-213, 135), (-255, 336)]",cxcxxcxc,0,0.0,4991,"[(1, 1463, 'x'), (4, 428, 'x'), (3, 432, 'x'), (6, 426, 'x'), (7, 555, 'c'), (2, 506, 'c'), (9, 388, 'c')]"
sam,corsi_ext,simultaneous_b,0,8,8,"[(17, -245), (113, 273), (-123, 340), (-226, 94), (-191, -338), (21, -81), (-146, 4), (-294, 206), (203, -132), (205, 103), (-284, -153), (246, -21), (-30, 150), (280, 96), (316, -100), (40, 344)]",xccxxcxc,0,0.0,7547,"[(4, 3234, 'x'), (0, 432, 'x'), (6, 590, 'x'), (3, 272, 'x'), (7, 676, 'c'), (5, 581, 'c'), (1, 622, 'c'), (15, 217, 'c')]"
sam,corsi_ext,simultaneous_b,0,9,8,"[(30, -1), (263, -132), (212, 193), (89, 130), (-72, 228), (288, -53), (-200, -344), (337, -219), (-13, -310), (-337, 165), (-188, 52), (187, 328), (224, -234), (328, 257), (-321, 69), (-194, -95)]",xxxccxcc,1,0.125,6445,"[(6, 938, 'c'), (4, 783, 'c'), (3, 470, 'c'), (7, 471, 'c'), (1, 499, 'x'), (5, 307, 'x'), (0, 368, 'x'), (2, 551, 'x')]"
sam,corsi_ext,simultaneous_b,0,0,9,"[(-208, -204), (197, 199), (107, -67), (213, 309), (-216, 198), (-314, -162), (236, -208), (-349, -330), (-72, -191), (309, -335), (-56, 204), (-89, 41), (-122, -341), (319, -227), (346, -21), (339, 96), (-314, 44), (-168, -131)]",xxcxcccxc,1,0.111111111111,6390,"[(7, 988, 'x'), (0, 412, 'x'), (3, 927, 'x'), (1, 333, 'x'), (4, 644, 'c'), (5, 425, 'c'), (8, 401, 'c'), (2, 539, 'c'), (6, 529, 'c')]"
sam,corsi_ext,simultaneous_b,0,1,9,"[(189, 284), (319, 207), (69, 304), (313, -102), (-109, 344), (-135, 73), (14, 87), (-310, 51), (152, -173), (341, 300), (191, -40), (103, 140), (-329, -319), (-334, 283), (82, 226), (120, -60), (333, -242), (-34, -167)]",cxxxcccxc,0,0.0,5727,"[(4, 933, 'c'), (0, 585, 'c'), (6, 589, 'c'), (5, 329, 'c'), (8, 473, 'c'), (7, 666, 'x'), (2, 669, 'x'), (14, 552, 'x')]"
sam,corsi_ext,simultaneous_b,0,2,9,"[(175, 324), (329, -59), (274, -137), (135, -150), (162, 218), (-301, -167), (-140, -203), (121, -288), (33, -5), (-311, 111), (-48, 292), (-349, 327), (-192, -4), (-161, 337), (-172, 74), (-321, 243), (-11, -81), (-306, -26)]",xxcxcxccx,0,0.0,5725,"[(5, 1496, 'x'), (8, 519, 'x'), (3, 577, 'x'), (1, 373, 'x'), (0, 785, 'x'), (6, 909, 'c'), (16, 265, 'c')]"
sam,corsi_ext,simultaneous_b,0,3,9,"[(312, 301), (300, -36), (153, 153), (-289, -230), (-140, -10), (-25, 269), (-241, 253), (69, 226), (229, 82), (92, 323), (36, -35), (-68, 15), (105, -252), (40, 50), (-33, -299), (325, -256), (-147, 303), (-336, 336)]",xcxccxcxc,0,0.0,5701,"[(3, 1009, 'c'), (4, 471, 'c'), (6, 656, 'c'), (8, 689, 'c'), (1, 383, 'c'), (2, 750, 'x'), (0, 386, 'x'), (11, 426, 'x')]"
sam,corsi_ext,simultaneous_b,0,4,9,"[(144, 8), (-324, -150), (12, 222), (-117, 117), (-212, 145), (264, -95), (-309, 141), (154, -76), (-57, 31), (115, -269), (294, 30), (-68, -62), (306, -201), (134, 197), (229, 305), (276, 230), (-53, -156), (110, 276)]",cccxcxxxx,0,0.0,5583,"[(6, 1136, 'x'), (3, 466, 'x'), (8, 322, 'x'), (7, 357, 'x'), (5, 488, 'x'), (0, 454, 'c'), (1, 379, 'c'), (2, 475, 'c'), (17, 446, 'c')]"
sam,corsi_ext,simultaneous_b,0,5,9,"[(-145, -140), (123, 63), (277, -282), (-121, 8), (318, 27), (-262, 295), (-242, 1), (-211, 182), (233, 45), (199, -37), (266, -128), (-249, -301), (236, 263), (258, -201), (87, -194), (-14, 209), (52, 54), (37, -36)]",cxxcxcxcc,0,0.0,3572,"[(5, 1155, 'c'), (7, 283, 'c'), (3, 298, 'c'), (0, 306, 'c'), (6, 333, 'x'), (1, 532, 'c')]"
sam,corsi_ext,simultaneous_b,0,6,9,"[(300, -256), (-121, -131), (-98, 141), (92, 71), (293, 30), (211, -233), (-152, 247), (47, -220), (-188, 72), (-160, -296), (-326, -46), (336, 197), (309, -116), (-205, -201), (-313, 167), (-52, -209), (-204, -13), (-106, -55)]",xcxcxxccc,0,0.0,3992,"[(0, 968, 'x'), (5, 299, 'x'), (7, 304, 'c'), (4, 624, 'x'), (3, 467, 'c'), (17, 661, 'c')]"
sam,corsi_ext,simultaneous_b,0,7,9,"[(295, 114), (234, -273), (241, -131), (-118, 250), (110, -126), (-55, 83), (137, -51), (-147, -88), (-232, 142), (-254, 215), (-32, 221), (-133, -259), (247, -26), (-46, -73), (-290, -298), (-258, -160), (176, 133), (45, 1)]",xcccxxxcc,0,0.0,3985,"[(3, 1455, 'c'), (8, 346, 'c'), (7, 447, 'c'), (1, 552, 'c'), (2, 217, 'c'), (4, 308, 'c')]"
sam,corsi_ext,simultaneous_b,0,8,9,"[(341, -66), (3, -339), (163, -112), (-304, 41), (-172, 209), (-209, -222), (120, 40), (348, 342), (262, -259), (-283, 190), (-82, -66), (-67, -330), (41, -258), (-89, -139), (335, -194), (-175, -130), (53, 113), (-169, 331)]",xxccxccxc,1,0.111111111111,6186,"[(3, 1063, 'c'), (5, 466, 'c'), (6, 497, 'c'), (2, 298, 'c'), (8, 519, 'c'), (1, 398, 'x'), (0, 622, 'x'), (7, 553, 'x'), (4, 574, 'x')]"
sam,corsi_ext,simultaneous_b,0,9,9,"[(-317, -223), (347, -334), (244, 216), (190, -180), (126, -40), (-80, -258), (-59, 248), (-303, -134), (12, -150), (319, 271), (-135, 31), (-139, 264), (-10, 339), (82, 298), (-102, -330), (199, -17), (-310, -341), (-174, -58)]",cxxcxccxc,0,0.0,5855,"[(7, 898, 'x'), (0, 301, 'c'), (5, 356, 'c'), (8, 259, 'c'), (3, 373, 'c'), (1, 629, 'x'), (4, 590, 'x'), (2, 662, 'x'), (6, 735, 'x')]"
sam,corsi_ext,forward_b,0,0,2,"[(308, 138), (-38, 339), (-194, -72), (-64, -306)]",cc,1,0.5,2200,"[(0, 987, 'c'), (1, 948, 'c')]"
sam,corsi_ext,forward_b,0,1,2,"[(-230, 238), (39, 95), (290, -134), (296, 11)]",cc,1,0.5,2147,"[(0, 1284, 'c'), (1, 599, 'c')]"
sam,corsi_ext,forward_b,0,2,2,"[(120, -35), (-256, -328), (-221, 43), (-188, -184)]",cc,1,0.5,2289,"[(0, 1323, 'c'), (1, 705, 'c')]"
sam,corsi_ext,forward_b,0,3,2,"[(-35, 244), (-32, -52), (-292, -97), (-314, 69)]",cc,1,0.5,2757,"[(0, 1061, 'c'), (1, 804, 'c')]"
sam,corsi_ext,forward_b,0,4,2,"[(203, -154), (-329, 12), (311, 131), (48, 34)]",cc,1,0.5,1499,"[(0, 833, 'c'), (1, 403, 'c')]"
sam,corsi_ext,forward_b,0,5,2,"[(-279, -63), (321, 157), (233, 332), (-49, 300)]",cc,1,0.5,1646,"[(0, 874, 'c'), (1, 508, 'c')]"
sam,corsi_ext,forward_b,0,6,2,"[(254, 189), (110, -235), (-121, 273), (256, -215)]",cc,1,0.5,1990,"[(0, 1100, 'c'), (1, 625, 'c')]"
sam,corsi_ext,forward_b,0,7,2,"[(-146, 125), (-60, -197), (-169, -315), (299, 94)]",cc,1,0.5,1419,"[(0, 780, 'c'), (1, 375, 'c')]"
sam,corsi_ext,forward_b,0,8,2,"[(-345, -143), (35, -311), (-65, -44), (170, -118)]",cc,1,0.5,1990,"[(0, 985, 'c'), (1, 737, 'c')]"
sam,corsi_ext,forward_b,0,9,2,"[(57, 245), (174, 321), (348, 154), (-74, -2)]",cc,1,0.5,1336,"[(0, 811, 'c'), (1, 261, 'c')]"
sam,corsi_ext,forward_b,0,0,3,"[(-226, 156), (152, -187), (-77, -335), (89, 253), (-319, 11), (71, -38)]",ccc,1,0.333333333333,2342,"[(0, 1049, 'c'), (1, 542, 'c'), (2, 353, 'c')]"
sam,corsi_ext,forward_b,0,1,3,"[(77, 259), (177, 115), (-179, -110), (-308, -279), (344, -215), (-208, 9)]",ccc,1,0.333333333333,2165,"[(0, 916, 'c'), (1, 284, 'c'), (2, 574, 'c')]"
sam,corsi_ext,forward_b,0,2,3,"[(54, -43), (6, 324), (220, -95), (-102, -115), (-24, -324), (-117, 220)]",ccc,1,0.333333333333,2418,"[(0, 906, 'c'), (1, 581, 'c'), (2, 543, 'c')]"
sam,corsi_ext,forward_b,0,3,3,"[(-321, -343), (226, 251), (145, 260), (-97, -30), (-322, -226), (32, -239)]",ccc,1,0.333333333333,2153,"[(0, 637, 'c'), (1, 890, 'c'), (2, 230, 'c')]"
sam,corsi_ext,forward_b,0,4,3,"[(311, 17), (-28, -221), (-48, 166), (133, -84), (318, -147), (255, 209)]",ccc,1,0.333333333333,2088,"[(0, 734, 'c'), (1, 458, 'c'), (2, 496, 'c')]"
sam,corsi_ext,forward_b,0,5,3,"[(137, 279), (-109, -51), (167, -323), (-313, -348), (-271, -74), (209, 248)]",ccc,1,0.333333333333,2680,"[(0, 1095, 'c'), (1, 474, 'c'), (2, 715, 'c')]"
sam,corsi_ext,forward_b,0,6,3,"[(-101, -156), (146, 342), (108, -199), (-178, -134), (319, 50), (8, 167)]",ccc,1,0.333333333333,2600,"[(0, 1143, 'c'), (1, 601, 'c'), (2, 462, 'c')]"
sam,corsi_ext,forward_b,0,7,3,"[(-82, -164), (231, 323), (256, -205), (-302, -254), (338, -335), (-311, 246)]",ccc,1,0.333333333333,3022,"[(0, 1393, 'c'), (1, 633, 'c'), (2, 599, 'c')]"
sam,corsi_ext,forward_b,0,8,3,"[(313, -149), (-135, 260), (274, -252), (319, 238), (-20, -273), (-173, 82)]",ccc,1,0.333333333333,2880,"[(0, 785, 'c'), (1, 635, 'c'), (2, 1064, 'c')]"
sam,corsi_ext,forward_b,0,9,3,"[(73, -119), (73, -216), (-200, 292), (229, -340), (-289, 332), (32, 164)]",ccc,1,0.333333333333,2310,"[(0, 971, 'c'), (1, 251, 'c'), (2, 692, 'c')]"
sam,corsi_ext,forward_b,0,0,4,"[(-222, -287), (-82, -46), (-328, 319), (-177, -25), (-91, -223), (53, -202), (305, -235), (282, -61)]",cccc,1,0.25,3217,"[(0, 795, 'c'), (1, 401, 'c'), (2, 959, 'c'), (3, 538, 'c')]"
sam,corsi_ext,forward_b,0,1,4,"[(-310, -84), (221, 278), (140, -290), (253, 187), (192, -84), (-32, -51), (349, -234), (221, -260)]",cccc,1,0.25,2730,"[(0, 601, 'c'), (1, 614, 'c'), (2, 469, 'c'), (3, 518, 'c')]"
sam,corsi_ext,forward_b,0,2,4,"[(183, 254), (39, 166), (-117, 12), (-12, -240), (-293, 305), (122, 74), (-194, -203), (127, 168)]",cccc,1,0.25,3047,"[(0, 1136, 'c'), (1, 414, 'c'), (2, 436, 'c'), (3, 528, 'c')]"
sam,corsi_ext,forward_b,0,3,4,"[(263, -190), (-15, -304), (-171, 168), (-102, 309), (235, 15), (21, -143), (123, 185), (152, 52)]",cccc,1,0.25,2924,"[(0, 785, 'c'), (1, 461, 'c'), (2, 588, 'c'), (3, 565, 'c')]"
sam,corsi_ext,forward_b,0,4,4,"[(274, 89), (252, -122), (-178, -186), (-334, -346), (109, -233), (-85, 250), (68, -3), (-3, -163)]",cccc,1,0.25,2556,"[(0, 637, 'c'), (1, 287, 'c'), (2, 601, 'c'), (3, 502, 'c')]"
sam,corsi_ext,forward_b,0,5,4,"[(-99, 324), (-10, 182), (-28, -66), (276, -78), (245, -258), (278, 188), (29, 267), (235, 25)]",cccc,1,0.25,3277,"[(0, 937, 'c'), (1, 436, 'c'), (2, 614, 'c'), (3, 764, 'c')]"
sam,corsi_ext,forward_b,0,6,4,"[(26, -301), (-107, 100), (-339, 171), (233, -246), (-231, 24), (26, 116), (-62, 254), (-201, -267)]",cccc,1,0.25,4256,"[(0, 1778, 'c'), (1, 731, 'c'), (2, 368, 'c'), (3, 857, 'c')]"
sam,corsi_ext,forward_b,0,7,4,"[(-60, -79), (-149, 337), (190, 164), (-72, -338), (-100, -242), (-255, -216), (126, -292), (-296, 115)]",cccc,1,0.25,3250,"[(0, 540, 'c'), (1, 600, 'c'), (2, 762, 'c'), (3, 821, 'c')]"
sam,corsi_ext,forward_b,0,8,4,"[(-201, -34), (330, -38), (319, 134), (348, 288), (195, 261), (-155, -218), (-139, 320), (112, -292)]",cccc,1,0.25,2390,"[(0, 763, 'c'), (1, 493, 'c'), (2, 331, 'c'), (3, 275, 'c')]"
sam,corsi_ext,forward_b,0,9,4,"[(-245, -156), (-62, 262), (344, 41), (-80, -156), (-206, -323), (-336, 220), (36, 116), (50, -205)]",cccc,1,0.25,2679,"[(0, 601, 'c'), (1, 456, 'c'), (2, 494, 'c'), (3, 597, 'c')]"
sam,corsi_ext,forward_b,0,0,5,"[(38, -176), (-252, 13), (-50, -97), (195, -186), (206, 241), (115, 317), (273, 108), (-156, 246), (-233, -264), (312, -119)]",ccccc,1,0.2,3333,"[(0, 716, 'c'), (1, 585, 'c'), (2, 356, 'c'), (3, 368, 'c'), (4, 651, 'c')]"
sam,corsi_ext,forward_b,0,1,5,"[(-156, -133), (152, -147), (253, -246), (-222, 97), (-111, 97), (282, 287), (-67, 8), (228, -336), (-10, -172), (344, -308)]",ccccc,1,0.2,2645,"[(0, 541, 'c'), (1, 356, 'c'), (2, 406, 'c'), (3, 548, 'c'), (4, 125, 'c')]"
sam,corsi_ext,forward_b,0,2,5,"[(-237, -138), (-231, 205), (-344, 197), (-137, -7), (-5, 160), (-28, 6), (-305, -318), (210, 330), (294, -262), (-236, 131)]",ccccc,1,0.2,3019,"[(0, 670, 'c'), (1, 551, 'c'), (2, 343, 'c'), (3, 425, 'c'), (4, 367, 'c')]"
sam,corsi_ext,forward_b,0,3,5,"[(261, -229), (181, 141), (113, -214), (137, 287), (-36, 104), (177, -121), (-116, -45), (313, 319), (-59, -337), (-183, 122)]",ccccc,1,0.2,4029,"[(0, 937, 'c'), (1, 947, 'c'), (2, 390, 'c'), (3, 658, 'c'), (4, 439, 'c')]"
sam,corsi_ext,forward_b,0,4,5,"[(-145, 331), (-258, -349), (-54, 276), (-343, -178), (-281, 234), (-232, 337), (-287, 135), (-91, 186), (282, 3), (334, -242)]",ccccc,0,0.0,1222,"[(1, 1221, 'c')]"
sam,corsi_ext,forward_b,0,5,5,"[(103, 108), (209, -251), (258, -49), (94, -3), (-317, 260), (299, 84), (-271, 176), (225, 205), (-11, -107), (112, -245)]",ccccc,0,0.0,1105,"[(1, 1105, 'c')]"
sam,corsi_ext,forward_b,0,6,5,"[(167, 187), (-198, -302), (321, 103), (-220, 274), (228, 105), (77, 240), (305, 222), (312, -58), (65, 108), (-99, -215)]",ccccc,0,0.0,2855,"[(0, 718, 'c'), (1, 441, 'c'), (3, 750, 'c')]"
sam,corsi_ext,forward_b,0,7,5,"[(68, 121), (268, -83), (254, 305), (-9, 45), (171, 14), (171, -146), (-348, 250), (-15, -323), (-241, 151), (349, 243)]",ccccc,1,0.2,3493,"[(0, 1050, 'c'), (1, 419, 'c'), (2, 523, 'c'), (3, 495, 'c'), (4, 346, 'c')]"
sam,corsi_ext,forward_b,0,8,5,"[(-309, -20), (-128, 81), (-130, -1), (183, -218), (236, 46), (7, -185), (32, -12), (-216, -150), (-244, 122), (284, 320)]",ccccc,1,0.2,3273,"[(0, 828, 'c'), (1, 414, 'c'), (2, 268, 'c'), (3, 534, 'c'), (4, 576, 'c')]"
sam,corsi_ext,forward_b,0,9,5,"[(-270, -331), (147, 316), (290, 288), (-110, 155), (-30, -252), (51, -247), (-264, 315), (295, 74), (137, 237), (334, -198)]",ccccc,1,0.2,3986,"[(0, 861, 'c'), (1, 644, 'c'), (2, 376, 'c'), (3, 827, 'c'), (4, 619, 'c')]"
sam,corsi_ext,forward_b,0,0,6,"[(188, 21), (130, -322), (-196, -302), (-274, 25), (-163, -29), (202, -226), (43, 77), (-126, -298), (0, 158), (16, 294), (339, 128), (261, -306)]",cccccc,0,0.0,776,"[(1, 776, 'c')]"
sam,corsi_ext,forward_b,0,1,6,"[(74, -91), (-129, -302), (244, 296), (-30, -79), (18, -289), (-159, 12), (-290, -279), (25, 37), (266, 197), (108, 234), (-208, 291), (177, 137)]",cccccc,0,0.0,2996,"[(0, 1476, 'c'), (1, 730, 'c'), (3, 531, 'c')]"
sam,corsi_ext,forward_b,0,2,6,"[(-50, -27), (-260, 202), (158, -52), (143, -319), (-69, -115), (50, 284), (-141, -51), (312, -159), (-128, -238), (8, 158), (173, -230), (-128, 237)]",cccccc,1,0.166666666667,4417,"[(0, 474, 'c'), (1, 518, 'c'), (2, 492, 'c'), (3, 716, 'c'), (4, 426, 'c'), (5, 996, 'c')]"
sam,corsi_ext,forward_b,0,3,6,"[(271, 316), (-255, -304), (-332, 218), (256, -158), (144, 119), (127, 314), (5, -216), (-227, 116), (-133, -19), (12, 280), (-59, -76), (-96, -270)]",cccccc,0,0.0,9303,"[(0, 1603, 'c'), (1, 857, 'c'), (2, 1099, 'c'), (3, 469, 'c'), (4, 801, 'c'), (9, 2437, 'c')]"
sam,corsi_ext,forward_b,0,4,6,"[(299, -348), (124, 198), (-148, -9), (-89, 253), (-117, -339), (-171, 117), (261, -232), (-134, -128), (-242, 12), (-72, 337), (72, -26), (-4, 232)]",cccccc,0,0.0,5155,"[(0, 2519, 'c'), (1, 791, 'c'), (5, 491, 'c')]"
sam,corsi_ext,forward_b,0,5,6,"[(-9, -168), (143, -330), (-79, -57), (248, -336), (72, -133), (238, 244), (-224, 105), (230, 140), (-156, -246), (81, -230), (-287, 252), (339, 114)]",cccccc,0,0.0,2923,"[(0, 798, 'c'), (1, 600, 'c'), (2, 775, 'c'), (4, 355, 'c')]"
sam,corsi_ext,forward_b,0,6,6,"[(70, 94), (270, 210), (-118, 260), (144, -155), (-16, 124), (111, 274), (144, 57), (-198, -60), (342, -289), (-307, -169), (55, -224), (244, -150)]",cccccc,0,0.0,3607,"[(0, 682, 'c'), (1, 540, 'c'), (2, 469, 'c'), (3, 636, 'c'), (5, 761, 'c')]"
sam,corsi_ext,forward_b,0,7,6,"[(39, -149), (-32, -348), (-300, 344), (-307, -75), (284, 347), (163, -193), (236, 48), (-247, 123), (155, 87), (44, -323), (1, 172), (-20, 53)]",cccccc,1,0.166666666667,6130,"[(0, 572, 'c'), (1, 1105, 'c'), (2, 680, 'c'), (3, 743, 'c'), (4, 775, 'c'), (5, 826, 'c')]"
sam,corsi_ext,forward_b,0,8,6,"[(-272, -273), (96, -314), (-264, -183), (308, 334), (69, 0), (80, 75), (-140, 288), (267, 210), (-233, 102), (284, -64), (213, 316), (139, 151)]",cccccc,1,0.166666666667,5967,"[(0, 1055, 'c'), (1, 757, 'c'), (2, 790, 'c'), (3, 784, 'c'), (4, 1170, 'c'), (5, 630, 'c')]"
sam,corsi_ext,forward_b,0,9,6,"[(-49, 206), (-164, -124), (133, 303), (348, -246), (-36, 293), (177, 223), (-243, -108), (274, -135), (155, 14), (-125, 59), (-150, 323), (134, -342)]",cccccc,0,0.0,4819,"[(0, 1154, 'c'), (1, 696, 'c'), (2, 722, 'c'), (3, 719, 'c'), (10, 1012, 'c')]"
sam,corsi_ext,forward_b,0,0,7,"[(31, -3), (233, -295), (308, 16), (304, -325), (-312, 66), (-307, -281), (-347, -173), (-138, 319), (2, -308), (-315, 171), (306, -195), (152, 47), (282, 161), (-232, 205)]",ccccccc,0,0.0,6513,"[(0, 678, 'c'), (1, 418, 'c'), (2, 1046, 'c'), (3, 668, 'c'), (9, 2688, 'c')]"
sam,corsi_ext,forward_b,0,1,7,"[(5, -106), (267, 78), (220, -86), (-83, 348), (-283, 255), (-340, -274), (310, -282), (253, 8), (-349, 34), (40, 19), (-178, -71), (-126, 254), (-137, -182), (-256, -149)]",ccccccc,0,0.0,1176,"[(0, 715, 'c'), (2, 326, 'c')]"
sam,corsi_ext,forward_b,0,2,7,"[(-149, -91), (215, 19), (-14, -132), (-27, 86), (-161, 23), (253, -244), (-329, -7), (-152, -273), (346, -41), (-236, 279), (-266, 155), (-319, 246), (-182, 132), (226, -323)]",ccccccc,0,0.0,4459,"[(0, 1175, 'c'), (1, 573, 'c'), (2, 643, 'c'), (3, 690, 'c'), (5, 859, 'c')]"
sam,corsi_ext,forward_b,0,3,7,"[(-350, 194), (-337, -177), (-138, -227), (19, 137), (-65, -252), (-12, 53), (346, 332), (295, 143), (-197, 217), (142, -215), (-241, 304), (162, 290), (146, -288), (-170, 82)]",ccccccc,0,0.0,2216,"[(0, 840, 'c'), (1, 394, 'c'), (3, 719, 'c')]"
