,proband_id,test_name,phase,trialn,posx,posy,dposx,dposy,rsp,rt,total_time
2,A109,orientation,first,2,138,-67,380,-18,0,720,2581
3,A109,orientation,first,3,-11,-165,-387,-47,0,630,3217
4,A109,orientation,first,4,211,-216,-186,-385,0,760,3983
5,A109,orientation,first,5,205,-348,-189,-153,0,890,4879
6,A109,orientation,first,6,-209,-253,361,125,0,860,5745
7,A109,orientation,first,7,-358,-211,-311,104,0,550,6301
8,A109,orientation,first,8,-43,-37,-231,247,0,750,7057
9,A109,orientation,first,9,122,-264,-71,-192,0,790,7853
10,A109,orientation,last,0,298,-88,92,-310,0,600,606
11,A109,orientation,last,1,-77,36,300,-309,0,750,1364
12,A109,orientation,last,2,98,73,380,-18,0,840,2213
13,A109,orientation,last,3,244,187,-387,-47,0,780,3000
14,A109,orientation,last,4,33,169,-186,-385,0,791,3798
15,A109,orientation,last,5,146,341,-189,-153,0,680,4485
16,A109,orientation,last,6,-136,336,361,125,0,830,5322
17,A109,orientation,last,7,-147,201,-311,104,0,900,6230
18,A109,orientation,last,8,-294,-102,-231,247,0,880,7118
19,A109,orientation,last,9,-33,-313,-71,-192,0,800,7926
0,A110,orientation,first,0,347,316,92,-310,0,680,688
1,A110,orientation,first,1,-5,172,300,-309,0,550,1245
2,A110,orientation,first,2,138,-67,380,-18,0,480,1731
3,A110,orientation,first,3,-11,-165,-387,-47,0,580,2317
4,A110,orientation,first,4,211,-216,-186,-385,0,510,2833
5,A110,orientation,first,5,205,-348,-189,-153,0,521,3360
6,A110,orientation,first,6,-209,-253,361,125,0,320,4506
7,A110,orientation,first,7,-358,-211,-311,104,0,570,5082
8,A110,orientation,first,8,-43,-37,-231,247,0,890,5978
9,A110,orientation,first,9,122,-264,-71,-192,0,710,6694
10,A110,orientation,last,0,298,-88,92,-310,0,610,619
11,A110,orientation,last,1,-77,36,300,-309,0,260,1590
12,A110,orientation,last,2,98,73,380,-18,0,530,2128
13,A110,orientation,last,3,244,187,-387,-47,0,710,2845
14,A110,orientation,last,4,33,169,-186,-385,0,530,3382
15,A110,orientation,last,5,146,341,-189,-153,0,720,4109
16,A110,orientation,last,6,-136,336,361,125,0,670,4787
17,A110,orientation,last,7,-147,201,-311,104,0,620,5415
18,A110,orientation,last,8,-294,-102,-231,247,0,860,6283
19,A110,orientation,last,9,-33,-313,-71,-192,0,280,7491
0,C102,orientation,first,0,347,316,92,-310,0,1030,1038
1,C102,orientation,first,1,-5,172,300,-309,0,860,1904
2,C102,orientation,first,2,138,-67,380,-18,0,650,2560
3,C102,orientation,first,3,-11,-165,-387,-47,0,780,3346
4,C102,orientation,first,4,211,-216,-186,-385,0,690,4042
5,C102,orientation,first,5,205,-348,-189,-153,0,690,4737
6,C102,orientation,first,6,-209,-253,361,125,0,880,5622
7,C102,orientation,first,7,-358,-211,-311,104,0,700,6327
8,C102,orientation,first,8,-43,-37,-231,247,0,900,7232
9,C102,orientation,first,9,122,-264,-71,-192,0,920,8157
10,C102,orientation,last,0,298,-88,92,-310,0,610,619
11,C102,orientation,last,1,-77,36,300,-309,0,721,1347
12,C102,orientation,last,2,98,73,380,-18,0,710,2064
13,C102,orientation,last,3,244,187,-387,-47,0,790,2857
14,C102,orientation,last,4,33,169,-186,-385,0,810,3674
15,C102,orientation,last,5,146,341,-189,-153,0,910,4591
16,C102,orientation,last,6,-136,336,361,125,0,800,5398
17,C102,orientation,last,7,-147,201,-311,104,0,610,6015
18,C102,orientation,last,8,-294,-102,-231,247,0,830,6853
19,C102,orientation,last,9,-33,-313,-71,-192,0,801,7662
0,F104,orientation,first,0,347,316,92,-310,0,880,888
1,F104,orientation,first,1,-5,172,300,-309,0,600,1495
2,F104,orientation,first,2,138,-67,380,-18,0,861,2362
3,F104,orientation,first,3,-11,-165,-387,-47,0,690,3058
4,F104,orientation,first,4,211,-216,-186,-385,0,490,3554
5,F104,orientation,first,5,205,-348,-189,-153,0,600,4160
6,F104,orientation,first,6,-209,-253,361,125,0,330,5196
7,F104,orientation,first,7,-358,-211,-311,104,0,650,5851
8,F104,orientation,first,8,-43,-37,-231,247,0,730,6586
9,F104,orientation,first,9,122,-264,-71,-192,0,820,7411
10,F104,orientation,last,0,298,-88,92,-310,0,500,509
11,F104,orientation,last,1,-77,36,300,-309,0,620,1137
12,F104,orientation,last,2,98,73,380,-18,0,480,1625
13,F104,orientation,last,3,244,187,-387,-47,0,740,2372
14,F104,orientation,last,4,33,169,-186,-385,0,500,2879
15,F104,orientation,last,5,146,341,-189,-153,0,760,3646
16,F104,orientation,last,6,-136,336,361,125,0,390,4863
17,F104,orientation,last,7,-147,201,-311,104,0,640,5511
18,F104,orientation,last,8,-294,-102,-231,247,0,810,6329
19,F104,orientation,last,9,-33,-313,-71,-192,0,711,7048
0,J108,orientation,first,0,347,316,92,-310,0,1010,1018
1,J108,orientation,first,1,-5,172,300,-309,0,880,1905
2,J108,orientation,first,2,138,-67,380,-18,0,690,2601
3,J108,orientation,first,3,-11,-165,-387,-47,0,970,3577
4,J108,orientation,first,4,211,-216,-186,-385,0,680,4263
5,J108,orientation,first,5,205,-348,-189,-153,0,630,4899
6,J108,orientation,first,6,-209,-253,361,125,0,1160,6064
7,J108,orientation,first,7,-358,-211,-311,104,0,700,6770
8,J108,orientation,first,8,-43,-37,-231,247,0,830,7605
9,J108,orientation,first,9,122,-264,-71,-192,0,830,8440
10,J108,orientation,last,0,298,-88,92,-310,0,640,647
11,J108,orientation,last,1,-77,36,300,-309,0,721,1375
12,J108,orientation,last,2,98,73,380,-18,0,520,1902
13,J108,orientation,last,3,244,187,-387,-47,0,820,2729
14,J108,orientation,last,4,33,169,-186,-385,0,720,3456
15,J108,orientation,last,5,146,341,-189,-153,0,640,4103
16,J108,orientation,last,6,-136,336,361,125,0,730,4840
17,J108,orientation,last,7,-147,201,-311,104,0,680,5527
18,J108,orientation,last,8,-294,-102,-231,247,0,370,6615
19,J108,orientation,last,9,-33,-313,-71,-192,0,850,7473
0,K106,orientation,first,0,347,316,92,-310,0,1090,1098
1,K106,orientation,first,1,-5,172,300,-309,0,720,1824
2,K106,orientation,first,2,138,-67,380,-18,0,540,2370
3,K106,orientation,first,3,-11,-165,-387,-47,0,740,3116
4,K106,orientation,first,4,211,-216,-186,-385,0,620,3742
5,K106,orientation,first,5,205,-348,-189,-153,0,620,4368
6,K106,orientation,first,6,-209,-253,361,125,0,900,5273
7,K106,orientation,first,7,-358,-211,-311,104,0,770,6048
8,K106,orientation,first,8,-43,-37,-231,247,0,790,6843
9,K106,orientation,first,9,122,-264,-71,-192,0,880,7728
10,K106,orientation,last,0,298,-88,92,-310,0,680,690
11,K106,orientation,last,1,-77,36,300,-309,0,620,1318
12,K106,orientation,last,2,98,73,380,-18,0,680,2006
13,K106,orientation,last,3,244,187,-387,-47,0,650,2663
14,K106,orientation,last,4,33,169,-186,-385,0,870,3540
15,K106,orientation,last,5,146,341,-189,-153,0,1030,4577
16,K106,orientation,last,6,-136,336,361,125,0,790,5374
17,K106,orientation,last,7,-147,201,-311,104,0,750,6132
18,K106,orientation,last,8,-294,-102,-231,247,0,1120,7260
19,K106,orientation,last,9,-33,-313,-71,-192,0,1010,8278
0,KK107,orientation,first,0,347,316,92,-310,0,1670,1678
1,KK107,orientation,first,1,-5,172,300,-309,0,1400,3085
2,KK107,orientation,first,2,138,-67,380,-18,0,1390,4481
3,KK107,orientation,first,3,-11,-165,-387,-47,0,970,5457
4,KK107,orientation,first,4,211,-216,-186,-385,0,1010,6473
5,KK107,orientation,first,5,205,-348,-189,-153,0,1201,7680
6,KK107,orientation,first,6,-209,-253,361,125,0,1160,8846
7,KK107,orientation,first,7,-358,-211,-311,104,0,1000,9852
8,KK107,orientation,first,8,-43,-37,-231,247,0,1010,10868
9,KK107,orientation,first,9,122,-264,-71,-192,0,1460,12334
10,KK107,orientation,last,0,298,-88,92,-310,0,1010,1017
11,KK107,orientation,last,1,-77,36,300,-309,0,1130,2152
12,KK107,orientation,last,2,98,73,380,-18,0,900,3060
13,KK107,orientation,last,3,244,187,-387,-47,0,900,3968
14,KK107,orientation,last,4,33,169,-186,-385,0,790,4765
15,KK107,orientation,last,5,146,341,-189,-153,0,1190,5962
16,KK107,orientation,last,6,-136,336,361,125,0,1310,7280
17,KK107,orientation,last,7,-147,201,-311,104,0,830,8118
18,KK107,orientation,last,8,-294,-102,-231,247,0,1490,9616
19,KK107,orientation,last,9,-33,-313,-71,-192,0,1400,11024
0,L105,orientation,first,0,347,316,92,-310,0,1100,1108
1,L105,orientation,first,1,-5,172,300,-309,0,810,1924
2,L105,orientation,first,2,138,-67,380,-18,0,650,2580
3,L105,orientation,first,3,-11,-165,-387,-47,0,570,3156
4,L105,orientation,first,4,211,-216,-186,-385,0,670,3832
5,L105,orientation,first,5,205,-348,-189,-153,0,370,4847
6,L105,orientation,first,6,-209,-253,361,125,0,1100,5952
7,L105,orientation,first,7,-358,-211,-311,104,0,760,6718
8,L105,orientation,first,8,-43,-37,-231,247,0,660,7383
9,L105,orientation,first,9,122,-264,-71,-192,0,1080,8466
10,L105,orientation,last,0,298,-88,92,-310,0,661,670
11,L105,orientation,last,1,-77,36,300,-309,0,850,1528
12,L105,orientation,last,2,98,73,380,-18,0,670,2206
13,L105,orientation,last,3,244,187,-387,-47,0,690,2904
14,L105,orientation,last,4,33,169,-186,-385,0,650,3561
15,L105,orientation,last,5,146,341,-189,-153,0,710,4278
16,L105,orientation,last,6,-136,336,361,125,0,750,5036
17,L105,orientation,last,7,-147,201,-311,104,0,740,5784
18,L105,orientation,last,8,-294,-102,-231,247,0,860,6652
19,L105,orientation,last,9,-33,-313,-71,-192,0,760,7420
0,R101,orientation,first,0,347,316,92,-310,0,780,788
1,R101,orientation,first,1,-5,172,300,-309,0,740,1535
2,R101,orientation,first,2,138,-67,380,-18,0,770,2311
3,R101,orientation,first,3,-11,-165,-387,-47,0,540,3637
4,R101,orientation,first,4,211,-216,-186,-385,0,720,4363
5,R101,orientation,first,5,205,-348,-189,-153,0,690,5059
6,R101,orientation,first,6,-209,-253,361,125,0,1030,6095
7,R101,orientation,first,7,-358,-211,-311,104,0,771,6871
8,R101,orientation,first,8,-43,-37,-231,247,0,900,7776
9,R101,orientation,first,9,122,-264,-71,-192,0,1090,8871
10,R101,orientation,last,0,298,-88,92,-310,0,1131,1139
11,R101,orientation,last,1,-77,36,300,-309,0,850,1997
12,R101,orientation,last,2,98,73,380,-18,0,660,2664
13,R101,orientation,last,3,244,187,-387,-47,0,780,3451
14,R101,orientation,last,4,33,169,-186,-385,0,800,4258
15,R101,orientation,last,5,146,341,-189,-153,0,770,5035
16,R101,orientation,last,6,-136,336,361,125,0,1100,6143
17,R101,orientation,last,7,-147,201,-311,104,0,980,7131
18,R101,orientation,last,8,-294,-102,-231,247,0,1260,8399
19,R101,orientation,last,9,-33,-313,-71,-192,0,910,9317
0,S103,orientation,first,0,347,316,92,-310,0,1010,1018
1,S103,orientation,first,1,-5,172,300,-309,0,930,1954
2,S103,orientation,first,2,138,-67,380,-18,0,640,2600
3,S103,orientation,first,3,-11,-165,-387,-47,0,630,3236
4,S103,orientation,first,4,211,-216,-186,-385,0,520,3762
5,S103,orientation,first,5,205,-348,-189,-153,0,550,4317
6,S103,orientation,first,6,-209,-253,361,125,0,920,5242
7,S103,orientation,first,7,-358,-211,-311,104,0,750,5997
8,S103,orientation,first,8,-43,-37,-231,247,0,960,6962
9,S103,orientation,first,9,122,-264,-71,-192,0,900,7867
10,S103,orientation,last,0,298,-88,92,-310,0,600,606
11,S103,orientation,last,1,-77,36,300,-309,0,750,1363
12,S103,orientation,last,2,98,73,380,-18,0,630,2000
13,S103,orientation,last,3,244,187,-387,-47,0,1040,3047
14,S103,orientation,last,4,33,169,-186,-385,0,630,3684
15,S103,orientation,last,5,146,341,-189,-153,0,870,4561
16,S103,orientation,last,6,-136,336,361,125,0,1200,5768
17,S103,orientation,last,7,-147,201,-311,104,0,880,6655
18,S103,orientation,last,8,-294,-102,-231,247,0,890,7552
19,S103,orientation,last,9,-33,-313,-71,-192,0,350,8681
