proband_id,test_name,phase,trialn,posx,posy,dposx,dposy,rsp,rt,total_time
4387,orientation,first,3,249,-155,-163,283,0,1040,6167
4387,orientation,first,4,144,171,260,315,0,550,7463
4387,orientation,first,5,292,-24,-346,-300,0,980,8449
4387,orientation,first,6,-136,-184,174,-307,0,900,9354
4387,orientation,first,7,-314,-191,209,-166,0,1250,10609
4387,orientation,first,8,76,54,-282,128,0,1250,11864
4387,orientation,first,9,-192,168,124,-343,0,1340,13209
4387,orientation,last,0,-31,-224,233,131,0,930,939
4387,orientation,last,1,-273,-68,310,-249,0,880,1827
4387,orientation,last,2,178,207,-198,-147,0,1190,3024
4387,orientation,last,3,40,-55,-163,283,0,1100,4131
4387,orientation,last,4,-241,-116,260,315,0,520,5568
4387,orientation,last,5,-95,-43,-346,-300,0,740,6315
4387,orientation,last,6,287,199,174,-307,0,1310,7632
4387,orientation,last,7,124,321,209,-166,0,1001,8640
4387,orientation,last,8,-123,133,-282,128,0,1320,9968
4387,orientation,last,9,138,284,124,-343,0,1270,11246
4388,orientation,first,0,44,-336,233,131,0,1021,1029
4388,orientation,first,1,291,-190,310,-249,0,1480,2515
4388,orientation,first,2,174,158,-198,-147,0,1200,3721
4388,orientation,first,3,249,-155,-163,283,0,1570,5297
4388,orientation,first,4,144,171,260,315,0,1180,6483
4388,orientation,first,5,292,-24,-346,-300,0,1030,7519
4388,orientation,first,6,-136,-184,174,-307,0,1560,9085
4388,orientation,first,7,-314,-191,209,-166,0,970,10061
4388,orientation,first,8,76,54,-282,128,0,1410,11477
4388,orientation,first,9,-192,168,124,-343,0,1580,13062
4388,orientation,last,0,-31,-224,233,131,0,1080,1091
4388,orientation,last,1,-273,-68,310,-249,0,920,2019
4388,orientation,last,2,178,207,-198,-147,0,850,2876
4388,orientation,last,3,40,-55,-163,283,0,910,3793
4388,orientation,last,4,-241,-116,260,315,0,871,4671
4388,orientation,last,5,-95,-43,-346,-300,0,1050,5728
4388,orientation,last,6,287,199,174,-307,0,1300,7035
4388,orientation,last,7,124,321,209,-166,0,560,8582
4388,orientation,last,8,-123,133,-282,128,0,470,10200
4388,orientation,last,9,138,284,124,-343,0,1220,11428
4389,orientation,first,0,44,-336,233,131,0,1510,1518
4389,orientation,first,1,291,-190,310,-249,0,780,2305
4389,orientation,first,2,174,158,-198,-147,0,1050,3361
4389,orientation,first,3,249,-155,-163,283,0,1090,4457
4389,orientation,first,4,144,171,260,315,0,990,5453
4389,orientation,first,5,292,-24,-346,-300,0,800,6259
4389,orientation,first,6,-136,-184,174,-307,0,850,7115
4389,orientation,first,7,-314,-191,209,-166,0,850,7971
4389,orientation,first,8,76,54,-282,128,0,940,8917
4389,orientation,first,9,-192,168,124,-343,0,910,9833
4389,orientation,last,0,-31,-224,233,131,0,950,1949
4389,orientation,last,1,-273,-68,310,-249,0,790,2747
4389,orientation,last,2,178,207,-198,-147,0,860,3615
4389,orientation,last,3,40,-55,-163,283,0,720,4343
4389,orientation,last,4,-241,-116,260,315,0,960,5311
4389,orientation,last,5,-95,-43,-346,-300,0,650,5968
4389,orientation,last,6,287,199,174,-307,0,1111,7087
4389,orientation,last,7,124,321,209,-166,0,700,7795
4389,orientation,last,8,-123,133,-282,128,0,900,8703
4389,orientation,last,9,138,284,124,-343,0,1150,9861
4390,orientation,first,0,44,-336,233,131,0,1020,1028
4390,orientation,first,1,291,-190,310,-249,0,810,1844
4390,orientation,first,2,174,158,-198,-147,0,1220,3070
4390,orientation,first,3,249,-155,-163,283,0,1110,4186
4390,orientation,first,4,144,171,260,315,0,1090,5279
4390,orientation,first,5,292,-24,-346,-300,0,990,6275
4390,orientation,first,6,-136,-184,174,-307,0,1060,7341
4390,orientation,first,7,-314,-191,209,-166,0,1010,8357
4390,orientation,first,8,76,54,-282,128,0,1110,9473
4390,orientation,first,9,-192,168,124,-343,0,1130,10609
4390,orientation,last,0,-31,-224,233,131,0,830,837
4390,orientation,last,1,-273,-68,310,-249,0,870,1715
4390,orientation,last,2,178,207,-198,-147,0,940,2662
4390,orientation,last,3,40,-55,-163,283,0,780,3449
4390,orientation,last,4,-241,-116,260,315,0,930,4386
4390,orientation,last,5,-95,-43,-346,-300,0,700,5093
4390,orientation,last,6,287,199,174,-307,0,1341,6441
4390,orientation,last,7,124,321,209,-166,0,890,7338
4390,orientation,last,8,-123,133,-282,128,0,1190,8536
4390,orientation,last,9,138,284,124,-343,0,1410,9954
4391,orientation,first,0,44,-336,233,131,0,1040,1047
4391,orientation,first,1,291,-190,310,-249,0,320,2024
4391,orientation,first,2,174,158,-198,-147,0,1030,3058
4391,orientation,first,3,249,-155,-163,283,0,641,3702
4391,orientation,first,4,144,171,260,315,0,760,4466
4391,orientation,first,5,292,-24,-346,-300,0,780,5248
4391,orientation,first,6,-136,-184,174,-307,0,720,5972
4391,orientation,first,7,-314,-191,209,-166,0,580,6558
4391,orientation,first,8,76,54,-282,128,0,960,7520
4391,orientation,first,9,-192,168,124,-343,0,640,8163
4391,orientation,last,0,-31,-224,233,131,0,690,696
4391,orientation,last,1,-273,-68,310,-249,0,370,1733
4391,orientation,last,2,178,207,-198,-147,0,790,2528
4391,orientation,last,3,40,-55,-163,283,0,760,3295
4391,orientation,last,4,-241,-116,260,315,0,750,4052
4391,orientation,last,5,-95,-43,-346,-300,0,590,4646
4391,orientation,last,6,287,199,174,-307,0,400,5709
4391,orientation,last,7,124,321,209,-166,0,790,6502
4391,orientation,last,8,-123,133,-282,128,0,820,7325
4391,orientation,last,9,138,284,124,-343,0,1000,8328
4392,orientation,first,0,44,-336,233,131,0,1100,1108
4392,orientation,first,1,291,-190,310,-249,0,900,2015
4392,orientation,first,2,174,158,-198,-147,0,940,2961
4392,orientation,first,3,249,-155,-163,283,0,950,3917
4392,orientation,first,4,144,171,260,315,0,860,4783
4392,orientation,first,5,292,-24,-346,-300,0,870,5659
4392,orientation,first,6,-136,-184,174,-307,0,850,6515
4392,orientation,first,7,-314,-191,209,-166,0,860,7381
4392,orientation,first,8,76,54,-282,128,0,660,9267
4392,orientation,first,9,-192,168,124,-343,0,540,10733
4392,orientation,last,0,-31,-224,233,131,0,910,919
4392,orientation,last,1,-273,-68,310,-249,0,830,1757
4392,orientation,last,2,178,207,-198,-147,0,1181,2945
4392,orientation,last,3,40,-55,-163,283,0,1060,4012
4392,orientation,last,4,-241,-116,260,315,0,980,4999
4392,orientation,last,5,-95,-43,-346,-300,0,1170,6176
4392,orientation,last,6,287,199,174,-307,0,1070,7253
4392,orientation,last,7,124,321,209,-166,0,890,8151
4392,orientation,last,8,-123,133,-282,128,0,990,9149
4392,orientation,last,9,138,284,124,-343,0,1050,10207
4393,orientation,first,0,44,-336,233,131,0,1161,1169
4393,orientation,first,1,291,-190,310,-249,0,600,1775
4393,orientation,first,2,174,158,-198,-147,0,920,2701
4393,orientation,first,3,249,-155,-163,283,0,730,3437
4393,orientation,first,4,144,171,260,315,0,320,4503
4393,orientation,first,5,292,-24,-346,-300,0,770,5279
4393,orientation,first,6,-136,-184,174,-307,0,750,6035
4393,orientation,first,7,-314,-191,209,-166,0,810,6850
4393,orientation,first,8,76,54,-282,128,0,870,7726
4393,orientation,first,9,-192,168,124,-343,0,1460,9191
4393,orientation,last,0,-31,-224,233,131,0,930,939
4393,orientation,last,1,-273,-68,310,-249,0,730,1677
4393,orientation,last,2,178,207,-198,-147,0,1000,2685
4393,orientation,last,3,40,-55,-163,283,0,760,3452
4393,orientation,last,4,-241,-116,260,315,0,820,4279
4393,orientation,last,5,-95,-43,-346,-300,0,910,5196
4393,orientation,last,6,287,199,174,-307,0,620,7363
4393,orientation,last,7,124,321,209,-166,0,810,8180
4393,orientation,last,8,-123,133,-282,128,0,841,9029
4393,orientation,last,9,138,284,124,-343,0,680,9717
4394,orientation,first,0,44,-336,233,131,0,710,718
4394,orientation,first,1,291,-190,310,-249,0,740,1464
4394,orientation,first,2,174,158,-198,-147,0,760,2230
4394,orientation,first,3,249,-155,-163,283,0,570,2806
4394,orientation,first,4,144,171,260,315,0,730,3542
4394,orientation,first,5,292,-24,-346,-300,0,710,4258
4394,orientation,first,6,-136,-184,174,-307,0,700,4964
4394,orientation,first,7,-314,-191,209,-166,0,720,6449
4394,orientation,first,8,76,54,-282,128,0,870,7325
4394,orientation,first,9,-192,168,124,-343,0,1030,8360
4394,orientation,last,0,-31,-224,233,131,0,920,929
4394,orientation,last,1,-273,-68,310,-249,0,1010,1947
4394,orientation,last,2,178,207,-198,-147,0,830,2784
4394,orientation,last,3,40,-55,-163,283,0,790,3581
4394,orientation,last,4,-241,-116,260,315,0,660,4249
4394,orientation,last,5,-95,-43,-346,-300,0,640,4896
4394,orientation,last,6,287,199,174,-307,0,1161,6064
4394,orientation,last,7,124,321,209,-166,0,790,6862
4394,orientation,last,8,-123,133,-282,128,0,701,7571
4394,orientation,last,9,138,284,124,-343,0,850,8429
4395,orientation,first,0,44,-336,233,131,0,1130,1138
4395,orientation,first,1,291,-190,310,-249,0,880,2024
4395,orientation,first,2,174,158,-198,-147,0,971,3001
4395,orientation,first,3,249,-155,-163,283,0,450,4327
4395,orientation,first,4,144,171,260,315,0,1010,5343
4395,orientation,first,5,292,-24,-346,-300,0,900,6249
4395,orientation,first,6,-136,-184,174,-307,0,1160,7415
4395,orientation,first,7,-314,-191,209,-166,0,1010,8431
4395,orientation,first,8,76,54,-282,128,0,1210,9647
4395,orientation,first,9,-192,168,124,-343,0,980,10633
4395,orientation,last,0,-31,-224,233,131,0,1120,1130
4395,orientation,last,1,-273,-68,310,-249,0,990,2128
4395,orientation,last,2,178,207,-198,-147,0,1020,3156
4395,orientation,last,3,40,-55,-163,283,0,970,4134
4395,orientation,last,4,-241,-116,260,315,0,860,5002
4395,orientation,last,5,-95,-43,-346,-300,0,910,5919
4395,orientation,last,6,287,199,174,-307,0,1050,6977
4395,orientation,last,7,124,321,209,-166,0,1080,8065
4395,orientation,last,8,-123,133,-282,128,0,960,9033
4395,orientation,last,9,138,284,124,-343,0,1101,10142
4396,orientation,first,0,44,-336,233,131,0,1210,1218
4396,orientation,first,1,291,-190,310,-249,0,1150,2373
4396,orientation,first,2,174,158,-198,-147,0,1000,3379
4396,orientation,first,3,249,-155,-163,283,0,740,4125
4396,orientation,first,4,144,171,260,315,0,1050,5181
4396,orientation,first,5,292,-24,-346,-300,0,1080,6267
4396,orientation,first,6,-136,-184,174,-307,0,830,7103
4396,orientation,first,7,-314,-191,209,-166,0,880,7989
4396,orientation,first,8,76,54,-282,128,0,1180,9175
4396,orientation,first,9,-192,168,124,-343,0,920,10101
4396,orientation,last,0,-31,-224,233,131,0,1370,1379
4396,orientation,last,1,-273,-68,310,-249,0,780,2167
4396,orientation,last,2,178,207,-198,-147,0,1100,3275
4396,orientation,last,3,40,-55,-163,283,0,360,4483
4396,orientation,last,4,-241,-116,260,315,0,1080,5570
4396,orientation,last,5,-95,-43,-346,-300,0,380,6788
4396,orientation,last,6,287,199,174,-307,0,921,7717
4396,orientation,last,7,124,321,209,-166,0,760,8485
4396,orientation,last,8,-123,133,-282,128,0,870,9363
4396,orientation,last,9,138,284,124,-343,0,810,10181
4397,orientation,first,0,44,-336,233,131,0,970,978
4397,orientation,first,1,291,-190,310,-249,0,950,1935
4397,orientation,first,2,174,158,-198,-147,0,1000,2941
4397,orientation,first,3,249,-155,-163,283,0,990,3937
4397,orientation,first,4,144,171,260,315,0,840,4783
4397,orientation,first,5,292,-24,-346,-300,0,990,5779
4397,orientation,first,6,-136,-184,174,-307,0,980,6765
4397,orientation,first,7,-314,-191,209,-166,0,990,7761
4397,orientation,first,8,76,54,-282,128,0,960,8727
4397,orientation,first,9,-192,168,124,-343,0,1001,9734
4397,orientation,last,0,-31,-224,233,131,0,710,720
4397,orientation,last,1,-273,-68,310,-249,0,750,1478
4397,orientation,last,2,178,207,-198,-147,0,550,2896
4397,orientation,last,3,40,-55,-163,283,0,900,3804
4397,orientation,last,4,-241,-116,260,315,0,1030,4842
4397,orientation,last,5,-95,-43,-346,-300,0,910,5760
4397,orientation,last,6,287,199,174,-307,0,880,6648
4397,orientation,last,7,124,321,209,-166,0,1060,7716
4397,orientation,last,8,-123,133,-282,128,0,990,8714
4397,orientation,last,9,138,284,124,-343,0,970,9692
4399,orientation,first,0,44,-336,233,131,0,1010,1018
4399,orientation,first,1,291,-190,310,-249,0,680,1704
4399,orientation,first,2,174,158,-198,-147,0,890,2600
4399,orientation,first,3,249,-155,-163,283,0,1290,3896
4399,orientation,first,4,144,171,260,315,0,810,4712
4399,orientation,first,5,292,-24,-346,-300,0,930,5647
4399,orientation,first,6,-136,-184,174,-307,0,1070,6722
4399,orientation,first,7,-314,-191,209,-166,0,660,7387
4399,orientation,first,8,76,54,-282,128,0,910,8302
4399,orientation,first,9,-192,168,124,-343,0,440,9667
4399,orientation,last,0,-31,-224,233,131,0,850,858
4399,orientation,last,1,-273,-68,310,-249,0,1320,2185
4399,orientation,last,2,178,207,-198,-147,0,900,3092
4399,orientation,last,3,40,-55,-163,283,0,290,3969
4399,orientation,last,4,-241,-116,260,315,0,750,4726
4399,orientation,last,5,-95,-43,-346,-300,0,810,5543
4399,orientation,last,6,287,199,174,-307,0,1030,6580
4399,orientation,last,7,124,321,209,-166,0,861,7448
4399,orientation,last,8,-123,133,-282,128,0,960,8416
4399,orientation,last,9,138,284,124,-343,0,940,9364
4401,orientation,first,0,44,-336,233,131,0,1180,1188
4401,orientation,first,1,291,-190,310,-249,0,1340,2534
4401,orientation,first,2,174,158,-198,-147,0,850,3387
4401,orientation,first,3,249,-155,-163,283,0,1040,4433
4401,orientation,first,4,144,171,260,315,0,670,5109
4401,orientation,first,5,292,-24,-346,-300,0,1000,6112
4401,orientation,first,6,-136,-184,174,-307,0,1280,7397
4401,orientation,first,7,-314,-191,209,-166,0,1180,8582
4401,orientation,first,8,76,54,-282,128,0,1170,9754
4401,orientation,first,9,-192,168,124,-343,0,830,10589
4401,orientation,last,0,-31,-224,233,131,0,771,780
4401,orientation,last,1,-273,-68,310,-249,0,1030,1817
4401,orientation,last,2,178,207,-198,-147,0,851,2675
4401,orientation,last,3,40,-55,-163,283,0,800,3479
4401,orientation,last,4,-241,-116,260,315,0,980,4466
4401,orientation,last,5,-95,-43,-346,-300,0,620,5843
4401,orientation,last,6,287,199,174,-307,0,980,6830
4401,orientation,last,7,124,321,209,-166,0,1260,8097
4401,orientation,last,8,-123,133,-282,128,0,990,9094
4401,orientation,last,9,138,284,124,-343,0,1070,10167
4402,orientation,first,0,44,-336,233,131,0,1960,1968
4402,orientation,first,1,291,-190,310,-249,0,991,2966
4402,orientation,first,2,174,158,-198,-147,0,980,3952
4402,orientation,first,3,249,-155,-163,283,0,980,4938
4402,orientation,first,4,144,171,260,315,0,1030,5974
4402,orientation,first,5,292,-24,-346,-300,0,890,6870
4402,orientation,first,6,-136,-184,174,-307,0,1670,8546
4402,orientation,first,7,-314,-191,209,-166,0,1310,9862
4402,orientation,first,8,76,54,-282,128,0,1410,11278
4402,orientation,first,9,-192,168,124,-343,0,1140,12424
4402,orientation,last,0,-31,-224,233,131,0,970,977
4402,orientation,last,1,-273,-68,310,-249,0,370,2484
4402,orientation,last,2,178,207,-198,-147,0,380,3631
4402,orientation,last,3,40,-55,-163,283,0,910,4548
4402,orientation,last,4,-241,-116,260,315,0,840,5395
4402,orientation,last,5,-95,-43,-346,-300,0,940,6342
4402,orientation,last,6,287,199,174,-307,0,1161,7510
4402,orientation,last,7,124,321,209,-166,0,990,8507
4402,orientation,last,8,-123,133,-282,128,0,1740,10255
4402,orientation,last,9,138,284,124,-343,0,940,11203
4403,orientation,first,0,44,-336,233,131,0,1560,1568
4403,orientation,first,1,291,-190,310,-249,0,2880,4454
4403,orientation,first,2,174,158,-198,-147,0,2210,6670
4403,orientation,first,3,249,-155,-163,283,0,3060,9736
4403,orientation,first,4,144,171,260,315,0,2320,12062
4403,orientation,first,5,292,-24,-346,-300,0,740,14178
4403,orientation,first,6,-136,-184,174,-307,0,1600,15783
4403,orientation,first,7,-314,-191,209,-166,0,2021,17809
4403,orientation,first,8,76,54,-282,128,0,2170,19984
4403,orientation,first,9,-192,168,124,-343,0,1850,21839
4403,orientation,last,0,-31,-224,233,131,0,1620,1629
4403,orientation,last,1,-273,-68,310,-249,0,1540,3177
4403,orientation,last,2,178,207,-198,-147,0,1430,4615
4403,orientation,last,3,40,-55,-163,283,0,1800,6422
4403,orientation,last,4,-241,-116,260,315,0,1650,8079
4403,orientation,last,5,-95,-43,-346,-300,0,1540,9626
4403,orientation,last,6,287,199,174,-307,0,1560,11193
4403,orientation,last,7,124,321,209,-166,0,1661,12861
4403,orientation,last,8,-123,133,-282,128,0,2350,15218
4403,orientation,last,9,138,284,124,-343,0,1630,16856
4404,orientation,first,0,44,-336,233,131,0,1370,1378
4404,orientation,first,1,291,-190,310,-249,0,990,2374
4404,orientation,first,2,174,158,-198,-147,0,890,3270
4404,orientation,first,3,249,-155,-163,283,0,1060,4336
4404,orientation,first,4,144,171,260,315,0,850,5192
4404,orientation,first,5,292,-24,-346,-300,0,800,5998
4404,orientation,first,6,-136,-184,174,-307,0,1030,7034
4404,orientation,first,7,-314,-191,209,-166,0,840,7879
4404,orientation,first,8,76,54,-282,128,0,1080,8964
4404,orientation,first,9,-192,168,124,-343,0,880,9849
4404,orientation,last,0,-31,-224,233,131,0,810,816
4404,orientation,last,1,-273,-68,310,-249,0,910,1734
4404,orientation,last,2,178,207,-198,-147,0,960,2701
4404,orientation,last,3,40,-55,-163,283,0,910,3618
4404,orientation,last,4,-241,-116,260,315,0,890,4515
4404,orientation,last,5,-95,-43,-346,-300,0,890,5412
4404,orientation,last,6,287,199,174,-307,0,1131,6550
4404,orientation,last,7,124,321,209,-166,0,811,7368
4404,orientation,last,8,-123,133,-282,128,0,1050,8426
4404,orientation,last,9,138,284,124,-343,0,1340,9774
4406,orientation,first,0,44,-336,233,131,0,6110,6118
4406,orientation,first,1,291,-190,310,-249,0,4671,10796
4406,orientation,first,2,174,158,-198,-147,0,1280,12082
4406,orientation,first,3,249,-155,-163,283,0,1550,13638
4406,orientation,first,4,144,171,260,315,0,1260,14904
4406,orientation,first,5,292,-24,-346,-300,0,1450,16360
4406,orientation,first,6,-136,-184,174,-307,0,1920,18286
4406,orientation,first,7,-314,-191,209,-166,0,2140,20432
4406,orientation,first,8,76,54,-282,128,0,1920,22358
4406,orientation,first,9,-192,168,124,-343,0,1590,23954
4406,orientation,last,0,-31,-224,233,131,0,5181,5190
4406,orientation,last,1,-273,-68,310,-249,0,1450,6647
4406,orientation,last,2,178,207,-198,-147,0,1570,8224
4406,orientation,last,3,40,-55,-163,283,0,1250,9481
4406,orientation,last,4,-241,-116,260,315,0,1370,10858
4406,orientation,last,5,-95,-43,-346,-300,0,1190,12055
4406,orientation,last,6,287,199,174,-307,0,2070,14132
4406,orientation,last,7,124,321,209,-166,0,1120,15260
4406,orientation,last,8,-123,133,-282,128,0,2330,17598
4406,orientation,last,9,138,284,124,-343,0,1110,18716
4409,orientation,first,0,44,-336,233,131,0,2500,2508
4409,orientation,first,1,291,-190,310,-249,0,2380,4895
4409,orientation,first,2,174,158,-198,-147,0,3090,7991
4409,orientation,first,3,249,-155,-163,283,0,660,12218
4409,orientation,first,4,144,171,260,315,0,2540,14764
4409,orientation,first,5,292,-24,-346,-300,0,1520,18770
4409,orientation,first,6,-136,-184,174,-307,0,2610,21386
4409,orientation,first,7,-314,-191,209,-166,0,1760,23152
4409,orientation,first,8,76,54,-282,128,0,3150,26308
4409,orientation,first,9,-192,168,124,-343,0,2831,29145
4409,orientation,last,0,-31,-224,233,131,0,2620,2627
4409,orientation,last,1,-273,-68,310,-249,0,1780,4415
4409,orientation,last,2,178,207,-198,-147,0,2650,7072
4409,orientation,last,3,40,-55,-163,283,0,2320,9399
4409,orientation,last,4,-241,-116,260,315,0,1590,10996
4409,orientation,last,5,-95,-43,-346,-300,0,1380,12383
4409,orientation,last,6,287,199,174,-307,0,700,15230
4409,orientation,last,7,124,321,209,-166,0,2591,17828
4409,orientation,last,8,-123,133,-282,128,0,1810,19646
4409,orientation,last,9,138,284,124,-343,0,2000,21654
4410,orientation,first,0,44,-336,233,131,0,1520,1528
4410,orientation,first,1,291,-190,310,-249,0,980,2515
4410,orientation,first,2,174,158,-198,-147,0,1111,3632
4410,orientation,first,3,249,-155,-163,283,0,1060,4698
4410,orientation,first,4,144,171,260,315,0,870,5574
4410,orientation,first,5,292,-24,-346,-300,0,870,6450
4410,orientation,first,6,-136,-184,174,-307,0,950,7406
4410,orientation,first,7,-314,-191,209,-166,0,1100,8511
4410,orientation,first,8,76,54,-282,128,0,1160,9676
4410,orientation,first,9,-192,168,124,-343,0,1490,11172
4410,orientation,last,0,-31,-224,233,131,0,2780,2790
4410,orientation,last,1,-273,-68,310,-249,0,1110,3908
4410,orientation,last,2,178,207,-198,-147,0,1240,5156
4410,orientation,last,3,40,-55,-163,283,0,1060,6223
4410,orientation,last,4,-241,-116,260,315,0,990,7220
4410,orientation,last,5,-95,-43,-346,-300,0,1100,8327
4410,orientation,last,6,287,199,174,-307,0,1401,9736
4410,orientation,last,7,124,321,209,-166,0,940,10684
4410,orientation,last,8,-123,133,-282,128,0,1580,12272
4410,orientation,last,9,138,284,124,-343,0,1160,13440
4411,orientation,first,0,44,-336,233,131,0,5670,5678
4411,orientation,first,1,291,-190,310,-249,0,1120,6805
4411,orientation,first,2,174,158,-198,-147,0,1130,7941
4411,orientation,first,3,249,-155,-163,283,0,911,8858
4411,orientation,first,4,144,171,260,315,0,840,9704
4411,orientation,first,5,292,-24,-346,-300,0,960,10670
4411,orientation,first,6,-136,-184,174,-307,0,890,11566
4411,orientation,first,7,-314,-191,209,-166,0,930,12502
4411,orientation,first,8,76,54,-282,128,0,1150,13658
4411,orientation,first,9,-192,168,124,-343,0,1290,14953
4411,orientation,last,0,-31,-224,233,131,0,990,999
4411,orientation,last,1,-273,-68,310,-249,0,700,1707
4411,orientation,last,2,178,207,-198,-147,0,790,2505
4411,orientation,last,3,40,-55,-163,283,0,870,3382
4411,orientation,last,4,-241,-116,260,315,0,770,4160
4411,orientation,last,5,-95,-43,-346,-300,0,690,4857
4411,orientation,last,6,287,199,174,-307,0,1220,6084
4411,orientation,last,7,124,321,209,-166,0,1180,7272
4411,orientation,last,8,-123,133,-282,128,0,1070,8350
4411,orientation,last,9,138,284,124,-343,0,1060,9418
4412,orientation,first,0,44,-336,233,131,0,2090,2098
4412,orientation,first,1,291,-190,310,-249,0,1910,4015
4412,orientation,first,2,174,158,-198,-147,0,1840,5861
4412,orientation,first,3,249,-155,-163,283,0,1060,6927
4412,orientation,first,4,144,171,260,315,0,880,9063
4412,orientation,first,5,292,-24,-346,-300,0,940,11320
4412,orientation,first,6,-136,-184,174,-307,0,1670,12996
4412,orientation,first,7,-314,-191,209,-166,0,1040,14042
4412,orientation,first,8,76,54,-282,128,0,1560,15608
4412,orientation,first,9,-192,168,124,-343,0,1090,16704
4412,orientation,last,0,-31,-224,233,131,0,1020,1027
4412,orientation,last,1,-273,-68,310,-249,0,1420,2455
4412,orientation,last,2,178,207,-198,-147,0,1220,3682
4412,orientation,last,3,40,-55,-163,283,1,1430,5119
4412,orientation,last,3,40,-55,-163,283,0,850,5969
4412,orientation,last,4,-241,-116,260,315,1,1290,7266
4412,orientation,last,4,-241,-116,260,315,0,1040,8306
4412,orientation,last,5,-95,-43,-346,-300,0,1000,9313
4412,orientation,last,6,287,199,174,-307,1,1171,10491
4412,orientation,last,6,287,199,174,-307,0,760,12571
4412,orientation,last,7,124,321,209,-166,1,1040,13619
4412,orientation,last,7,124,321,209,-166,0,820,14439
4412,orientation,last,8,-123,133,-282,128,1,1220,15667
4412,orientation,last,8,-123,133,-282,128,0,1000,16667
4412,orientation,last,9,138,284,124,-343,1,1250,17925
4412,orientation,last,9,138,284,124,-343,1,500,18425
4412,orientation,last,9,138,284,124,-343,0,2030,20455
4413,orientation,first,0,44,-336,233,131,0,27131,96723
4413,orientation,first,1,291,-190,310,-249,0,43683,140412
4413,orientation,first,2,174,158,-198,-147,0,5790,146208
4413,orientation,first,3,249,-155,-163,283,0,4780,150994
4413,orientation,first,4,144,171,260,315,0,5901,156901
4413,orientation,first,5,292,-24,-346,-300,0,4910,161817
4413,orientation,first,6,-136,-184,174,-307,0,7191,176724
4413,orientation,first,7,-314,-191,209,-166,0,6930,183659
4413,orientation,first,8,76,54,-282,128,0,5060,188724
4413,orientation,first,9,-192,168,124,-343,0,5661,194390
4413,orientation,last,0,-31,-224,233,131,0,39282,39291
4413,orientation,last,1,-273,-68,310,-249,0,6490,45788
4413,orientation,last,2,178,207,-198,-147,0,5141,50936
4413,orientation,last,3,40,-55,-163,283,0,5040,55983
4413,orientation,last,4,-241,-116,260,315,0,6730,62720
4413,orientation,last,5,-95,-43,-346,-300,0,3931,66658
4413,orientation,last,6,287,199,174,-307,0,4080,70745
4413,orientation,last,7,124,321,209,-166,0,3130,73882
4413,orientation,last,8,-123,133,-282,128,0,3560,77449
4413,orientation,last,9,138,284,124,-343,0,2121,85408
4414,orientation,first,0,44,-336,233,131,0,1000,1008
4414,orientation,first,1,291,-190,310,-249,0,1170,2185
4414,orientation,first,2,174,158,-198,-147,0,1100,3291
4414,orientation,first,3,249,-155,-163,283,0,920,4217
4414,orientation,first,4,144,171,260,315,0,950,5173
4414,orientation,first,5,292,-24,-346,-300,0,960,6139
4414,orientation,first,6,-136,-184,174,-307,0,1250,7395
4414,orientation,first,7,-314,-191,209,-166,0,920,8321
4414,orientation,first,8,76,54,-282,128,0,1050,9377
4414,orientation,first,9,-192,168,124,-343,0,1130,10513
4414,orientation,last,0,-31,-224,233,131,0,840,849
4414,orientation,last,1,-273,-68,310,-249,0,830,1687
4414,orientation,last,2,178,207,-198,-147,0,980,2675
4414,orientation,last,3,40,-55,-163,283,0,880,3563
4414,orientation,last,4,-241,-116,260,315,0,840,4411
4414,orientation,last,5,-95,-43,-346,-300,0,681,5099
4414,orientation,last,6,287,199,174,-307,0,1240,6347
4414,orientation,last,7,124,321,209,-166,0,820,7175
4414,orientation,last,8,-123,133,-282,128,0,630,7813
4414,orientation,last,9,138,284,124,-343,0,940,8761
4415,orientation,first,0,44,-336,233,131,0,1051,1059
4415,orientation,first,1,291,-190,310,-249,0,940,2005
4415,orientation,first,2,174,158,-198,-147,0,920,2931
4415,orientation,first,3,249,-155,-163,283,0,860,3797
4415,orientation,first,4,144,171,260,315,0,820,4623
4415,orientation,first,5,292,-24,-346,-300,0,760,5389
4415,orientation,first,6,-136,-184,174,-307,0,1090,6484
4415,orientation,first,7,-314,-191,209,-166,0,940,7429
4415,orientation,first,8,76,54,-282,128,0,1260,8694
4415,orientation,first,9,-192,168,124,-343,0,840,9539
4415,orientation,last,0,-31,-224,233,131,0,810,819
4415,orientation,last,1,-273,-68,310,-249,0,800,1626
4415,orientation,last,2,178,207,-198,-147,0,1030,2663
4415,orientation,last,3,40,-55,-163,283,0,840,3510
4415,orientation,last,4,-241,-116,260,315,0,880,4397
4415,orientation,last,5,-95,-43,-346,-300,0,1000,5404
4415,orientation,last,6,287,199,174,-307,0,1000,6411
4415,orientation,last,7,124,321,209,-166,0,970,7388
4415,orientation,last,8,-123,133,-282,128,0,980,8375
4415,orientation,last,9,138,284,124,-343,0,1071,9454
4416,orientation,first,0,44,-336,233,131,0,710,718
4416,orientation,first,1,291,-190,310,-249,0,710,1434
4416,orientation,first,2,174,158,-198,-147,0,910,2350
4416,orientation,first,3,249,-155,-163,283,0,600,2956
4416,orientation,first,4,144,171,260,315,0,980,3942
4416,orientation,first,5,292,-24,-346,-300,0,660,4607
4416,orientation,first,6,-136,-184,174,-307,0,990,5602
