proband_id,test_name,phase,trialn,digit,symbol,ans,f,rsp,rt
4273,digit_symbol,practice,0,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,9570
4273,digit_symbol,practice,1,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2710
4273,digit_symbol,practice,2,8,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2080
4273,digit_symbol,practice,3,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,3330
4273,digit_symbol,practice,4,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,2020
4273,digit_symbol,practice,5,6,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,Yes,1590
4273,digit_symbol,practice,6,2,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2991
4273,digit_symbol,practice,7,9,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,2990
4273,digit_symbol,practice,8,3,7,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,No,7100
4273,digit_symbol,practice,9,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,2851
4273,digit_symbol,test,0,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,3006
4273,digit_symbol,test,1,1,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,5003
4273,digit_symbol,test,2,2,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2303
4273,digit_symbol,test,3,6,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,1503
4273,digit_symbol,test,4,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,1703
4273,digit_symbol,test,5,9,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,2704
4273,digit_symbol,test,6,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,3703
4273,digit_symbol,test,7,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2703
4273,digit_symbol,test,8,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2303
4273,digit_symbol,test,9,9,9,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,1903
4273,digit_symbol,test,10,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2403
4273,digit_symbol,test,11,1,1,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,Yes,3304
4273,digit_symbol,test,12,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,2603
4273,digit_symbol,test,13,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,3103
4273,digit_symbol,test,14,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2103
4273,digit_symbol,test,15,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,6703
4273,digit_symbol,test,16,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,7204
4273,digit_symbol,test,17,5,3,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,No,3803
4273,digit_symbol,test,18,1,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,Yes,3403
4273,digit_symbol,test,19,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2403
4273,digit_symbol,test,20,7,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2304
4273,digit_symbol,test,21,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,1603
4273,digit_symbol,test,22,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,3403
4273,digit_symbol,test,23,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1604
4273,digit_symbol,test,24,5,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,Yes,1603
4273,digit_symbol,test,25,3,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,No,2602
4273,digit_symbol,test,26,6,9,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,1903
4273,digit_symbol,test,27,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,3704
4273,digit_symbol,test,28,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2503
4307,digit_symbol,practice,0,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,8170
4307,digit_symbol,practice,1,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,1660
4307,digit_symbol,practice,2,8,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2680
4307,digit_symbol,practice,3,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2671
4307,digit_symbol,practice,4,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1440
4307,digit_symbol,practice,5,6,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,2210
4307,digit_symbol,practice,6,2,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2290
4307,digit_symbol,practice,7,9,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2390
4307,digit_symbol,practice,8,3,7,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,No,2070
4307,digit_symbol,practice,9,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,1880
4307,digit_symbol,test,0,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2256
4307,digit_symbol,test,1,1,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2003
4307,digit_symbol,test,2,2,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2003
4307,digit_symbol,test,3,6,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,1753
4307,digit_symbol,test,4,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2504
4307,digit_symbol,test,5,9,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,1753
4307,digit_symbol,test,6,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,1253
4307,digit_symbol,test,7,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2003
4307,digit_symbol,test,8,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,1253
4307,digit_symbol,test,9,9,9,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,3503
4307,digit_symbol,test,10,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,1503
4307,digit_symbol,test,11,1,1,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,Yes,1503
4307,digit_symbol,test,12,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1504
4307,digit_symbol,test,13,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1253
4307,digit_symbol,test,14,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1753
4307,digit_symbol,test,15,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,1253
4307,digit_symbol,test,16,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1503
4307,digit_symbol,test,17,5,3,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,No,2003
4307,digit_symbol,test,18,1,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,3253
4307,digit_symbol,test,19,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2503
4307,digit_symbol,test,20,7,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,5754
4307,digit_symbol,test,21,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2753
4307,digit_symbol,test,22,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2254
4307,digit_symbol,test,23,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2003
4307,digit_symbol,test,24,5,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,Yes,2003
4307,digit_symbol,test,25,3,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,No,2504
4307,digit_symbol,test,26,6,9,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,No,3753
4307,digit_symbol,test,27,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1503
4307,digit_symbol,test,28,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2003
4307,digit_symbol,test,29,9,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2003
4307,digit_symbol,test,30,1,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,2753
4307,digit_symbol,test,31,5,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2753
4307,digit_symbol,test,32,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2504
4307,digit_symbol,test,33,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1753
4307,digit_symbol,test,34,9,9,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,3003
4307,digit_symbol,test,35,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1753
4307,digit_symbol,test,36,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1753
4346,digit_symbol,practice,0,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,20231
4346,digit_symbol,practice,1,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,4611
4346,digit_symbol,practice,2,8,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,3050
4346,digit_symbol,practice,3,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,4290
4346,digit_symbol,practice,4,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,2070
4346,digit_symbol,practice,5,6,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,2000
4346,digit_symbol,practice,6,2,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2340
4346,digit_symbol,practice,7,9,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2570
4346,digit_symbol,practice,8,3,7,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,No,3390
4346,digit_symbol,practice,9,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,2150
4346,digit_symbol,test,0,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,4307
4346,digit_symbol,test,1,1,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2303
4346,digit_symbol,test,2,2,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2103
4346,digit_symbol,test,3,6,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2203
4346,digit_symbol,test,4,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2103
4346,digit_symbol,test,5,9,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,3003
4346,digit_symbol,test,6,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,2203
4346,digit_symbol,test,7,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2004
4346,digit_symbol,test,8,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2703
4346,digit_symbol,test,9,9,9,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,3803
4346,digit_symbol,test,10,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2103
4346,digit_symbol,test,11,1,1,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,Yes,2303
4346,digit_symbol,test,12,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,3003
4346,digit_symbol,test,13,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1903
4346,digit_symbol,test,14,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2103
4346,digit_symbol,test,15,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2903
4346,digit_symbol,test,16,7,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1803
4346,digit_symbol,test,17,5,3,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,No,2603
4346,digit_symbol,test,18,1,5,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,2003
4346,digit_symbol,test,19,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2303
4346,digit_symbol,test,20,7,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2303
4346,digit_symbol,test,21,4,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2304
4346,digit_symbol,test,22,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,3403
4346,digit_symbol,test,23,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,2303
4346,digit_symbol,test,24,5,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,Yes,3003
4346,digit_symbol,test,25,3,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,No,2103
4346,digit_symbol,test,26,6,9,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,No,2003
4346,digit_symbol,test,27,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,3203
4346,digit_symbol,test,28,8,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2404
4346,digit_symbol,test,29,9,2,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2103
4346,digit_symbol,test,30,1,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,2903
4346,digit_symbol,test,31,5,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2403
4346,digit_symbol,test,32,6,6,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2503
4346,digit_symbol,test,33,2,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,2003
4365,digit_symbol,practice,0,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,3861
4365,digit_symbol,practice,1,6,6,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2790
4365,digit_symbol,practice,2,8,4,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,1890
4365,digit_symbol,practice,3,4,4,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2290
4365,digit_symbol,practice,4,7,7,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,2090
4365,digit_symbol,practice,5,6,5,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,2261
4365,digit_symbol,practice,6,2,8,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,1800
4365,digit_symbol,practice,7,9,2,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2220
4365,digit_symbol,practice,8,3,7,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,No,1930
4365,digit_symbol,practice,9,5,6,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,2360
4365,digit_symbol,test,0,8,8,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,2006
4365,digit_symbol,test,1,1,4,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2204
4365,digit_symbol,test,2,2,8,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,2103
4365,digit_symbol,test,3,6,2,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2003
4365,digit_symbol,test,4,4,4,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,1903
4365,digit_symbol,test,5,9,5,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,2403
4365,digit_symbol,test,6,5,6,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,1903
4365,digit_symbol,test,7,3,3,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1403
4365,digit_symbol,test,8,4,4,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,1703
4365,digit_symbol,test,9,9,9,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,1703
4365,digit_symbol,test,10,6,6,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,2204
4365,digit_symbol,test,11,1,1,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,Yes,2303
4365,digit_symbol,test,12,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1703
4365,digit_symbol,test,13,7,7,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1303
4365,digit_symbol,test,14,3,3,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1503
4365,digit_symbol,test,15,8,8,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,1903
4365,digit_symbol,test,16,7,7,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,2303
4365,digit_symbol,test,17,5,3,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,No,1603
4365,digit_symbol,test,18,1,5,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,1303
4365,digit_symbol,test,19,4,4,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,1604
4365,digit_symbol,test,20,7,8,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,1903
4365,digit_symbol,test,21,4,4,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,2403
4365,digit_symbol,test,22,8,8,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,1503
4365,digit_symbol,test,23,3,3,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1403
4365,digit_symbol,test,24,5,5,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,Yes,1503
4365,digit_symbol,test,25,3,1,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,No,1603
4365,digit_symbol,test,26,6,9,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,No,2003
4365,digit_symbol,test,27,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1303
4365,digit_symbol,test,28,8,8,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,1803
4365,digit_symbol,test,29,9,2,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2304
4365,digit_symbol,test,30,1,6,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,No,1503
4365,digit_symbol,test,31,5,4,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2203
4365,digit_symbol,test,32,6,6,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,1503
4365,digit_symbol,test,33,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1303
4365,digit_symbol,test,34,9,9,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,1503
4365,digit_symbol,test,35,7,7,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1503
4365,digit_symbol,test,36,3,3,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,Yes,1503
4365,digit_symbol,test,37,1,8,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,1203
4365,digit_symbol,test,38,6,6,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,1703
4365,digit_symbol,test,39,7,7,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,1304
4365,digit_symbol,test,40,9,5,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,1103
4365,digit_symbol,test,41,7,9,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym9.bmp,Yes,2003
4365,digit_symbol,test,42,5,7,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,No,2303
4365,digit_symbol,test,43,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1303
4365,digit_symbol,test,44,1,1,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym1.bmp,Yes,1703
4365,digit_symbol,test,45,6,4,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,2403
4365,digit_symbol,test,46,8,3,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym3.bmp,No,2103
4365,digit_symbol,test,47,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,1703
4367,digit_symbol,practice,0,2,2,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,Yes,8050
4367,digit_symbol,practice,1,6,6,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,6731
4367,digit_symbol,practice,2,8,4,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,9920
4367,digit_symbol,practice,3,4,4,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,Yes,4951
4367,digit_symbol,practice,4,7,7,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,Yes,3600
4367,digit_symbol,practice,5,6,5,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym5.bmp,No,3030
4367,digit_symbol,practice,6,2,8,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,3220
4367,digit_symbol,practice,7,9,2,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,4561
4367,digit_symbol,practice,8,3,7,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym7.bmp,No,3620
4367,digit_symbol,practice,9,5,6,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym6.bmp,Yes,3020
4367,digit_symbol,test,0,8,8,Yes,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,Yes,5406
4367,digit_symbol,test,1,1,4,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym4.bmp,No,5904
4367,digit_symbol,test,2,2,8,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym8.bmp,No,3003
4367,digit_symbol,test,3,6,2,No,c:\Charlie\charlie\stimuli\visual\digit_symbol\sym2.bmp,No,2803
