proband_id,test_name,phase,load,trialn,ans,array_f,probe_f,rsp,rt
4273,scap,test,5,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-17.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-18.BMP,No,3681
4273,scap,test,5,9,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-19.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-20.BMP,No,1500
4273,scap,test,5,10,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-21.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-22.BMP,No,820
4273,scap,test,5,11,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-23.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-24.BMP,Yes,1250
4273,scap,test,5,12,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-25.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-26.BMP,No,570
4273,scap,test,5,13,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-27.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-28.BMP,No,880
4307,scap,practice,3,0,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-1.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-2.BMP,Yes,6100
4307,scap,practice,4,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-3.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-4.BMP,No,1720
4307,scap,practice,5,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-5.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-6.BMP,Yes,2620
4307,scap,test,3,0,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-1.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-2.BMP,Yes,1120
4307,scap,test,3,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-3.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-4.BMP,Yes,1060
4307,scap,test,3,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-5.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-6.BMP,Yes,870
4307,scap,test,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-7.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-8.BMP,No,1390
4307,scap,test,3,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-9.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-10.BMP,No,1080
4307,scap,test,3,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-11.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-12.BMP,Yes,1310
4307,scap,test,3,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-13.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-14.BMP,No,920
4307,scap,test,3,7,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-15.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-16.BMP,No,710
4307,scap,test,3,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-17.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-18.BMP,No,780
4307,scap,test,3,9,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-19.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-20.BMP,No,830
4307,scap,test,3,10,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-21.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-22.BMP,No,720
4307,scap,test,3,11,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-23.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-24.BMP,Yes,770
4307,scap,test,3,12,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-25.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-26.BMP,No,870
4307,scap,test,3,13,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-27.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-28.BMP,No,790
4307,scap,test,4,0,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-1.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-2.BMP,No,1040
4307,scap,test,4,1,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-3.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-4.BMP,Yes,1000
4307,scap,test,4,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-5.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-6.BMP,Yes,900
4307,scap,test,4,3,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-7.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-8.BMP,No,690
4307,scap,test,4,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-9.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-10.BMP,No,1351
4307,scap,test,4,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-11.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-12.BMP,No,1000
4307,scap,test,4,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-13.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-14.BMP,No,980
4307,scap,test,4,7,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-15.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-16.BMP,No,970
4307,scap,test,4,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-17.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-18.BMP,No,2200
4307,scap,test,4,9,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-19.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-20.BMP,Yes,790
4307,scap,test,4,10,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-21.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-22.BMP,Yes,1570
4307,scap,test,4,11,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-23.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-24.BMP,Yes,1291
4307,scap,test,4,12,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-25.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-26.BMP,No,940
4307,scap,test,4,13,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-27.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load4-28.BMP,Yes,1500
4307,scap,test,5,0,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-1.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-2.BMP,No,2440
4307,scap,test,5,1,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-3.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-4.BMP,No,1900
4307,scap,test,5,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-5.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-6.BMP,Yes,1140
4307,scap,test,5,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-7.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-8.BMP,Yes,1940
4307,scap,test,5,4,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-9.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-10.BMP,Yes,1770
4307,scap,test,5,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-11.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-12.BMP,No,1070
4307,scap,test,5,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-13.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-14.BMP,No,1431
4307,scap,test,5,7,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-15.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-16.BMP,No,1340
4307,scap,test,5,8,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-17.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-18.BMP,No,1690
4307,scap,test,5,9,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-19.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-20.BMP,No,1000
4307,scap,test,5,10,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-21.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-22.BMP,No,1410
4307,scap,test,5,11,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-23.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-24.BMP,Yes,1630
4307,scap,test,5,12,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-25.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-26.BMP,No,1860
4307,scap,test,5,13,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-27.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load5-28.BMP,Yes,1050
4346,scap,practice,3,0,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-1.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-2.BMP,No,8411
4346,scap,practice,4,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-3.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-4.BMP,No,1830
4346,scap,practice,5,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-5.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\practice-6.BMP,Yes,1690
4346,scap,test,3,0,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-1.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-2.BMP,Yes,2371
4346,scap,test,3,1,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-3.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-4.BMP,No,2030
4346,scap,test,3,2,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-5.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-6.BMP,Yes,1870
4346,scap,test,3,3,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-7.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-8.BMP,Yes,1970
4346,scap,test,3,4,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-9.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-10.BMP,No,1260
4346,scap,test,3,5,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-11.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-12.BMP,Yes,1480
4346,scap,test,3,6,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-13.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-14.BMP,Yes,1830
4346,scap,test,3,7,No,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-15.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-16.BMP,No,1310
4346,scap,test,3,8,Yes,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-17.BMP,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\scap\load3-18.BMP,Yes,4301
