proband_id,test_name,phase,trialn,task,pos,dir,switch,cong,f,ans,rsp,rt
4365,switching,random,10,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,920
4365,switching,random,11,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1220
4365,switching,random,12,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,940
4365,switching,random,13,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,670
4365,switching,random,14,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1180
4365,switching,random,15,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,620
4365,switching,random,16,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2090
4365,switching,random,17,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1311
4365,switching,random,18,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2440
4365,switching,random,19,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1340
4365,switching,random,20,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1100
4365,switching,random,21,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1290
4365,switching,random,22,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,980
4365,switching,random,23,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1150
4365,switching,random,24,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1380
4365,switching,random,25,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1960
4365,switching,random,26,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,850
4365,switching,random,27,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,640
4365,switching,random,28,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,960
4365,switching,random,29,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2381
4365,switching,random,30,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1100
4365,switching,random,31,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,990
4365,switching,random,32,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1170
4365,switching,random,33,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1070
4365,switching,random,34,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1110
4365,switching,random,35,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2410
4365,switching,random,36,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2510
4365,switching,random,37,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,2180
4365,switching,random,38,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,720
4365,switching,random,39,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,560
4365,switching,random,40,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1381
4365,switching,random,41,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1120
4365,switching,random,42,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2240
4365,switching,random,43,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,4760
4365,switching,random,44,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1350
4365,switching,random,45,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1040
4365,switching,random,46,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Right,1360
4365,switching,random,47,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1030
4365,switching,random,48,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2890
4365,switching,random,49,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,630
4365,switching,random,50,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,861
4365,switching,random,51,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,650
4365,switching,random,52,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,620
4365,switching,random,53,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,960
4365,switching,random,54,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,990
4365,switching,random,55,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,2240
4365,switching,random,56,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1300
4365,switching,random,57,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1710
4365,switching,random,58,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,700
4365,switching,random,59,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1520
4365,switching,random,60,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,790
4365,switching,random,61,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,2060
4365,switching,random,62,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,3081
4365,switching,random,63,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1700
4365,switching,random,64,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1870
4365,switching,random,65,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,660
4365,switching,random,66,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1430
4365,switching,random,67,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,2740
4365,switching,random,68,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1980
4365,switching,random,69,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,610
4365,switching,random,70,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,510
4365,switching,random,71,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,630
4365,switching,random,72,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,930
4365,switching,random,73,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,2050
4365,switching,random,74,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2640
4365,switching,random,75,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1300
4365,switching,random,76,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2260
4365,switching,random,77,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1820
4365,switching,random,78,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,810
4365,switching,random,79,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2100
4365,switching,random,80,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1590
4365,switching,random,81,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1721
4365,switching,random,82,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1110
4365,switching,random,83,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1480
4365,switching,random,84,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1050
4365,switching,random,85,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,4530
4365,switching,random,86,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1110
4365,switching,random,87,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,3260
4365,switching,random,88,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1080
4365,switching,random,89,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2130
4365,switching,random,90,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1301
4365,switching,random,91,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,710
4365,switching,random,92,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1390
4365,switching,random,93,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,4250
4365,switching,random,94,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1720
4365,switching,random,95,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,750
4365,switching,random,96,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,930
4365,switching,random,97,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,670
4365,switching,random,98,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,690
4365,switching,random,99,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,500
4365,switching,random,100,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,540
4367,switching,practice,0,Position,Left,Right,n/a,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,6040
4367,switching,practice,1,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,3651
4367,switching,practice,2,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,6140
4367,switching,practice,3,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2990
4367,switching,practice,4,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1450
4367,switching,practice,5,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1350
4367,switching,practice,6,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,8520
4367,switching,practice,7,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1310
4367,switching,practice,8,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Right,3040
4367,switching,predictable,0,Position,Left,Left,n/a,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,3040
4367,switching,predictable,1,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Right,4110
4367,switching,predictable,2,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1360
4367,switching,predictable,3,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1940
4367,switching,predictable,4,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,2580
4367,switching,predictable,5,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,4161
4367,switching,predictable,6,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1710
4367,switching,predictable,7,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2420
4367,switching,predictable,8,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,3130
4367,switching,predictable,9,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,4500
4367,switching,predictable,10,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,3470
4367,switching,predictable,11,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1351
4367,switching,predictable,12,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1520
4367,switching,predictable,13,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1430
4367,switching,predictable,14,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1170
4367,switching,predictable,15,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1390
4367,switching,predictable,16,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1270
4367,switching,predictable,17,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1270
4367,switching,predictable,18,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1230
4367,switching,predictable,19,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1520
4367,switching,predictable,20,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1360
4367,switching,predictable,21,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1570
4367,switching,predictable,22,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1340
4367,switching,predictable,23,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1280
4367,switching,predictable,24,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1460
4367,switching,predictable,25,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1250
4367,switching,predictable,26,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1160
4367,switching,predictable,27,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1110
4367,switching,predictable,28,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1300
4367,switching,predictable,29,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1320
4367,switching,predictable,30,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1350
4367,switching,predictable,31,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1580
4367,switching,predictable,32,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1340
4367,switching,predictable,33,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1110
4367,switching,predictable,34,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1530
4367,switching,predictable,35,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1150
4367,switching,predictable,36,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1540
4367,switching,predictable,37,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1220
4367,switching,predictable,38,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1580
4367,switching,predictable,39,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1130
4367,switching,predictable,40,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1110
4367,switching,predictable,41,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1660
4367,switching,predictable,42,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1080
4367,switching,predictable,43,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1190
4367,switching,predictable,44,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1170
4367,switching,predictable,45,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1050
4367,switching,predictable,46,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1100
4367,switching,predictable,47,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1011
4367,switching,predictable,48,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1110
4367,switching,predictable,49,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1110
4367,switching,predictable,50,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1450
4367,switching,predictable,51,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1110
4367,switching,predictable,52,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1190
4367,switching,predictable,53,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1670
4367,switching,predictable,54,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1090
4367,switching,predictable,55,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1310
4367,switching,predictable,56,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1440
4367,switching,predictable,57,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1080
4367,switching,predictable,58,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1050
4367,switching,predictable,59,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,970
4367,switching,predictable,60,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1161
4367,switching,predictable,61,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1010
4367,switching,predictable,62,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1160
4367,switching,predictable,63,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1130
4367,switching,predictable,64,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1140
4367,switching,predictable,65,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1540
4367,switching,predictable,66,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1540
4367,switching,predictable,67,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1200
4367,switching,predictable,68,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1440
4367,switching,predictable,69,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1520
4367,switching,predictable,70,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,3891
4367,switching,predictable,71,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,4570
4367,switching,predictable,72,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1210
4367,switching,predictable,73,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1180
4367,switching,predictable,74,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1440
4367,switching,predictable,75,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1430
4367,switching,predictable,76,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1620
4367,switching,predictable,77,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1410
4367,switching,predictable,78,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1260
4367,switching,predictable,79,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2131
4367,switching,predictable,80,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1710
4367,switching,predictable,81,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1270
4367,switching,predictable,82,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1470
4367,switching,predictable,83,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1230
4367,switching,predictable,84,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1110
4367,switching,predictable,85,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,970
4367,switching,predictable,86,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1130
4367,switching,predictable,87,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1010
4367,switching,predictable,88,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1130
4367,switching,predictable,89,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1620
