proband_id,test_name,phase,trialn,matches,ans,symbol1,symbol2,symbol3,rsp,rt
4460,ipcpts,test,133,1,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,No,0
4460,ipcpts,test,134,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,No,0
4460,ipcpts,test,135,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,Yes,499
4460,ipcpts,test,136,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym7.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym4.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,No,0
4460,ipcpts,test,137,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,No,0
4460,ipcpts,test,138,3,Yes,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym5.bmp,Yes,711
4460,ipcpts,test,139,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym4.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym6.bmp,No,0
4460,ipcpts,test,140,0,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym9.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym4.bmp,No,0
4460,ipcpts,test,141,1,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym1.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,No,0
4460,ipcpts,test,142,2,No,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym3.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym8.bmp,C:\Users\oleach\Charlie\charlie\stimuli\visual\ipcpts\sym0.bmp,No,0
