proband_id,test_name,condition,phase,trialn,n,positions,symbols,correct,rt,responses,rt_first
4445,corsi,simultaneous,test,2,2,"[(212, -254), (-274, 53), (59, 269), (-167, -191)]",cc,1,2554,"[(1, 960), (0, 1390)]",960
4445,corsi,simultaneous,test,3,3,"[(-140, 292), (-122, -187), (17, -288), (-81, -60), (244, -219), (298, 270)]",ccc,1,3106,"[(2, 1380), (1, 590), (0, 830)]",1380
4445,corsi,simultaneous,test,4,3,"[(19, 212), (48, -166), (-262, -116), (208, -16), (260, -189), (-244, 30)]",ccc,1,2946,"[(2, 1240), (1, 710), (0, 690)]",1240
4445,corsi,simultaneous,test,5,3,"[(-185, 20), (219, 240), (20, 215), (25, -167), (-250, 187), (190, 141)]",ccc,1,2517,"[(0, 1011), (2, 500), (1, 700)]",1011
4445,corsi,simultaneous,test,6,4,"[(-154, -51), (145, 144), (293, -244), (-6, 248), (-264, 153), (-255, -295), (-51, 122), (22, -77)]",cccc,1,3948,"[(2, 1220), (1, 1060), (3, 540), (0, 720)]",1220
4445,corsi,simultaneous,test,7,4,"[(-139, -26), (63, 131), (-163, -273), (152, 165), (-278, 37), (-22, 30), (299, -15), (114, 22)]",cccc,1,2588,"[(2, 880), (0, 510), (1, 470), (3, 320)]",880
4445,corsi,simultaneous,test,8,4,"[(-221, -190), (-228, -260), (71, -233), (-193, -95), (-60, -228), (234, -97), (287, -4), (191, 204)]",cccc,1,3688,"[(1, 960), (0, 400), (3, 390), (2, 680)]",960
4445,corsi,simultaneous,test,9,5,"[(-87, -8), (137, 236), (41, 279), (177, 47), (-274, 74), (193, -221), (-165, -51), (115, 141), (-2, -104), (-274, -174)]",ccccc,1,4850,"[(0, 780), (3, 690), (1, 350), (2, 620), (4, 1320)]",780
4445,corsi,simultaneous,test,10,5,"[(-106, 180), (83, -239), (124, -167), (248, 97), (152, 229), (-190, -248), (2, -37), (-50, -190), (-184, 13), (216, -139)]",ccccc,1,3890,"[(1, 1030), (2, 590), (3, 460), (4, 450), (0, 850)]",1030
4445,corsi,simultaneous,test,11,5,"[(-175, 173), (-285, -16), (-63, 233), (22, -298), (57, -156), (92, 107), (202, -232), (-252, 118), (-153, -182), (214, 123)]",ccccc,1,3720,"[(3, 810), (4, 380), (1, 680), (0, 670), (2, 670)]",810
4445,corsi,simultaneous,test,12,6,"[(-159, 105), (238, 16), (-231, 219), (39, -80), (-56, -125), (-14, -298), (73, 31), (-136, 180), (243, -71), (-46, 225), (-251, -200), (98, 240)]",cccccc,1,4832,"[(5, 820), (4, 550), (3, 590), (1, 670), (0, 830), (2, 760)]",820
4445,corsi,simultaneous,test,13,6,"[(-161, -218), (22, 270), (-152, 132), (-64, -96), (124, -224), (-255, 231), (131, -126), (275, 250), (-18, -167), (-250, 161), (-9, 41), (131, 273)]",cccccc,0,4008,"[(0, 920), (3, 420), (4, 440), (10, 1820)]",920
4445,corsi,simultaneous,test,14,6,"[(172, 284), (-139, 77), (-89, -61), (-36, -191), (297, 53), (174, -254), (-37, -271), (50, -134), (298, 279), (63, 224), (-276, -128), (168, -6)]",cccccc,0,4290,"[(5, 790), (3, 640), (2, 390), (1, 710), (9, 660)]",790
4445,corsi,simultaneous,test,15,7,"[(-231, 39), (218, -88), (-293, -156), (-224, -255), (110, 37), (-96, 182), (-99, -237), (154, -211), (169, 194), (74, 256), (14, -236), (-134, 270), (184, 55), (-92, 106)]",ccccccc,0,6400,"[(6, 750), (3, 670), (2, 420), (0, 690), (8, 3360)]",750
4445,corsi,simultaneous,test,16,7,"[(-242, -57), (199, 214), (18, 34), (243, -82), (-100, 230), (-247, 69), (127, -4), (-98, -65), (143, -253), (-44, -232), (-226, -146), (46, -64), (-19, 214), (-206, -222)]",ccccccc,0,3842,"[(3, 930), (6, 410), (2, 380), (0, 460), (5, 350), (12, 700)]",930
4445,corsi,simultaneous,test,17,7,"[(-6, 15), (148, -42), (23, 175), (-78, -150), (217, -204), (193, 73), (-299, 173), (288, -80), (23, 285), (-139, -266), (-232, -148), (-270, -34), (-161, 235), (5, -153)]",ccccccc,0,5584,"[(4, 1250), (1, 560), (5, 430), (3, 780), (0, 470), (2, 570), (12, 810)]",1250
4445,corsi,forward,practice,0,2,"[(22, -157), (223, -87), (-19, 229), (-248, 280)]",cc,1,6235,"[(0, 1951), (1, 2280)]",1951
4445,corsi,forward,test,0,2,"[(-217, -104), (-214, 227), (-54, 123), (-52, 204)]",cc,1,1734,"[(0, 930), (1, 600)]",930
4445,corsi,forward,test,1,2,"[(-243, 262), (102, 18), (-179, -182), (252, -188)]",cc,0,1272,"[(1, 1170)]",1170
4445,corsi,forward,test,2,2,"[(-130, -36), (202, -240), (247, 121), (-185, 238)]",cc,1,2224,"[(0, 780), (1, 1240)]",780
4445,corsi,forward,test,3,3,"[(-203, 180), (24, -213), (199, -196), (247, 253), (-104, 87), (-182, -96)]",ccc,1,2556,"[(0, 850), (1, 790), (2, 610)]",850
4445,corsi,forward,test,4,3,"[(-259, 243), (136, 116), (-77, -137), (-45, 183), (-213, -271), (-109, -238)]",ccc,1,2706,"[(0, 840), (1, 860), (2, 700)]",840
4445,corsi,forward,test,5,3,"[(29, -275), (-243, -2), (254, 275), (-100, 168), (3, -33), (-243, -191)]",ccc,1,2506,"[(0, 970), (1, 690), (2, 540)]",970
4445,corsi,forward,test,6,4,"[(-36, -257), (-129, -94), (-128, 254), (-79, -17), (141, 297), (-131, -253), (-210, 37), (-235, -55)]",cccc,0,3066,"[(0, 1380), (1, 850), (3, 530)]",1380
4445,corsi,forward,test,7,4,"[(-218, -129), (-72, -41), (276, 285), (102, -163), (-186, 26), (-260, 138), (106, -34), (-181, 147)]",cccc,1,3458,"[(0, 1140), (1, 530), (2, 530), (3, 850)]",1140
4445,corsi,forward,test,8,4,"[(-83, 98), (-175, 105), (158, -199), (14, -32), (263, -80), (265, 227), (-15, -235), (261, 93)]",cccc,0,1012,"[(1, 910)]",910
4445,corsi,forward,test,9,5,"[(211, -69), (-16, 194), (290, -229), (-237, -80), (-168, 30), (128, -253), (-159, -226), (-28, -24), (84, -88), (208, 156)]",ccccc,0,1302,"[(1, 1200)]",1200
4445,corsi,forward,test,10,5,"[(43, -237), (-207, -84), (14, 201), (-56, -26), (264, -291), (235, 150), (-107, -246), (44, 120), (94, -136), (-287, 211)]",ccccc,0,4627,"[(0, 980), (1, 870), (7, 2471)]",980
4445,corsi,forward,test,11,5,"[(212, -65), (-272, 196), (-190, 278), (70, -86), (60, -247), (134, -240), (-198, -287), (-159, 113), (-6, -49), (-15, -254)]",ccccc,0,3094,"[(0, 1580), (2, 1310)]",1580
4445,corsi,sequence,practice,0,2,"[(109, -63), (-79, 30), (61, 222), (294, 67)]",cx,1,3334,"[(0, 1000), (1, 330)]",1000
4445,corsi,sequence,practice,1,2,"[(-299, 147), (263, 110), (149, -280), (69, -274)]",xc,1,4234,"[(1, 1560), (0, 670)]",1560
4445,corsi,sequence,practice,2,3,"[(-243, -75), (249, 194), (-245, 237), (-153, 99), (206, 105), (231, -184)]",xcc,1,4807,"[(1, 960), (2, 570), (0, 271)]",960
4445,corsi,sequence,practice,3,3,"[(-87, 85), (-101, -204), (52, -69), (-177, -2), (3, -150), (-71, 177)]",cxc,1,4526,"[(0, 720), (2, 650), (1, 150)]",720
4445,corsi,sequence,test,0,2,"[(20, 205), (-110, -74), (-260, -54), (-297, 83)]",cx,1,2114,"[(0, 1350), (1, 560)]",1350
4445,corsi,sequence,test,1,2,"[(-151, -103), (-216, 77), (85, -284), (264, 73)]",cx,1,1634,"[(0, 970), (1, 460)]",970
4445,corsi,sequence,test,2,2,"[(-132, 279), (232, 79), (272, -77), (-295, -138)]",cx,1,1904,"[(0, 1020), (1, 680)]",1020
4445,corsi,sequence,test,3,3,"[(296, 140), (158, 54), (178, 127), (53, 156), (-79, -19), (218, -148)]",xcx,0,2314,"[(1, 1640), (2, 470)]",1640
4445,corsi,sequence,test,4,3,"[(-247, -229), (-222, -54), (-123, -98), (58, 248), (203, -6), (60, -51)]",cxx,1,2306,"[(0, 840), (1, 650), (2, 510)]",840
4445,corsi,sequence,test,5,3,"[(250, -55), (228, -137), (-8, -166), (75, 208), (-20, 117), (-208, -43)]",cxx,1,2717,"[(0, 890), (1, 491), (2, 1030)]",890
4445,corsi,sequence,test,6,4,"[(103, 51), (22, -61), (141, 170), (-69, -63), (110, -274), (87, 275), (-89, 202), (-158, 72)]",cxxc,1,5318,"[(0, 350), (3, 760), (1, 1670), (2, 860)]",350
4445,corsi,sequence,test,7,4,"[(19, -100), (78, 196), (257, -203), (-289, -160), (231, -105), (100, -75), (-160, -155), (-142, 139)]",cxcx,0,2554,"[(0, 1500), (1, 850)]",1500
4445,corsi,sequence,test,8,4,"[(-61, -184), (-78, 24), (286, 182), (81, -121), (-252, -11), (-293, 262), (-57, 251), (255, 262)]",cxcx,0,3297,"[(0, 851), (2, 1290), (3, 850)]",851
4445,corsi,sequence,test,9,5,"[(62, -65), (-119, -104), (-212, 105), (-103, 123), (140, -11), (61, 208), (96, -144), (276, 185), (185, -257), (21, -160)]",cxxcc,1,4980,"[(0, 1070), (3, 840), (4, 810), (1, 1070), (2, 680)]",1070
4445,corsi,sequence,test,10,5,"[(239, 79), (140, -16), (-254, -54), (253, -36), (-140, -83), (-113, -245), (-291, 101), (204, -290), (-206, 157), (48, 7)]",cxcxx,0,3616,"[(0, 990), (2, 1140), (4, 1180)]",990
4445,corsi,sequence,test,11,5,"[(34, 233), (-51, -259), (-268, 137), (-189, -237), (168, -102), (-65, 225), (-226, -94), (-158, 103), (170, 5), (296, -263)]",xxccx,0,3216,"[(2, 1150), (3, 630), (1, 1130)]",1150
4445,corsi,sequence,test,12,6,"[(-214, -130), (214, 122), (110, -96), (-255, -7), (49, 99), (72, -199), (-74, 114), (200, -290), (-285, 124), (-226, 246), (102, 222), (-6, -13)]",xccxcx,0,2064,"[(1, 1070), (4, 790)]",1070
4445,corsi,sequence,test,13,6,"[(-142, -158), (249, -52), (-57, 248), (-87, 4), (37, 237), (114, 170), (115, -80), (-84, 162), (-235, 238), (216, 56), (223, 239), (13, 33)]",cxcxxc,0,5339,"[(0, 860), (2, 810), (5, 1060), (7, 1311)]",860
4445,corsi,sequence,test,14,6,"[(-6, 86), (241, -210), (57, -104), (-193, 265), (125, 47), (41, 199), (-284, 236), (175, 227), (146, 133), (216, 118), (48, 290), (-183, -208)]",ccxxxc,0,962,"[(1, 860)]",860
4447,corsi,simultaneous,practice,0,2,"[(-194, -114), (255, -160), (-285, 153), (-269, -186)]",cc,1,6043,"[(0, 2330), (1, 1700)]",2330
4447,corsi,simultaneous,test,0,2,"[(153, -282), (-201, 292), (141, -30), (-130, -168)]",cc,1,2232,"[(0, 1060), (1, 961)]",1060
4447,corsi,simultaneous,test,1,2,"[(-134, 7), (74, -23), (117, 278), (-212, -166)]",cc,1,1592,"[(0, 720), (1, 660)]",720
4447,corsi,simultaneous,test,2,2,"[(212, -254), (-274, 53), (59, 269), (-167, -191)]",cc,1,2033,"[(0, 980), (1, 841)]",980
4447,corsi,simultaneous,test,3,3,"[(-140, 292), (-122, -187), (17, -288), (-81, -60), (244, -219), (298, 270)]",ccc,0,3997,"[(3, 3891)]",3891
4447,corsi,simultaneous,test,4,3,"[(19, 212), (48, -166), (-262, -116), (208, -16), (260, -189), (-244, 30)]",ccc,1,4247,"[(0, 870), (1, 2330), (2, 730)]",870
4447,corsi,simultaneous,test,5,3,"[(-185, 20), (219, 240), (20, 215), (25, -167), (-250, 187), (190, 141)]",ccc,1,2708,"[(0, 1140), (2, 531), (1, 720)]",1140
4447,corsi,simultaneous,test,6,4,"[(-154, -51), (145, 144), (293, -244), (-6, 248), (-264, 153), (-255, -295), (-51, 122), (22, -77)]",cccc,1,3123,"[(0, 790), (3, 570), (1, 611), (2, 731)]",790
4447,corsi,simultaneous,test,7,4,"[(-139, -26), (63, 131), (-163, -273), (152, 165), (-278, 37), (-22, 30), (299, -15), (114, 22)]",cccc,1,3003,"[(2, 950), (0, 580), (1, 610), (3, 440)]",950
4447,corsi,simultaneous,test,8,4,"[(-221, -190), (-228, -260), (71, -233), (-193, -95), (-60, -228), (234, -97), (287, -4), (191, 204)]",cccc,1,2653,"[(2, 900), (1, 480), (0, 350), (3, 501)]",900
4447,corsi,simultaneous,test,9,5,"[(-87, -8), (137, 236), (41, 279), (177, 47), (-274, 74), (193, -221), (-165, -51), (115, 141), (-2, -104), (-274, -174)]",ccccc,0,3158,"[(4, 1030), (0, 450), (7, 1360)]",1030
4447,corsi,simultaneous,test,10,5,"[(-106, 180), (83, -239), (124, -167), (248, 97), (152, 229), (-190, -248), (2, -37), (-50, -190), (-184, 13), (216, -139)]",ccccc,1,3908,"[(1, 1311), (2, 270), (3, 550), (4, 601), (0, 650)]",1311
4447,corsi,simultaneous,test,11,5,"[(-175, 173), (-285, -16), (-63, 233), (22, -298), (57, -156), (92, 107), (202, -232), (-252, 118), (-153, -182), (214, 123)]",ccccc,1,3469,"[(1, 860), (0, 640), (2, 490), (4, 550), (3, 400)]",860
4447,corsi,simultaneous,test,12,6,"[(-159, 105), (238, 16), (-231, 219), (39, -80), (-56, -125), (-14, -298), (73, 31), (-136, 180), (243, -71), (-46, 225), (-251, -200), (98, 240)]",cccccc,0,4546,"[(5, 1070), (4, 620), (3, 411), (1, 470), (2, 1030), (7, 310)]",1070
4447,corsi,simultaneous,test,13,6,"[(-161, -218), (22, 270), (-152, 132), (-64, -96), (124, -224), (-255, 231), (131, -126), (275, 250), (-18, -167), (-250, 161), (-9, 41), (131, 273)]",cccccc,0,2201,"[(0, 1200), (9, 790)]",1200
4447,corsi,simultaneous,test,14,6,"[(172, 284), (-139, 77), (-89, -61), (-36, -191), (297, 53), (174, -254), (-37, -271), (50, -134), (298, 279), (63, 224), (-276, -128), (168, -6)]",cccccc,0,7615,"[(3, 850), (2, 360), (1, 430), (5, 560), (0, 540), (8, 4241)]",850
4447,corsi,forward,practice,0,2,"[(22, -157), (223, -87), (-19, 229), (-248, 280)]",cc,1,3633,"[(0, 720), (1, 900)]",720
4447,corsi,forward,test,0,2,"[(-217, -104), (-214, 227), (-54, 123), (-52, 204)]",cc,1,1772,"[(0, 830), (1, 730)]",830
4447,corsi,forward,test,1,2,"[(-243, 262), (102, 18), (-179, -182), (252, -188)]",cc,1,1493,"[(0, 841), (1, 440)]",841
4447,corsi,forward,test,2,2,"[(-130, -36), (202, -240), (247, 121), (-185, 238)]",cc,1,1871,"[(0, 1080), (1, 581)]",1080
4447,corsi,forward,test,3,3,"[(-203, 180), (24, -213), (199, -196), (247, 253), (-104, 87), (-182, -96)]",ccc,1,2388,"[(0, 1051), (1, 640), (2, 380)]",1051
4447,corsi,forward,test,4,3,"[(-259, 243), (136, 116), (-77, -137), (-45, 183), (-213, -271), (-109, -238)]",ccc,0,1135,"[(2, 1030)]",1030
4447,corsi,forward,test,5,3,"[(29, -275), (-243, -2), (254, 275), (-100, 168), (3, -33), (-243, -191)]",ccc,1,2667,"[(0, 920), (1, 721), (2, 710)]",920
4447,corsi,forward,test,6,4,"[(-36, -257), (-129, -94), (-128, 254), (-79, -17), (141, 297), (-131, -253), (-210, 37), (-235, -55)]",cccc,1,3213,"[(0, 960), (1, 570), (2, 721), (3, 540)]",960
4447,corsi,forward,test,7,4,"[(-218, -129), (-72, -41), (276, 285), (102, -163), (-186, 26), (-260, 138), (106, -34), (-181, 147)]",cccc,1,3013,"[(0, 890), (1, 490), (2, 590), (3, 620)]",890
4447,corsi,forward,test,8,4,"[(-83, 98), (-175, 105), (158, -199), (14, -32), (263, -80), (265, 227), (-15, -235), (261, 93)]",cccc,0,1036,"[(1, 930)]",930
4447,corsi,forward,test,9,5,"[(211, -69), (-16, 194), (290, -229), (-237, -80), (-168, 30), (128, -253), (-159, -226), (-28, -24), (84, -88), (208, 156)]",ccccc,0,3132,"[(0, 840), (1, 611), (2, 690), (4, 570)]",840
4447,corsi,forward,test,10,5,"[(43, -237), (-207, -84), (14, 201), (-56, -26), (264, -291), (235, 150), (-107, -246), (44, 120), (94, -136), (-287, 211)]",ccccc,0,3603,"[(0, 1150), (1, 640), (2, 530), (4, 370)]",1150
4447,corsi,forward,test,11,5,"[(212, -65), (-272, 196), (-190, 278), (70, -86), (60, -247), (134, -240), (-198, -287), (-159, 113), (-6, -49), (-15, -254)]",ccccc,0,3372,"[(0, 950), (1, 720), (2, 550), (7, 370)]",950
4447,corsi,sequence,practice,0,2,"[(109, -63), (-79, 30), (61, 222), (294, 67)]",cx,1,4254,"[(0, 1660), (1, 581)]",1660
4447,corsi,sequence,practice,1,2,"[(-299, 147), (263, 110), (149, -280), (69, -274)]",xc,1,4403,"[(1, 360), (0, 1070)]",360
4447,corsi,sequence,practice,2,3,"[(-243, -75), (249, 194), (-245, 237), (-153, 99), (206, 105), (231, -184)]",xcc,1,5100,"[(1, 1170), (2, 510), (0, 400)]",1170
4447,corsi,sequence,practice,3,3,"[(-87, 85), (-101, -204), (52, -69), (-177, -2), (3, -150), (-71, 177)]",cxc,0,1606,"[(2, 600)]",600
4447,corsi,sequence,test,0,2,"[(20, 205), (-110, -74), (-260, -54), (-297, 83)]",cx,1,3252,"[(0, 2160), (1, 880)]",2160
4447,corsi,sequence,test,1,2,"[(-151, -103), (-216, 77), (85, -284), (264, 73)]",cx,1,2492,"[(0, 1740), (1, 540)]",1740
4447,corsi,sequence,test,2,2,"[(-132, 279), (232, 79), (272, -77), (-295, -138)]",cx,0,896,"[(3, 790)]",790
4447,corsi,sequence,test,3,3,"[(296, 140), (158, 54), (178, 127), (53, 156), (-79, -19), (218, -148)]",xcx,1,2097,"[(1, 960), (0, 450), (2, 370)]",960
4447,corsi,sequence,test,4,3,"[(-247, -229), (-222, -54), (-123, -98), (58, 248), (203, -6), (60, -51)]",cxx,1,2207,"[(0, 950), (1, 550), (2, 390)]",950
4447,corsi,sequence,test,5,3,"[(250, -55), (228, -137), (-8, -166), (75, 208), (-20, 117), (-208, -43)]",cxx,1,2007,"[(0, 780), (1, 400), (2, 510)]",780
4447,corsi,sequence,test,6,4,"[(103, 51), (22, -61), (141, 170), (-69, -63), (110, -274), (87, 275), (-89, 202), (-158, 72)]",cxxc,0,926,"[(1, 821)]",821
4447,corsi,sequence,test,7,4,"[(19, -100), (78, 196), (257, -203), (-289, -160), (231, -105), (100, -75), (-160, -155), (-142, 139)]",cxcx,0,3902,"[(0, 3410), (5, 280)]",3410
4447,corsi,sequence,test,8,4,"[(-61, -184), (-78, 24), (286, 182), (81, -121), (-252, -11), (-293, 262), (-57, 251), (255, 262)]",cxcx,0,1530,"[(0, 950), (1, 370)]",950
4448,corsi,simultaneous,practice,0,2,"[(-194, -114), (255, -160), (-285, 153), (-269, -186)]",cc,1,6568,"[(0, 3941), (1, 600)]",3941
4448,corsi,simultaneous,test,0,2,"[(153, -282), (-201, 292), (141, -30), (-130, -168)]",cc,1,2301,"[(0, 960), (1, 1130)]",960
4448,corsi,simultaneous,test,1,2,"[(-134, 7), (74, -23), (117, 278), (-212, -166)]",cc,1,2321,"[(0, 1330), (1, 780)]",1330
4448,corsi,simultaneous,test,2,2,"[(212, -254), (-274, 53), (59, 269), (-167, -191)]",cc,1,2711,"[(1, 1530), (0, 970)]",1530
4448,corsi,simultaneous,test,3,3,"[(-140, 292), (-122, -187), (17, -288), (-81, -60), (244, -219), (298, 270)]",ccc,1,2737,"[(2, 690), (1, 720), (0, 1010)]",690
4448,corsi,simultaneous,test,4,3,"[(19, 212), (48, -166), (-262, -116), (208, -16), (260, -189), (-244, 30)]",ccc,1,3107,"[(2, 850), (1, 630), (0, 530)]",850
4448,corsi,simultaneous,test,5,3,"[(-185, 20), (219, 240), (20, 215), (25, -167), (-250, 187), (190, 141)]",ccc,1,2417,"[(0, 1020), (2, 560), (1, 520)]",1020
4448,corsi,simultaneous,test,6,4,"[(-154, -51), (145, 144), (293, -244), (-6, 248), (-264, 153), (-255, -295), (-51, 122), (22, -77)]",cccc,1,2965,"[(0, 931), (3, 540), (1, 530), (2, 540)]",931
4448,corsi,simultaneous,test,7,4,"[(-139, -26), (63, 131), (-163, -273), (152, 165), (-278, 37), (-22, 30), (299, -15), (114, 22)]",cccc,1,3319,"[(2, 1300), (0, 580), (1, 740), (3, 280)]",1300
4448,corsi,simultaneous,test,8,4,"[(-221, -190), (-228, -260), (71, -233), (-193, -95), (-60, -228), (234, -97), (287, -4), (191, 204)]",cccc,1,2761,"[(1, 790), (0, 400), (3, 620), (2, 530)]",790
4448,corsi,simultaneous,test,9,5,"[(-87, -8), (137, 236), (41, 279), (177, 47), (-274, 74), (193, -221), (-165, -51), (115, 141), (-2, -104), (-274, -174)]",ccccc,1,3810,"[(4, 940), (0, 570), (3, 840), (1, 530), (2, 400)]",940
4448,corsi,simultaneous,test,10,5,"[(-106, 180), (83, -239), (124, -167), (248, 97), (152, 229), (-190, -248), (2, -37), (-50, -190), (-184, 13), (216, -139)]",ccccc,1,3599,"[(1, 950), (2, 400), (3, 620), (4, 570), (0, 530)]",950
4448,corsi,simultaneous,test,11,5,"[(-175, 173), (-285, -16), (-63, 233), (22, -298), (57, -156), (92, 107), (202, -232), (-252, 118), (-153, -182), (214, 123)]",ccccc,1,4470,"[(3, 740), (4, 460), (1, 1090), (0, 760), (2, 440)]",740
4448,corsi,simultaneous,test,12,6,"[(-159, 105), (238, 16), (-231, 219), (39, -80), (-56, -125), (-14, -298), (73, 31), (-136, 180), (243, -71), (-46, 225), (-251, -200), (98, 240)]",cccccc,0,2227,"[(5, 930), (4, 420), (6, 560)]",930
4448,corsi,simultaneous,test,13,6,"[(-161, -218), (22, 270), (-152, 132), (-64, -96), (124, -224), (-255, 231), (131, -126), (275, 250), (-18, -167), (-250, 161), (-9, 41), (131, 273)]",cccccc,0,7615,"[(0, 960), (3, 200), (2, 800), (1, 470), (5, 760), (9, 3390)]",960
4448,corsi,simultaneous,test,14,6,"[(172, 284), (-139, 77), (-89, -61), (-36, -191), (297, 53), (174, -254), (-37, -271), (50, -134), (298, 279), (63, 224), (-276, -128), (168, -6)]",cccccc,0,3384,"[(3, 931), (2, 470), (1, 310), (8, 790)]",931
4448,corsi,forward,practice,0,2,"[(22, -157), (223, -87), (-19, 229), (-248, 280)]",cc,1,3204,"[(0, 1050), (1, 140)]",1050
4448,corsi,forward,test,0,2,"[(-217, -104), (-214, 227), (-54, 123), (-52, 204)]",cc,1,2112,"[(0, 1161), (1, 740)]",1161
4448,corsi,forward,test,1,2,"[(-243, 262), (102, 18), (-179, -182), (252, -188)]",cc,1,2142,"[(0, 940), (1, 990)]",940
4448,corsi,forward,test,2,2,"[(-130, -36), (202, -240), (247, 121), (-185, 238)]",cc,1,1703,"[(0, 701), (1, 790)]",701
4448,corsi,forward,test,3,3,"[(-203, 180), (24, -213), (199, -196), (247, 253), (-104, 87), (-182, -96)]",ccc,1,2588,"[(0, 870), (1, 720), (2, 680)]",870
4448,corsi,forward,test,4,3,"[(-259, 243), (136, 116), (-77, -137), (-45, 183), (-213, -271), (-109, -238)]",ccc,1,2838,"[(0, 1260), (1, 640), (2, 620)]",1260
4448,corsi,forward,test,5,3,"[(29, -275), (-243, -2), (254, 275), (-100, 168), (3, -33), (-243, -191)]",ccc,1,3507,"[(0, 1220), (1, 960), (2, 1010)]",1220
4448,corsi,forward,test,6,4,"[(-36, -257), (-129, -94), (-128, 254), (-79, -17), (141, 297), (-131, -253), (-210, 37), (-235, -55)]",cccc,0,1851,"[(0, 1050), (3, 590)]",1050
4448,corsi,forward,test,7,4,"[(-218, -129), (-72, -41), (276, 285), (102, -163), (-186, 26), (-260, 138), (106, -34), (-181, 147)]",cccc,1,4684,"[(0, 970), (1, 510), (2, 980), (3, 740)]",970
4448,corsi,forward,test,8,4,"[(-83, 98), (-175, 105), (158, -199), (14, -32), (263, -80), (265, 227), (-15, -235), (261, 93)]",cccc,1,2754,"[(0, 740), (1, 430), (2, 730), (3, 430)]",740
4448,corsi,forward,test,9,5,"[(211, -69), (-16, 194), (290, -229), (-237, -80), (-168, 30), (128, -253), (-159, -226), (-28, -24), (84, -88), (208, 156)]",ccccc,0,1176,"[(2, 1070)]",1070
4448,corsi,forward,test,10,5,"[(43, -237), (-207, -84), (14, 201), (-56, -26), (264, -291), (235, 150), (-107, -246), (44, 120), (94, -136), (-287, 211)]",ccccc,0,2367,"[(0, 700), (1, 590), (7, 760)]",700
4448,corsi,forward,test,11,5,"[(212, -65), (-272, 196), (-190, 278), (70, -86), (60, -247), (134, -240), (-198, -287), (-159, 113), (-6, -49), (-15, -254)]",ccccc,0,1872,"[(0, 720), (7, 940)]",720
4448,corsi,sequence,practice,0,2,"[(109, -63), (-79, 30), (61, 222), (294, 67)]",cx,1,3762,"[(0, 870), (1, 880)]",870
4448,corsi,sequence,practice,1,2,"[(-299, 147), (263, 110), (149, -280), (69, -274)]",xc,0,1987,"[(0, 970)]",970
4448,corsi,sequence,practice,2,3,"[(-243, -75), (249, 194), (-245, 237), (-153, 99), (206, 105), (231, -184)]",xcc,1,4971,"[(1, 900), (2, 760), (0, 290)]",900
4448,corsi,sequence,practice,3,3,"[(-87, 85), (-101, -204), (52, -69), (-177, -2), (3, -150), (-71, 177)]",cxc,1,4831,"[(0, 660), (2, 680), (1, 470)]",660
4448,corsi,sequence,test,0,2,"[(20, 205), (-110, -74), (-260, -54), (-297, 83)]",cx,1,1771,"[(0, 950), (1, 610)]",950
4448,corsi,sequence,test,1,2,"[(-151, -103), (-216, 77), (85, -284), (264, 73)]",cx,1,2601,"[(0, 1460), (1, 930)]",1460
4448,corsi,sequence,test,2,2,"[(-132, 279), (232, 79), (272, -77), (-295, -138)]",cx,1,2411,"[(0, 1130), (1, 1070)]",1130
4448,corsi,sequence,test,3,3,"[(296, 140), (158, 54), (178, 127), (53, 156), (-79, -19), (218, -148)]",xcx,0,2432,"[(1, 1461), (2, 760)]",1461
4448,corsi,sequence,test,4,3,"[(-247, -229), (-222, -54), (-123, -98), (58, 248), (203, -6), (60, -51)]",cxx,1,2737,"[(0, 1290), (1, 660), (2, 470)]",1290
4448,corsi,sequence,test,5,3,"[(250, -55), (228, -137), (-8, -166), (75, 208), (-20, 117), (-208, -43)]",cxx,1,3817,"[(0, 2050), (1, 660), (2, 790)]",2050
4448,corsi,sequence,test,6,4,"[(103, 51), (22, -61), (141, 170), (-69, -63), (110, -274), (87, 275), (-89, 202), (-158, 72)]",cxxc,1,4055,"[(0, 660), (3, 1441), (1, 870), (2, 660)]",660
4448,corsi,sequence,test,7,4,"[(19, -100), (78, 196), (257, -203), (-289, -160), (231, -105), (100, -75), (-160, -155), (-142, 139)]",cxcx,1,6221,"[(0, 1000), (2, 2710), (1, 1150), (3, 940)]",1000
4448,corsi,sequence,test,8,4,"[(-61, -184), (-78, 24), (286, 182), (81, -121), (-252, -11), (-293, 262), (-57, 251), (255, 262)]",cxcx,1,4293,"[(0, 1210), (2, 1030), (1, 990), (3, 640)]",1210
4448,corsi,sequence,test,9,5,"[(62, -65), (-119, -104), (-212, 105), (-103, 123), (140, -11), (61, 208), (96, -144), (276, 185), (185, -257), (21, -160)]",cxxcc,1,4111,"[(0, 810), (3, 750), (4, 620), (1, 610), (2, 790)]",810
4448,corsi,sequence,test,10,5,"[(239, 79), (140, -16), (-254, -54), (253, -36), (-140, -83), (-113, -245), (-291, 101), (204, -290), (-206, 157), (48, 7)]",cxcxx,0,5759,"[(0, 831), (2, 1430), (3, 3180)]",831
4448,corsi,sequence,test,11,5,"[(34, 233), (-51, -259), (-268, 137), (-189, -237), (168, -102), (-65, 225), (-226, -94), (-158, 103), (170, 5), (296, -263)]",xxccx,0,5907,"[(2, 2530), (3, 1150), (1, 1910)]",2530
