,overall_ntrials,overall_ncorrect,overall_rt_mean,overall_rt_mean_outrmvd,overall_rt_outrmvd,happy_ntrials,happy_ncorrect,happy_rt_mean,happy_rt_mean_outrmvd,happy_rt_outrmvd,happy_female_ntrials,happy_female_ncorrect,happy_female_rt_mean,happy_female_rt_mean_outrmvd,happy_female_rt_outrmvd,happy_female_strong_ntrials,happy_female_strong_ncorrect,happy_female_strong_rt_mean,happy_female_strong_rt_mean_outrmvd,happy_female_strong_rt_outrmvd,happy_female_weak_ntrials,happy_female_weak_ncorrect,happy_female_weak_rt_mean,happy_female_weak_rt_mean_outrmvd,happy_female_weak_rt_outrmvd,happy_male_ntrials,happy_male_ncorrect,happy_male_rt_mean,happy_male_rt_mean_outrmvd,happy_male_rt_outrmvd,happy_male_strong_ntrials,happy_male_strong_ncorrect,happy_male_strong_rt_mean,happy_male_strong_rt_mean_outrmvd,happy_male_strong_rt_outrmvd,happy_male_weak_ntrials,happy_male_weak_ncorrect,happy_male_weak_rt_mean,happy_male_weak_rt_mean_outrmvd,happy_male_weak_rt_outrmvd,afraid_ntrials,afraid_ncorrect,afraid_rt_mean,afraid_rt_mean_outrmvd,afraid_rt_outrmvd,afraid_female_ntrials,afraid_female_ncorrect,afraid_female_rt_mean,afraid_female_rt_mean_outrmvd,afraid_female_rt_outrmvd,afraid_female_strong_ntrials,afraid_female_strong_ncorrect,afraid_female_strong_rt_mean,afraid_female_strong_rt_mean_outrmvd,afraid_female_strong_rt_outrmvd,afraid_female_weak_ntrials,afraid_female_weak_ncorrect,afraid_female_weak_rt_mean,afraid_female_weak_rt_mean_outrmvd,afraid_female_weak_rt_outrmvd,afraid_male_ntrials,afraid_male_ncorrect,afraid_male_rt_mean,afraid_male_rt_mean_outrmvd,afraid_male_rt_outrmvd,afraid_male_strong_ntrials,afraid_male_strong_ncorrect,afraid_male_strong_rt_mean,afraid_male_strong_rt_mean_outrmvd,afraid_male_strong_rt_outrmvd,afraid_male_weak_ntrials,afraid_male_weak_ncorrect,afraid_male_weak_rt_mean,afraid_male_weak_rt_mean_outrmvd,afraid_male_weak_rt_outrmvd,angry_ntrials,angry_ncorrect,angry_rt_mean,angry_rt_mean_outrmvd,angry_rt_outrmvd,angry_male_ntrials,angry_male_ncorrect,angry_male_rt_mean,angry_male_rt_mean_outrmvd,angry_male_rt_outrmvd,angry_male_weak_ntrials,angry_male_weak_ncorrect,angry_male_weak_rt_mean,angry_male_weak_rt_mean_outrmvd,angry_male_weak_rt_outrmvd,angry_male_strong_ntrials,angry_male_strong_ncorrect,angry_male_strong_rt_mean,angry_male_strong_rt_mean_outrmvd,angry_male_strong_rt_outrmvd,angry_female_ntrials,angry_female_ncorrect,angry_female_rt_mean,angry_female_rt_mean_outrmvd,angry_female_rt_outrmvd,angry_female_weak_ntrials,angry_female_weak_ncorrect,angry_female_weak_rt_mean,angry_female_weak_rt_mean_outrmvd,angry_female_weak_rt_outrmvd,angry_female_strong_ntrials,angry_female_strong_ncorrect,angry_female_strong_rt_mean,angry_female_strong_rt_mean_outrmvd,angry_female_strong_rt_outrmvd,neutral_ntrials,neutral_ncorrect,neutral_rt_mean,neutral_rt_mean_outrmvd,neutral_rt_outrmvd,neutral_female_ntrials,neutral_female_ncorrect,neutral_female_rt_mean,neutral_female_rt_mean_outrmvd,neutral_female_rt_outrmvd,neutral_male_ntrials,neutral_male_ncorrect,neutral_male_rt_mean,neutral_male_rt_mean_outrmvd,neutral_male_rt_outrmvd,sad_ntrials,sad_ncorrect,sad_rt_mean,sad_rt_mean_outrmvd,sad_rt_outrmvd,sad_female_ntrials,sad_female_ncorrect,sad_female_rt_mean,sad_female_rt_mean_outrmvd,sad_female_rt_outrmvd,sad_female_strong_ntrials,sad_female_strong_ncorrect,sad_female_strong_rt_mean,sad_female_strong_rt_mean_outrmvd,sad_female_strong_rt_outrmvd,sad_female_weak_ntrials,sad_female_weak_ncorrect,sad_female_weak_rt_mean,sad_female_weak_rt_mean_outrmvd,sad_female_weak_rt_outrmvd,sad_male_ntrials,sad_male_ncorrect,sad_male_rt_mean,sad_male_rt_mean_outrmvd,sad_male_rt_outrmvd,sad_male_weak_ntrials,sad_male_weak_ncorrect,sad_male_weak_rt_mean,sad_male_weak_rt_mean_outrmvd,sad_male_weak_rt_outrmvd,sad_male_strong_ntrials,sad_male_strong_ncorrect,sad_male_strong_rt_mean,sad_male_strong_rt_mean_outrmvd,sad_male_strong_rt_outrmvd,group
4381,40.0,31.0,3628.90322581,3628.90322581,0.0,8.0,8.0,2661.375,2661.375,0.0,4.0,4.0,1265.0,1265.0,0.0,2.0,2.0,1360.0,1360.0,0.0,2.0,2.0,1170.0,1170.0,0.0,4.0,4.0,4057.75,4057.75,0.0,2.0,2.0,1105.0,1105.0,0.0,2.0,2.0,7010.5,7010.5,0.0,8.0,5.0,5054.2,5054.2,0.0,4.0,2.0,2200.0,2200.0,0.0,2.0,1.0,2610.0,,1.0,2.0,1.0,1790.0,,1.0,4.0,3.0,6957.0,6957.0,0.0,2.0,2.0,7135.5,7135.5,0.0,2.0,1.0,6600.0,,1.0,8.0,6.0,4597.0,4597.0,0.0,4.0,3.0,4623.66666667,4623.66666667,0.0,2.0,1.0,11141.0,,1.0,2.0,2.0,1365.0,1365.0,0.0,4.0,3.0,4570.33333333,4570.33333333,0.0,2.0,1.0,10981.0,,1.0,2.0,2.0,1365.0,1365.0,0.0,8.0,4.0,5632.75,5632.75,0.0,4.0,3.0,5903.66666667,5903.66666667,0.0,4.0,1.0,4820.0,,1.0,8.0,8.0,1977.625,1977.625,0.0,4.0,4.0,2135.25,2135.25,0.0,2.0,2.0,1760.0,1760.0,0.0,2.0,2.0,2510.5,2510.5,0.0,4.0,4.0,1820.0,1820.0,0.0,2.0,2.0,1510.0,1510.0,0.0,2.0,2.0,2130.0,2130.0,0.0,0.0
4382,40.0,36.0,2605.77777778,2605.77777778,0.0,8.0,8.0,1638.75,1638.75,0.0,4.0,4.0,1677.5,1677.5,0.0,2.0,2.0,1725.0,1725.0,0.0,2.0,2.0,1630.0,1630.0,0.0,4.0,4.0,1600.0,1600.0,0.0,2.0,2.0,1910.0,1910.0,0.0,2.0,2.0,1290.0,1290.0,0.0,8.0,7.0,3936.28571429,3936.28571429,0.0,4.0,3.0,4687.66666667,4687.66666667,0.0,2.0,2.0,3975.0,3975.0,0.0,2.0,1.0,6113.0,,1.0,4.0,4.0,3372.75,3372.75,0.0,2.0,2.0,4435.0,4435.0,0.0,2.0,2.0,2310.5,2310.5,0.0,8.0,7.0,2357.42857143,2357.42857143,0.0,4.0,3.0,2720.0,2720.0,0.0,2.0,1.0,5210.0,,1.0,2.0,2.0,1475.0,1475.0,0.0,4.0,4.0,2085.5,2085.5,0.0,2.0,2.0,2670.5,2670.5,0.0,2.0,2.0,1500.5,1500.5,0.0,8.0,6.0,2270.16666667,2270.16666667,0.0,4.0,3.0,1730.0,1730.0,0.0,4.0,3.0,2810.33333333,2810.33333333,0.0,8.0,8.0,2877.625,2877.625,0.0,4.0,4.0,3042.5,3042.5,0.0,2.0,2.0,4660.0,4660.0,0.0,2.0,2.0,1425.0,1425.0,0.0,4.0,4.0,2712.75,2712.75,0.0,2.0,2.0,4275.5,4275.5,0.0,2.0,2.0,1150.0,1150.0,0.0,1.0
4383,40.0,32.0,1923.8125,1923.8125,0.0,8.0,8.0,1702.625,1702.625,0.0,4.0,4.0,1670.0,1670.0,0.0,2.0,2.0,2115.0,2115.0,0.0,2.0,2.0,1225.0,1225.0,0.0,4.0,4.0,1735.25,1735.25,0.0,2.0,2.0,1715.5,1715.5,0.0,2.0,2.0,1755.0,1755.0,0.0,8.0,8.0,2117.5,2117.5,0.0,4.0,4.0,2545.0,2545.0,0.0,2.0,2.0,2805.0,2805.0,0.0,2.0,2.0,2285.0,2285.0,0.0,4.0,4.0,1690.0,1690.0,0.0,2.0,2.0,1660.0,1660.0,0.0,2.0,2.0,1720.0,1720.0,0.0,8.0,4.0,2657.75,2657.75,0.0,4.0,1.0,1410.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,1410.0,,1.0,4.0,3.0,3073.66666667,3073.66666667,0.0,2.0,2.0,3270.5,3270.5,0.0,2.0,1.0,2680.0,,1.0,8.0,8.0,1570.0,1570.0,0.0,4.0,4.0,1875.0,1875.0,0.0,4.0,4.0,1265.0,1265.0,0.0,8.0,4.0,1952.5,1952.5,0.0,4.0,2.0,2010.0,2010.0,0.0,2.0,1.0,1950.0,,1.0,2.0,1.0,2070.0,,1.0,4.0,2.0,1895.0,1895.0,0.0,2.0,1.0,2170.0,,1.0,2.0,1.0,1620.0,,1.0,0.0
4384,40.0,30.0,2854.46666667,2716.65517241,1.0,8.0,8.0,2458.875,2458.875,0.0,4.0,4.0,2652.5,2652.5,0.0,2.0,2.0,2215.0,2215.0,0.0,2.0,2.0,3090.0,3090.0,0.0,4.0,4.0,2265.25,2265.25,0.0,2.0,2.0,2460.0,2460.0,0.0,2.0,2.0,2070.5,2070.5,0.0,8.0,3.0,5260.33333333,5260.33333333,0.0,4.0,2.0,6350.5,6350.5,0.0,2.0,1.0,6851.0,,1.0,2.0,1.0,5850.0,,1.0,4.0,1.0,3080.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,3080.0,,1.0,8.0,7.0,2708.71428571,2708.71428571,0.0,4.0,4.0,2417.5,2417.5,0.0,2.0,2.0,2910.0,2910.0,0.0,2.0,2.0,1925.0,1925.0,0.0,4.0,3.0,3097.0,3097.0,0.0,2.0,1.0,3811.0,,1.0,2.0,2.0,2740.0,2740.0,0.0,8.0,6.0,2155.0,2155.0,0.0,4.0,3.0,1843.33333333,1843.33333333,0.0,4.0,3.0,2466.66666667,2466.66666667,0.0,8.0,6.0,3048.5,3048.5,0.0,4.0,4.0,3605.25,3605.25,0.0,2.0,2.0,3360.5,3360.5,0.0,2.0,2.0,3850.0,3850.0,0.0,4.0,2.0,1935.0,1935.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1935.0,1935.0,0.0,1.0
4385,40.0,29.0,3011.24137931,2738.78571429,1.0,8.0,8.0,2915.0,2915.0,0.0,4.0,4.0,3965.0,3965.0,0.0,2.0,2.0,6075.0,6075.0,0.0,2.0,2.0,1855.0,1855.0,0.0,4.0,4.0,1865.0,1865.0,0.0,2.0,2.0,1505.0,1505.0,0.0,2.0,2.0,2225.0,2225.0,0.0,8.0,4.0,5155.25,5155.25,0.0,4.0,2.0,5505.0,5505.0,0.0,2.0,1.0,3400.0,,1.0,2.0,1.0,7610.0,,1.0,4.0,2.0,4805.5,4805.5,0.0,2.0,1.0,3891.0,,1.0,2.0,1.0,5720.0,,1.0,8.0,4.0,3330.25,3330.25,0.0,4.0,1.0,1770.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,1770.0,,1.0,4.0,3.0,3850.33333333,3850.33333333,0.0,2.0,1.0,4930.0,,1.0,2.0,2.0,3310.5,3310.5,0.0,8.0,7.0,1667.42857143,1667.42857143,0.0,4.0,4.0,1635.5,1635.5,0.0,4.0,3.0,1710.0,1710.0,0.0,8.0,6.0,3065.33333333,3065.33333333,0.0,4.0,2.0,2710.5,2710.5,0.0,2.0,2.0,2710.5,2710.5,0.0,2.0,0.0,,,0.0,4.0,4.0,3242.75,3242.75,0.0,2.0,2.0,3240.5,3240.5,0.0,2.0,2.0,3245.0,3245.0,0.0,1.0
4386,40.0,29.0,2629.86206897,2629.86206897,0.0,8.0,8.0,2657.875,2657.875,0.0,4.0,4.0,2575.5,2575.5,0.0,2.0,2.0,3016.0,3016.0,0.0,2.0,2.0,2135.0,2135.0,0.0,4.0,4.0,2740.25,2740.25,0.0,2.0,2.0,2960.5,2960.5,0.0,2.0,2.0,2520.0,2520.0,0.0,8.0,8.0,2371.5,2371.5,0.0,4.0,4.0,2887.75,2887.75,0.0,2.0,2.0,3670.0,3670.0,0.0,2.0,2.0,2105.5,2105.5,0.0,4.0,4.0,1855.25,1855.25,0.0,2.0,2.0,1770.5,1770.5,0.0,2.0,2.0,1940.0,1940.0,0.0,8.0,6.0,2835.0,2835.0,0.0,4.0,3.0,2820.0,2820.0,0.0,2.0,1.0,2480.0,,1.0,2.0,2.0,2990.0,2990.0,0.0,4.0,3.0,2850.0,2850.0,0.0,2.0,1.0,3830.0,,1.0,2.0,2.0,2360.0,2360.0,0.0,8.0,0.0,,,0.0,4.0,0.0,,,0.0,4.0,0.0,,,0.0,8.0,7.0,2717.28571429,2717.28571429,0.0,4.0,3.0,2843.33333333,2843.33333333,0.0,2.0,1.0,3700.0,,1.0,2.0,2.0,2415.0,2415.0,0.0,4.0,4.0,2622.75,2622.75,0.0,2.0,2.0,2315.5,2315.5,0.0,2.0,2.0,2930.0,2930.0,0.0,0.0
4388,40.0,33.0,3082.96969697,3082.96969697,0.0,8.0,8.0,2776.625,2776.625,0.0,4.0,4.0,4070.5,4070.5,0.0,2.0,2.0,5506.0,5506.0,0.0,2.0,2.0,2635.0,2635.0,0.0,4.0,4.0,1482.75,1482.75,0.0,2.0,2.0,1445.0,1445.0,0.0,2.0,2.0,1520.5,1520.5,0.0,8.0,6.0,2771.83333333,2771.83333333,0.0,4.0,3.0,2820.0,2820.0,0.0,2.0,1.0,2330.0,,1.0,2.0,2.0,3065.0,3065.0,0.0,4.0,3.0,2723.66666667,2723.66666667,0.0,2.0,2.0,1690.5,1690.5,0.0,2.0,1.0,4790.0,,1.0,8.0,5.0,4154.4,4154.4,0.0,4.0,2.0,2160.0,2160.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2160.0,2160.0,0.0,4.0,3.0,5484.0,5484.0,0.0,2.0,1.0,4971.0,,1.0,2.0,2.0,5740.5,5740.5,0.0,8.0,8.0,1600.0,1600.0,0.0,4.0,4.0,1665.0,1665.0,0.0,4.0,4.0,1535.0,1535.0,0.0,8.0,6.0,4887.0,4887.0,0.0,4.0,4.0,4660.5,4660.5,0.0,2.0,2.0,4415.0,4415.0,0.0,2.0,2.0,4906.0,4906.0,0.0,4.0,2.0,5340.0,5340.0,0.0,2.0,1.0,8440.0,,1.0,2.0,1.0,2240.0,,1.0,0.0
4389,40.0,33.0,1467.39393939,1334.8125,1.0,8.0,8.0,1181.25,1181.25,0.0,4.0,4.0,1302.5,1302.5,0.0,2.0,2.0,1055.0,1055.0,0.0,2.0,2.0,1550.0,1550.0,0.0,4.0,4.0,1060.0,1060.0,0.0,2.0,2.0,1150.0,1150.0,0.0,2.0,2.0,970.0,970.0,0.0,8.0,8.0,1468.875,1468.875,0.0,4.0,4.0,1622.5,1622.5,0.0,2.0,2.0,1895.0,1895.0,0.0,2.0,2.0,1350.0,1350.0,0.0,4.0,4.0,1315.25,1315.25,0.0,2.0,2.0,1275.5,1275.5,0.0,2.0,2.0,1355.0,1355.0,0.0,8.0,3.0,1874.0,1874.0,0.0,4.0,1.0,1881.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,1881.0,,1.0,4.0,2.0,1870.5,1870.5,0.0,2.0,1.0,1371.0,,1.0,2.0,1.0,2370.0,,1.0,8.0,8.0,995.0,995.0,0.0,4.0,4.0,780.0,780.0,0.0,4.0,4.0,1210.0,1210.0,0.0,8.0,6.0,2273.5,2273.5,0.0,4.0,3.0,2836.66666667,2836.66666667,0.0,2.0,2.0,3595.0,3595.0,0.0,2.0,1.0,1320.0,,1.0,4.0,3.0,1710.33333333,1710.33333333,0.0,2.0,2.0,1715.5,1715.5,0.0,2.0,1.0,1700.0,,1.0,0.0
4390,40.0,33.0,2168.96969697,2168.96969697,0.0,8.0,8.0,1920.375,1920.375,0.0,4.0,4.0,2080.5,2080.5,0.0,2.0,2.0,2575.5,2575.5,0.0,2.0,2.0,1585.5,1585.5,0.0,4.0,4.0,1760.25,1760.25,0.0,2.0,2.0,1620.5,1620.5,0.0,2.0,2.0,1900.0,1900.0,0.0,8.0,6.0,2640.16666667,2640.16666667,0.0,4.0,3.0,2530.33333333,2530.33333333,0.0,2.0,2.0,2915.5,2915.5,0.0,2.0,1.0,1760.0,,1.0,4.0,3.0,2750.0,2750.0,0.0,2.0,2.0,2180.0,2180.0,0.0,2.0,1.0,3890.0,,1.0,8.0,6.0,2413.33333333,2413.33333333,0.0,4.0,3.0,2463.33333333,2463.33333333,0.0,2.0,1.0,4400.0,,1.0,2.0,2.0,1495.0,1495.0,0.0,4.0,3.0,2363.33333333,2363.33333333,0.0,2.0,1.0,3530.0,,1.0,2.0,2.0,1780.0,1780.0,0.0,8.0,8.0,1854.0,1854.0,0.0,4.0,4.0,1715.25,1715.25,0.0,4.0,4.0,1992.75,1992.75,0.0,8.0,5.0,2212.0,2212.0,0.0,4.0,3.0,2430.0,2430.0,0.0,2.0,2.0,2355.0,2355.0,0.0,2.0,1.0,2580.0,,1.0,4.0,2.0,1885.0,1885.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1885.0,1885.0,0.0,0.0
4391,40.0,29.0,2080.10344828,2080.10344828,0.0,8.0,8.0,1442.5,1442.5,0.0,4.0,4.0,1607.5,1607.5,0.0,2.0,2.0,1615.0,1615.0,0.0,2.0,2.0,1600.0,1600.0,0.0,4.0,4.0,1277.5,1277.5,0.0,2.0,2.0,1220.0,1220.0,0.0,2.0,2.0,1335.0,1335.0,0.0,8.0,7.0,2455.71428571,2455.71428571,0.0,4.0,3.0,2603.33333333,2603.33333333,0.0,2.0,1.0,2520.0,,1.0,2.0,2.0,2645.0,2645.0,0.0,4.0,4.0,2345.0,2345.0,0.0,2.0,2.0,2265.0,2265.0,0.0,2.0,2.0,2425.0,2425.0,0.0,8.0,4.0,1497.5,1497.5,0.0,4.0,2.0,1560.0,1560.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1560.0,1560.0,0.0,4.0,2.0,1435.0,1435.0,0.0,2.0,1.0,1660.0,,1.0,2.0,1.0,1210.0,,1.0,8.0,6.0,3092.16666667,3092.16666667,0.0,4.0,3.0,3250.33333333,3250.33333333,0.0,4.0,3.0,2934.0,2934.0,0.0,8.0,4.0,1762.5,1762.5,0.0,4.0,3.0,1930.0,1930.0,0.0,2.0,2.0,1595.0,1595.0,0.0,2.0,1.0,2600.0,,1.0,4.0,1.0,1260.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,1260.0,,1.0,0.0
4392,40.0,35.0,2315.51428571,2315.51428571,0.0,8.0,8.0,1887.5,1887.5,0.0,4.0,4.0,2387.5,2387.5,0.0,2.0,2.0,2920.0,2920.0,0.0,2.0,2.0,1855.0,1855.0,0.0,4.0,4.0,1387.5,1387.5,0.0,2.0,2.0,1435.0,1435.0,0.0,2.0,2.0,1340.0,1340.0,0.0,8.0,7.0,2938.71428571,2938.71428571,0.0,4.0,3.0,3167.0,3167.0,0.0,2.0,2.0,3170.0,3170.0,0.0,2.0,1.0,3161.0,,1.0,4.0,4.0,2767.5,2767.5,0.0,2.0,2.0,1925.0,1925.0,0.0,2.0,2.0,3610.0,3610.0,0.0,8.0,6.0,1888.33333333,1888.33333333,0.0,4.0,3.0,1503.33333333,1503.33333333,0.0,2.0,1.0,1930.0,,1.0,2.0,2.0,1290.0,1290.0,0.0,4.0,3.0,2273.33333333,2273.33333333,0.0,2.0,2.0,2805.0,2805.0,0.0,2.0,1.0,1210.0,,1.0,8.0,8.0,1952.75,1952.75,0.0,4.0,4.0,1865.25,1865.25,0.0,4.0,4.0,2040.25,2040.25,0.0,8.0,6.0,3070.0,3070.0,0.0,4.0,4.0,2452.5,2452.5,0.0,2.0,2.0,1620.0,1620.0,0.0,2.0,2.0,3285.0,3285.0,0.0,4.0,2.0,4305.0,4305.0,0.0,2.0,1.0,5140.0,,1.0,2.0,1.0,3470.0,,1.0,0.0
4393,40.0,35.0,1534.37142857,1371.82352941,1.0,8.0,8.0,1567.5,1567.5,0.0,4.0,4.0,1647.5,1647.5,0.0,2.0,2.0,1615.0,1615.0,0.0,2.0,2.0,1680.0,1680.0,0.0,4.0,4.0,1487.5,1487.5,0.0,2.0,2.0,1580.0,1580.0,0.0,2.0,2.0,1395.0,1395.0,0.0,8.0,8.0,2271.375,2271.375,0.0,4.0,4.0,3020.25,3020.25,0.0,2.0,2.0,4200.5,4200.5,0.0,2.0,2.0,1840.0,1840.0,0.0,4.0,4.0,1522.5,1522.5,0.0,2.0,2.0,1450.0,1450.0,0.0,2.0,2.0,1595.0,1595.0,0.0,8.0,5.0,1050.2,1050.2,0.0,4.0,2.0,1000.0,1000.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1000.0,1000.0,0.0,4.0,3.0,1083.66666667,1083.66666667,0.0,2.0,1.0,1550.0,,1.0,2.0,2.0,850.5,850.5,0.0,8.0,6.0,1511.83333333,1511.83333333,0.0,4.0,4.0,1445.25,1445.25,0.0,4.0,2.0,1645.0,1645.0,0.0,8.0,8.0,1083.75,1083.75,0.0,4.0,4.0,1155.0,1155.0,0.0,2.0,2.0,1315.0,1315.0,0.0,2.0,2.0,995.0,995.0,0.0,4.0,4.0,1012.5,1012.5,0.0,2.0,2.0,1200.0,1200.0,0.0,2.0,2.0,825.0,825.0,0.0,0.0
4394,40.0,28.0,1498.28571429,1455.25925926,1.0,8.0,6.0,1441.83333333,1441.83333333,0.0,4.0,3.0,1620.33333333,1620.33333333,0.0,2.0,2.0,1725.0,1725.0,0.0,2.0,1.0,1411.0,,1.0,4.0,3.0,1263.33333333,1263.33333333,0.0,2.0,2.0,1275.0,1275.0,0.0,2.0,1.0,1240.0,,1.0,8.0,3.0,1800.33333333,1800.33333333,0.0,4.0,2.0,2085.0,2085.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2085.0,2085.0,0.0,4.0,1.0,1231.0,,1.0,2.0,1.0,1231.0,,1.0,2.0,0.0,,,0.0,8.0,5.0,1412.0,1412.0,0.0,4.0,1.0,1340.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,1340.0,,1.0,4.0,4.0,1430.0,1430.0,0.0,2.0,2.0,1535.0,1535.0,0.0,2.0,2.0,1325.0,1325.0,0.0,8.0,8.0,1446.25,1446.25,0.0,4.0,4.0,1622.5,1622.5,0.0,4.0,4.0,1270.0,1270.0,0.0,8.0,6.0,1545.0,1545.0,0.0,4.0,4.0,1550.0,1550.0,0.0,2.0,2.0,1650.0,1650.0,0.0,2.0,2.0,1450.0,1450.0,0.0,4.0,2.0,1535.0,1535.0,0.0,2.0,1.0,1720.0,,1.0,2.0,1.0,1350.0,,1.0,0.0
4395,40.0,33.0,1757.12121212,1757.12121212,0.0,8.0,8.0,1757.75,1757.75,0.0,4.0,4.0,2017.75,2017.75,0.0,2.0,2.0,1825.5,1825.5,0.0,2.0,2.0,2210.0,2210.0,0.0,4.0,4.0,1497.75,1497.75,0.0,2.0,2.0,1415.0,1415.0,0.0,2.0,2.0,1580.5,1580.5,0.0,8.0,7.0,1683.0,1683.0,0.0,4.0,3.0,1880.33333333,1880.33333333,0.0,2.0,1.0,1651.0,,1.0,2.0,2.0,1995.0,1995.0,0.0,4.0,4.0,1535.0,1535.0,0.0,2.0,2.0,1020.0,1020.0,0.0,2.0,2.0,2050.0,2050.0,0.0,8.0,4.0,2177.5,2177.5,0.0,4.0,3.0,2316.66666667,2316.66666667,0.0,2.0,1.0,3270.0,,1.0,2.0,2.0,1840.0,1840.0,0.0,4.0,1.0,1760.0,,1.0,2.0,1.0,1760.0,,1.0,2.0,0.0,,,0.0,8.0,7.0,1660.14285714,1660.14285714,0.0,4.0,4.0,1620.0,1620.0,0.0,4.0,3.0,1713.66666667,1713.66666667,0.0,8.0,7.0,1687.28571429,1687.28571429,0.0,4.0,4.0,1960.0,1960.0,0.0,2.0,2.0,2165.0,2165.0,0.0,2.0,2.0,1755.0,1755.0,0.0,4.0,3.0,1323.66666667,1323.66666667,0.0,2.0,1.0,1021.0,,1.0,2.0,2.0,1475.0,1475.0,0.0,0.0
4396,40.0,26.0,1606.96153846,1606.96153846,0.0,8.0,6.0,1411.66666667,1411.66666667,0.0,4.0,3.0,1710.0,1710.0,0.0,2.0,2.0,2035.0,2035.0,0.0,2.0,1.0,1060.0,,1.0,4.0,3.0,1113.33333333,1113.33333333,0.0,2.0,1.0,1640.0,,1.0,2.0,2.0,850.0,850.0,0.0,8.0,2.0,2310.5,2310.5,0.0,4.0,1.0,2511.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,2511.0,,1.0,4.0,1.0,2110.0,,1.0,2.0,1.0,2110.0,,1.0,2.0,0.0,,,0.0,8.0,4.0,2340.0,2340.0,0.0,4.0,1.0,4230.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,4230.0,,1.0,4.0,3.0,1710.0,1710.0,0.0,2.0,1.0,2400.0,,1.0,2.0,2.0,1365.0,1365.0,0.0,8.0,6.0,1615.0,1615.0,0.0,4.0,4.0,1205.0,1205.0,0.0,4.0,2.0,2435.0,2435.0,0.0,8.0,8.0,1205.0,1205.0,0.0,4.0,4.0,1140.0,1140.0,0.0,2.0,2.0,1165.0,1165.0,0.0,2.0,2.0,1115.0,1115.0,0.0,4.0,4.0,1270.0,1270.0,0.0,2.0,2.0,970.0,970.0,0.0,2.0,2.0,1570.0,1570.0,0.0,0.0
4397,40.0,35.0,1601.8,1549.20588235,1.0,8.0,8.0,1803.875,1803.875,0.0,4.0,4.0,1782.75,1782.75,0.0,2.0,2.0,1925.0,1925.0,0.0,2.0,2.0,1640.5,1640.5,0.0,4.0,4.0,1825.0,1825.0,0.0,2.0,2.0,1850.0,1850.0,0.0,2.0,2.0,1800.0,1800.0,0.0,8.0,6.0,1846.83333333,1846.83333333,0.0,4.0,2.0,2500.0,2500.0,0.0,2.0,1.0,3390.0,,1.0,2.0,1.0,1610.0,,1.0,4.0,4.0,1520.25,1520.25,0.0,2.0,2.0,1895.5,1895.5,0.0,2.0,2.0,1145.0,1145.0,0.0,8.0,6.0,1596.66666667,1596.66666667,0.0,4.0,3.0,1833.33333333,1833.33333333,0.0,2.0,1.0,2450.0,,1.0,2.0,2.0,1525.0,1525.0,0.0,4.0,3.0,1360.0,1360.0,0.0,2.0,1.0,1510.0,,1.0,2.0,2.0,1285.0,1285.0,0.0,8.0,8.0,1456.25,1456.25,0.0,4.0,4.0,1502.5,1502.5,0.0,4.0,4.0,1410.0,1410.0,0.0,8.0,7.0,1331.57142857,1331.57142857,0.0,4.0,4.0,1357.75,1357.75,0.0,2.0,2.0,1750.5,1750.5,0.0,2.0,2.0,965.0,965.0,0.0,4.0,3.0,1296.66666667,1296.66666667,0.0,2.0,1.0,1560.0,,1.0,2.0,2.0,1165.0,1165.0,0.0,0.0
