,overall_ntrials,overall_ncorrect,overall_rt_mean,overall_rt_mean_outrmvd,overall_rt_outrmvd,happy_ntrials,happy_ncorrect,happy_rt_mean,happy_rt_mean_outrmvd,happy_rt_outrmvd,happy_female_ntrials,happy_female_ncorrect,happy_female_rt_mean,happy_female_rt_mean_outrmvd,happy_female_rt_outrmvd,happy_female_strong_ntrials,happy_female_strong_ncorrect,happy_female_strong_rt_mean,happy_female_strong_rt_mean_outrmvd,happy_female_strong_rt_outrmvd,happy_female_weak_ntrials,happy_female_weak_ncorrect,happy_female_weak_rt_mean,happy_female_weak_rt_mean_outrmvd,happy_female_weak_rt_outrmvd,happy_male_ntrials,happy_male_ncorrect,happy_male_rt_mean,happy_male_rt_mean_outrmvd,happy_male_rt_outrmvd,happy_male_strong_ntrials,happy_male_strong_ncorrect,happy_male_strong_rt_mean,happy_male_strong_rt_mean_outrmvd,happy_male_strong_rt_outrmvd,happy_male_weak_ntrials,happy_male_weak_ncorrect,happy_male_weak_rt_mean,happy_male_weak_rt_mean_outrmvd,happy_male_weak_rt_outrmvd,afraid_ntrials,afraid_ncorrect,afraid_rt_mean,afraid_rt_mean_outrmvd,afraid_rt_outrmvd,afraid_female_ntrials,afraid_female_ncorrect,afraid_female_rt_mean,afraid_female_rt_mean_outrmvd,afraid_female_rt_outrmvd,afraid_female_strong_ntrials,afraid_female_strong_ncorrect,afraid_female_strong_rt_mean,afraid_female_strong_rt_mean_outrmvd,afraid_female_strong_rt_outrmvd,afraid_female_weak_ntrials,afraid_female_weak_ncorrect,afraid_female_weak_rt_mean,afraid_female_weak_rt_mean_outrmvd,afraid_female_weak_rt_outrmvd,afraid_male_ntrials,afraid_male_ncorrect,afraid_male_rt_mean,afraid_male_rt_mean_outrmvd,afraid_male_rt_outrmvd,afraid_male_strong_ntrials,afraid_male_strong_ncorrect,afraid_male_strong_rt_mean,afraid_male_strong_rt_mean_outrmvd,afraid_male_strong_rt_outrmvd,afraid_male_weak_ntrials,afraid_male_weak_ncorrect,afraid_male_weak_rt_mean,afraid_male_weak_rt_mean_outrmvd,afraid_male_weak_rt_outrmvd,angry_ntrials,angry_ncorrect,angry_rt_mean,angry_rt_mean_outrmvd,angry_rt_outrmvd,angry_male_ntrials,angry_male_ncorrect,angry_male_rt_mean,angry_male_rt_mean_outrmvd,angry_male_rt_outrmvd,angry_male_weak_ntrials,angry_male_weak_ncorrect,angry_male_weak_rt_mean,angry_male_weak_rt_mean_outrmvd,angry_male_weak_rt_outrmvd,angry_male_strong_ntrials,angry_male_strong_ncorrect,angry_male_strong_rt_mean,angry_male_strong_rt_mean_outrmvd,angry_male_strong_rt_outrmvd,angry_female_ntrials,angry_female_ncorrect,angry_female_rt_mean,angry_female_rt_mean_outrmvd,angry_female_rt_outrmvd,angry_female_weak_ntrials,angry_female_weak_ncorrect,angry_female_weak_rt_mean,angry_female_weak_rt_mean_outrmvd,angry_female_weak_rt_outrmvd,angry_female_strong_ntrials,angry_female_strong_ncorrect,angry_female_strong_rt_mean,angry_female_strong_rt_mean_outrmvd,angry_female_strong_rt_outrmvd,neutral_ntrials,neutral_ncorrect,neutral_rt_mean,neutral_rt_mean_outrmvd,neutral_rt_outrmvd,neutral_female_ntrials,neutral_female_ncorrect,neutral_female_rt_mean,neutral_female_rt_mean_outrmvd,neutral_female_rt_outrmvd,neutral_male_ntrials,neutral_male_ncorrect,neutral_male_rt_mean,neutral_male_rt_mean_outrmvd,neutral_male_rt_outrmvd,sad_ntrials,sad_ncorrect,sad_rt_mean,sad_rt_mean_outrmvd,sad_rt_outrmvd,sad_female_ntrials,sad_female_ncorrect,sad_female_rt_mean,sad_female_rt_mean_outrmvd,sad_female_rt_outrmvd,sad_female_strong_ntrials,sad_female_strong_ncorrect,sad_female_strong_rt_mean,sad_female_strong_rt_mean_outrmvd,sad_female_strong_rt_outrmvd,sad_female_weak_ntrials,sad_female_weak_ncorrect,sad_female_weak_rt_mean,sad_female_weak_rt_mean_outrmvd,sad_female_weak_rt_outrmvd,sad_male_ntrials,sad_male_ncorrect,sad_male_rt_mean,sad_male_rt_mean_outrmvd,sad_male_rt_outrmvd,sad_male_weak_ntrials,sad_male_weak_ncorrect,sad_male_weak_rt_mean,sad_male_weak_rt_mean_outrmvd,sad_male_weak_rt_outrmvd,sad_male_strong_ntrials,sad_male_strong_ncorrect,sad_male_strong_rt_mean,sad_male_strong_rt_mean_outrmvd,sad_male_strong_rt_outrmvd,group
4398,40.0,35.0,1601.8,1549.20588235,1.0,8.0,8.0,1803.875,1803.875,0.0,4.0,4.0,1782.75,1782.75,0.0,2.0,2.0,1925.0,1925.0,0.0,2.0,2.0,1640.5,1640.5,0.0,4.0,4.0,1825.0,1825.0,0.0,2.0,2.0,1850.0,1850.0,0.0,2.0,2.0,1800.0,1800.0,0.0,8.0,6.0,1846.83333333,1846.83333333,0.0,4.0,2.0,2500.0,2500.0,0.0,2.0,1.0,3390.0,,1.0,2.0,1.0,1610.0,,1.0,4.0,4.0,1520.25,1520.25,0.0,2.0,2.0,1895.5,1895.5,0.0,2.0,2.0,1145.0,1145.0,0.0,8.0,6.0,1596.66666667,1596.66666667,0.0,4.0,3.0,1833.33333333,1833.33333333,0.0,2.0,1.0,2450.0,,1.0,2.0,2.0,1525.0,1525.0,0.0,4.0,3.0,1360.0,1360.0,0.0,2.0,1.0,1510.0,,1.0,2.0,2.0,1285.0,1285.0,0.0,8.0,8.0,1456.25,1456.25,0.0,4.0,4.0,1502.5,1502.5,0.0,4.0,4.0,1410.0,1410.0,0.0,8.0,7.0,1331.57142857,1331.57142857,0.0,4.0,4.0,1357.75,1357.75,0.0,2.0,2.0,1750.5,1750.5,0.0,2.0,2.0,965.0,965.0,0.0,4.0,3.0,1296.66666667,1296.66666667,0.0,2.0,1.0,1560.0,,1.0,2.0,2.0,1165.0,1165.0,0.0,0.0
4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4401,40.0,36.0,2449.86111111,2255.0,1.0,8.0,8.0,2749.125,2749.125,0.0,4.0,4.0,2680.5,2680.5,0.0,2.0,2.0,2690.5,2690.5,0.0,2.0,2.0,2670.5,2670.5,0.0,4.0,4.0,2817.75,2817.75,0.0,2.0,2.0,1430.0,1430.0,0.0,2.0,2.0,4205.5,4205.5,0.0,8.0,6.0,3400.16666667,3400.16666667,0.0,4.0,3.0,4440.0,4440.0,0.0,2.0,1.0,2540.0,,1.0,2.0,2.0,5390.0,5390.0,0.0,4.0,3.0,2360.33333333,2360.33333333,0.0,2.0,2.0,2025.5,2025.5,0.0,2.0,1.0,3030.0,,1.0,8.0,6.0,1750.0,1750.0,0.0,4.0,3.0,1606.66666667,1606.66666667,0.0,2.0,1.0,2090.0,,1.0,2.0,2.0,1365.0,1365.0,0.0,4.0,3.0,1893.33333333,1893.33333333,0.0,2.0,1.0,2350.0,,1.0,2.0,2.0,1665.0,1665.0,0.0,8.0,8.0,2162.5,2162.5,0.0,4.0,4.0,1495.0,1495.0,0.0,4.0,4.0,2830.0,2830.0,0.0,8.0,8.0,2250.125,2250.125,0.0,4.0,4.0,1650.0,1650.0,0.0,2.0,2.0,1920.0,1920.0,0.0,2.0,2.0,1380.0,1380.0,0.0,4.0,4.0,2850.25,2850.25,0.0,2.0,2.0,4445.0,4445.0,0.0,2.0,2.0,1255.5,1255.5,0.0,0.0
4402,40.0,35.0,1976.68571429,1905.70588235,1.0,8.0,8.0,1647.75,1647.75,0.0,4.0,4.0,1563.0,1563.0,0.0,2.0,2.0,1150.5,1150.5,0.0,2.0,2.0,1975.5,1975.5,0.0,4.0,4.0,1732.5,1732.5,0.0,2.0,2.0,1840.0,1840.0,0.0,2.0,2.0,1625.0,1625.0,0.0,8.0,6.0,2483.5,2483.5,0.0,4.0,3.0,2240.0,2240.0,0.0,2.0,1.0,1650.0,,1.0,2.0,2.0,2535.0,2535.0,0.0,4.0,3.0,2727.0,2727.0,0.0,2.0,2.0,2295.0,2295.0,0.0,2.0,1.0,3591.0,,1.0,8.0,8.0,2207.5,2207.5,0.0,4.0,4.0,2670.0,2670.0,0.0,2.0,2.0,3470.0,3470.0,0.0,2.0,2.0,1870.0,1870.0,0.0,4.0,4.0,1745.0,1745.0,0.0,2.0,2.0,2060.0,2060.0,0.0,2.0,2.0,1430.0,1430.0,0.0,8.0,6.0,1966.66666667,1966.66666667,0.0,4.0,3.0,1953.33333333,1953.33333333,0.0,4.0,3.0,1980.0,1980.0,0.0,8.0,7.0,1663.0,1663.0,0.0,4.0,4.0,1372.5,1372.5,0.0,2.0,2.0,1330.0,1330.0,0.0,2.0,2.0,1415.0,1415.0,0.0,4.0,3.0,2050.33333333,2050.33333333,0.0,2.0,1.0,3021.0,,1.0,2.0,2.0,1565.0,1565.0,0.0,1.0
4403,40.0,27.0,4160.25925926,4160.25925926,0.0,8.0,6.0,3845.16666667,3845.16666667,0.0,4.0,4.0,4535.25,4535.25,0.0,2.0,2.0,6300.0,6300.0,0.0,2.0,2.0,2770.5,2770.5,0.0,4.0,2.0,2465.0,2465.0,0.0,2.0,1.0,2690.0,,1.0,2.0,1.0,2240.0,,1.0,8.0,5.0,6788.4,6788.4,0.0,4.0,2.0,6025.5,6025.5,0.0,2.0,2.0,6025.5,6025.5,0.0,2.0,0.0,,,0.0,4.0,3.0,7297.0,7297.0,0.0,2.0,2.0,8135.5,8135.5,0.0,2.0,1.0,5620.0,,1.0,8.0,6.0,3132.0,3132.0,0.0,4.0,3.0,3023.66666667,3023.66666667,0.0,2.0,1.0,4160.0,,1.0,2.0,2.0,2455.5,2455.5,0.0,4.0,3.0,3240.33333333,3240.33333333,0.0,2.0,1.0,1940.0,,1.0,2.0,2.0,3890.5,3890.5,0.0,8.0,5.0,2834.4,2834.4,0.0,4.0,3.0,2957.0,2957.0,0.0,4.0,2.0,2650.5,2650.5,0.0,8.0,5.0,4470.0,4470.0,0.0,4.0,2.0,6105.0,6105.0,0.0,2.0,1.0,10010.0,,1.0,2.0,1.0,2200.0,,1.0,4.0,3.0,3380.0,3380.0,0.0,2.0,1.0,3840.0,,1.0,2.0,2.0,3150.0,3150.0,0.0,0.0
4404,40.0,32.0,1765.1875,1765.1875,0.0,8.0,8.0,1751.375,1751.375,0.0,4.0,4.0,1877.5,1877.5,0.0,2.0,2.0,2150.0,2150.0,0.0,2.0,2.0,1605.0,1605.0,0.0,4.0,4.0,1625.25,1625.25,0.0,2.0,2.0,1440.5,1440.5,0.0,2.0,2.0,1810.0,1810.0,0.0,8.0,7.0,1874.57142857,1874.57142857,0.0,4.0,3.0,2163.66666667,2163.66666667,0.0,2.0,2.0,2385.5,2385.5,0.0,2.0,1.0,1720.0,,1.0,4.0,4.0,1657.75,1657.75,0.0,2.0,2.0,1205.0,1205.0,0.0,2.0,2.0,2110.5,2110.5,0.0,8.0,6.0,2020.16666667,2020.16666667,0.0,4.0,4.0,2030.0,2030.0,0.0,2.0,2.0,2805.0,2805.0,0.0,2.0,2.0,1255.0,1255.0,0.0,4.0,2.0,2000.5,2000.5,0.0,2.0,1.0,2221.0,,1.0,2.0,1.0,1780.0,,1.0,8.0,4.0,1835.0,1835.0,0.0,4.0,2.0,1710.0,1710.0,0.0,4.0,2.0,1960.0,1960.0,0.0,8.0,7.0,1413.14285714,1413.14285714,0.0,4.0,4.0,1352.75,1352.75,0.0,2.0,2.0,1615.0,1615.0,0.0,2.0,2.0,1090.5,1090.5,0.0,4.0,3.0,1493.66666667,1493.66666667,0.0,2.0,1.0,2571.0,,1.0,2.0,2.0,955.0,955.0,0.0,0.0
4406,40.0,34.0,3582.55882353,3308.66666667,1.0,8.0,8.0,3605.125,3605.125,0.0,4.0,4.0,3882.75,3882.75,0.0,2.0,2.0,3370.5,3370.5,0.0,2.0,2.0,4395.0,4395.0,0.0,4.0,4.0,3327.5,3327.5,0.0,2.0,2.0,2780.0,2780.0,0.0,2.0,2.0,3875.0,3875.0,0.0,8.0,8.0,5367.875,5367.875,0.0,4.0,4.0,6525.25,6525.25,0.0,2.0,2.0,4670.0,4670.0,0.0,2.0,2.0,8380.5,8380.5,0.0,4.0,4.0,4210.5,4210.5,0.0,2.0,2.0,4455.5,4455.5,0.0,2.0,2.0,3965.5,3965.5,0.0,8.0,6.0,3327.16666667,3327.16666667,0.0,4.0,3.0,3873.66666667,3873.66666667,0.0,2.0,1.0,4271.0,,1.0,2.0,2.0,3675.0,3675.0,0.0,4.0,3.0,2780.66666667,2780.66666667,0.0,2.0,1.0,2701.0,,1.0,2.0,2.0,2820.5,2820.5,0.0,8.0,7.0,2320.0,2320.0,0.0,4.0,4.0,1965.0,1965.0,0.0,4.0,3.0,2793.33333333,2793.33333333,0.0,8.0,5.0,2764.0,2764.0,0.0,4.0,3.0,3633.33333333,3633.33333333,0.0,2.0,1.0,1890.0,,1.0,2.0,2.0,4505.0,4505.0,0.0,4.0,2.0,1460.0,1460.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1460.0,1460.0,0.0,0.0
4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4409,40.0,39.0,4530.17948718,4226.28947368,1.0,8.0,8.0,4162.25,4162.25,0.0,4.0,4.0,5362.0,5362.0,0.0,2.0,2.0,8359.0,8359.0,0.0,2.0,2.0,2365.0,2365.0,0.0,4.0,4.0,2962.5,2962.5,0.0,2.0,2.0,2825.0,2825.0,0.0,2.0,2.0,3100.0,3100.0,0.0,8.0,8.0,4619.0,4619.0,0.0,4.0,4.0,5002.5,5002.5,0.0,2.0,2.0,5540.0,5540.0,0.0,2.0,2.0,4465.0,4465.0,0.0,4.0,4.0,4235.5,4235.5,0.0,2.0,2.0,3545.5,3545.5,0.0,2.0,2.0,4925.5,4925.5,0.0,8.0,8.0,5680.25,5680.25,0.0,4.0,4.0,5330.25,5330.25,0.0,2.0,2.0,7220.5,7220.5,0.0,2.0,2.0,3440.0,3440.0,0.0,4.0,4.0,6030.25,6030.25,0.0,2.0,2.0,6775.5,6775.5,0.0,2.0,2.0,5285.0,5285.0,0.0,8.0,8.0,3436.5,3436.5,0.0,4.0,4.0,2650.0,2650.0,0.0,4.0,4.0,4223.0,4223.0,0.0,8.0,7.0,4784.71428571,4784.71428571,0.0,4.0,4.0,4910.75,4910.75,0.0,2.0,2.0,2685.5,2685.5,0.0,2.0,2.0,7136.0,7136.0,0.0,4.0,3.0,4616.66666667,4616.66666667,0.0,2.0,1.0,6430.0,,1.0,2.0,2.0,3710.0,3710.0,0.0,0.0
4410,40.0,28.0,1984.39285714,1984.39285714,0.0,8.0,8.0,1667.625,1667.625,0.0,4.0,4.0,2107.75,2107.75,0.0,2.0,2.0,2140.0,2140.0,0.0,2.0,2.0,2075.5,2075.5,0.0,4.0,4.0,1227.5,1227.5,0.0,2.0,2.0,1140.0,1140.0,0.0,2.0,2.0,1315.0,1315.0,0.0,8.0,5.0,2860.2,2860.2,0.0,4.0,3.0,2546.66666667,2546.66666667,0.0,2.0,1.0,3260.0,,1.0,2.0,2.0,2190.0,2190.0,0.0,4.0,2.0,3330.5,3330.5,0.0,2.0,1.0,1980.0,,1.0,2.0,1.0,4681.0,,1.0,8.0,5.0,2142.0,2142.0,0.0,4.0,3.0,2000.0,2000.0,0.0,2.0,1.0,3570.0,,1.0,2.0,2.0,1215.0,1215.0,0.0,4.0,2.0,2355.0,2355.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2355.0,2355.0,0.0,8.0,3.0,2823.33333333,2823.33333333,0.0,4.0,1.0,3850.0,,1.0,4.0,2.0,2310.0,2310.0,0.0,8.0,7.0,1248.71428571,1248.71428571,0.0,4.0,3.0,1380.0,1380.0,0.0,2.0,2.0,1240.0,1240.0,0.0,2.0,1.0,1660.0,,1.0,4.0,4.0,1150.25,1150.25,0.0,2.0,2.0,725.0,725.0,0.0,2.0,2.0,1575.5,1575.5,0.0,1.0
4411,40.0,33.0,3628.42424242,3298.65625,1.0,8.0,8.0,2372.75,2372.75,0.0,4.0,4.0,3230.25,3230.25,0.0,2.0,2.0,2245.0,2245.0,0.0,2.0,2.0,4215.5,4215.5,0.0,4.0,4.0,1515.25,1515.25,0.0,2.0,2.0,1840.5,1840.5,0.0,2.0,2.0,1190.0,1190.0,0.0,8.0,7.0,6649.0,6649.0,0.0,4.0,4.0,7700.5,7700.5,0.0,2.0,2.0,11351.0,11351.0,0.0,2.0,2.0,4050.0,4050.0,0.0,4.0,3.0,5247.0,5247.0,0.0,2.0,2.0,5775.5,5775.5,0.0,2.0,1.0,4190.0,,1.0,8.0,5.0,3870.0,3870.0,0.0,4.0,2.0,3735.0,3735.0,0.0,2.0,0.0,,,0.0,2.0,2.0,3735.0,3735.0,0.0,4.0,3.0,3960.0,3960.0,0.0,2.0,1.0,3910.0,,1.0,2.0,2.0,3985.0,3985.0,0.0,8.0,8.0,1770.125,1770.125,0.0,4.0,4.0,1630.25,1630.25,0.0,4.0,4.0,1910.0,1910.0,0.0,8.0,5.0,4140.4,4140.4,0.0,4.0,4.0,4392.75,4392.75,0.0,2.0,2.0,3920.5,3920.5,0.0,2.0,2.0,4865.0,4865.0,0.0,4.0,1.0,3131.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,3131.0,,1.0,0.0
4412,40.0,27.0,2069.40740741,2069.40740741,0.0,8.0,8.0,1636.375,1636.375,0.0,4.0,4.0,1765.0,1765.0,0.0,2.0,2.0,1550.0,1550.0,0.0,2.0,2.0,1980.0,1980.0,0.0,4.0,4.0,1507.75,1507.75,0.0,2.0,2.0,1700.0,1700.0,0.0,2.0,2.0,1315.5,1315.5,0.0,8.0,3.0,2736.66666667,2736.66666667,0.0,4.0,1.0,1270.0,,1.0,2.0,1.0,1270.0,,1.0,2.0,0.0,,,0.0,4.0,2.0,3470.0,3470.0,0.0,2.0,1.0,2770.0,,1.0,2.0,1.0,4170.0,,1.0,8.0,5.0,1866.0,1866.0,0.0,4.0,2.0,1875.0,1875.0,0.0,2.0,1.0,2140.0,,1.0,2.0,1.0,1610.0,,1.0,4.0,3.0,1860.0,1860.0,0.0,2.0,1.0,1830.0,,1.0,2.0,2.0,1875.0,1875.0,0.0,8.0,4.0,3058.0,3058.0,0.0,4.0,1.0,4182.0,,1.0,4.0,3.0,2683.33333333,2683.33333333,0.0,8.0,7.0,1858.71428571,1858.71428571,0.0,4.0,4.0,2152.75,2152.75,0.0,2.0,2.0,1655.0,1655.0,0.0,2.0,2.0,2650.5,2650.5,0.0,4.0,3.0,1466.66666667,1466.66666667,0.0,2.0,2.0,1340.0,1340.0,0.0,2.0,1.0,1720.0,,1.0,0.0
4413,40.0,32.0,4684.90625,4684.90625,0.0,8.0,8.0,5115.25,5115.25,0.0,4.0,4.0,5082.5,5082.5,0.0,2.0,2.0,5585.0,5585.0,0.0,2.0,2.0,4580.0,4580.0,0.0,4.0,4.0,5148.0,5148.0,0.0,2.0,2.0,7710.5,7710.5,0.0,2.0,2.0,2585.5,2585.5,0.0,8.0,6.0,5798.66666667,5798.66666667,0.0,4.0,3.0,6297.33333333,6297.33333333,0.0,2.0,1.0,3831.0,,1.0,2.0,2.0,7530.5,7530.5,0.0,4.0,3.0,5300.0,5300.0,0.0,2.0,2.0,3820.0,3820.0,0.0,2.0,1.0,8260.0,,1.0,8.0,6.0,5457.0,5457.0,0.0,4.0,4.0,5317.75,5317.75,0.0,2.0,2.0,6710.0,6710.0,0.0,2.0,2.0,3925.5,3925.5,0.0,4.0,2.0,5735.5,5735.5,0.0,2.0,1.0,7160.0,,1.0,2.0,1.0,4311.0,,1.0,8.0,7.0,3421.42857143,3421.42857143,0.0,4.0,4.0,3247.5,3247.5,0.0,4.0,3.0,3653.33333333,3653.33333333,0.0,8.0,5.0,3502.2,3502.2,0.0,4.0,2.0,2565.0,2565.0,0.0,2.0,1.0,2940.0,,1.0,2.0,1.0,2190.0,,1.0,4.0,3.0,4127.0,4127.0,0.0,2.0,1.0,3810.0,,1.0,2.0,2.0,4285.5,4285.5,0.0,1.0
4414,40.0,31.0,2053.29032258,2053.29032258,0.0,8.0,7.0,1558.57142857,1558.57142857,0.0,4.0,4.0,1632.5,1632.5,0.0,2.0,2.0,1515.0,1515.0,0.0,2.0,2.0,1750.0,1750.0,0.0,4.0,3.0,1460.0,1460.0,0.0,2.0,2.0,1450.0,1450.0,0.0,2.0,1.0,1480.0,,1.0,8.0,6.0,2633.5,2633.5,0.0,4.0,2.0,2740.0,2740.0,0.0,2.0,1.0,3270.0,,1.0,2.0,1.0,2210.0,,1.0,4.0,4.0,2580.25,2580.25,0.0,2.0,2.0,2125.5,2125.5,0.0,2.0,2.0,3035.0,3035.0,0.0,8.0,5.0,1418.0,1418.0,0.0,4.0,2.0,1220.0,1220.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1220.0,1220.0,0.0,4.0,3.0,1550.0,1550.0,0.0,2.0,1.0,2030.0,,1.0,2.0,2.0,1310.0,1310.0,0.0,8.0,8.0,2405.0,2405.0,0.0,4.0,4.0,1985.0,1985.0,0.0,4.0,4.0,2825.0,2825.0,0.0,8.0,5.0,2122.2,2122.2,0.0,4.0,2.0,2105.0,2105.0,0.0,2.0,2.0,2105.0,2105.0,0.0,2.0,0.0,,,0.0,4.0,3.0,2133.66666667,2133.66666667,0.0,2.0,1.0,2090.0,,1.0,2.0,2.0,2155.5,2155.5,0.0,0.0
4415,40.0,34.0,1842.47058824,1771.03030303,1.0,8.0,8.0,1450.125,1450.125,0.0,4.0,4.0,1480.25,1480.25,0.0,2.0,2.0,1530.0,1530.0,0.0,2.0,2.0,1430.5,1430.5,0.0,4.0,4.0,1420.0,1420.0,0.0,2.0,2.0,1735.0,1735.0,0.0,2.0,2.0,1105.0,1105.0,0.0,8.0,6.0,2590.33333333,2590.33333333,0.0,4.0,2.0,2475.5,2475.5,0.0,2.0,1.0,2990.0,,1.0,2.0,1.0,1961.0,,1.0,4.0,4.0,2647.75,2647.75,0.0,2.0,2.0,2355.5,2355.5,0.0,2.0,2.0,2940.0,2940.0,0.0,8.0,5.0,1326.0,1326.0,0.0,4.0,2.0,1395.0,1395.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1395.0,1395.0,0.0,4.0,3.0,1280.0,1280.0,0.0,2.0,1.0,1380.0,,1.0,2.0,2.0,1230.0,1230.0,0.0,8.0,7.0,1727.28571429,1727.28571429,0.0,4.0,4.0,1832.75,1832.75,0.0,4.0,3.0,1586.66666667,1586.66666667,0.0,8.0,8.0,2097.5,2097.5,0.0,4.0,4.0,1587.5,1587.5,0.0,2.0,2.0,1870.0,1870.0,0.0,2.0,2.0,1305.0,1305.0,0.0,4.0,4.0,2607.5,2607.5,0.0,2.0,2.0,2860.0,2860.0,0.0,2.0,2.0,2355.0,2355.0,0.0,0.0
4416,40.0,36.0,1755.88888889,1755.88888889,0.0,8.0,8.0,1808.75,1808.75,0.0,4.0,4.0,1990.0,1990.0,0.0,2.0,2.0,2420.0,2420.0,0.0,2.0,2.0,1560.0,1560.0,0.0,4.0,4.0,1627.5,1627.5,0.0,2.0,2.0,1890.0,1890.0,0.0,2.0,2.0,1365.0,1365.0,0.0,8.0,5.0,2754.0,2754.0,0.0,4.0,2.0,2275.0,2275.0,0.0,2.0,1.0,1730.0,,1.0,2.0,1.0,2820.0,,1.0,4.0,3.0,3073.33333333,3073.33333333,0.0,2.0,2.0,2860.0,2860.0,0.0,2.0,1.0,3500.0,,1.0,8.0,8.0,1660.125,1660.125,0.0,4.0,4.0,1297.5,1297.5,0.0,2.0,2.0,1760.0,1760.0,0.0,2.0,2.0,835.0,835.0,0.0,4.0,4.0,2022.75,2022.75,0.0,2.0,2.0,2525.5,2525.5,0.0,2.0,2.0,1520.0,1520.0,0.0,8.0,7.0,1548.71428571,1548.71428571,0.0,4.0,3.0,1550.33333333,1550.33333333,0.0,4.0,4.0,1547.5,1547.5,0.0,8.0,8.0,1356.25,1356.25,0.0,4.0,4.0,1332.5,1332.5,0.0,2.0,2.0,1310.0,1310.0,0.0,2.0,2.0,1355.0,1355.0,0.0,4.0,4.0,1380.0,1380.0,0.0,2.0,2.0,1395.0,1395.0,0.0,2.0,2.0,1365.0,1365.0,0.0,0.0
4417,40.0,32.0,2232.65625,2232.65625,0.0,8.0,7.0,1827.14285714,1827.14285714,0.0,4.0,4.0,2007.5,2007.5,0.0,2.0,2.0,2375.0,2375.0,0.0,2.0,2.0,1640.0,1640.0,0.0,4.0,3.0,1586.66666667,1586.66666667,0.0,2.0,1.0,1540.0,,1.0,2.0,2.0,1610.0,1610.0,0.0,8.0,7.0,2891.71428571,2891.71428571,0.0,4.0,3.0,2973.66666667,2973.66666667,0.0,2.0,1.0,3370.0,,1.0,2.0,2.0,2775.5,2775.5,0.0,4.0,4.0,2830.25,2830.25,0.0,2.0,2.0,1825.0,1825.0,0.0,2.0,2.0,3835.5,3835.5,0.0,8.0,2.0,3245.0,3245.0,0.0,4.0,1.0,2960.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,2960.0,,1.0,4.0,1.0,3530.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,3530.0,,1.0,8.0,8.0,1973.875,1973.875,0.0,4.0,4.0,1812.5,1812.5,0.0,4.0,4.0,2135.25,2135.25,0.0,8.0,8.0,2016.5,2016.5,0.0,4.0,4.0,2182.75,2182.75,0.0,2.0,2.0,2705.5,2705.5,0.0,2.0,2.0,1660.0,1660.0,0.0,4.0,4.0,1850.25,1850.25,0.0,2.0,2.0,2425.0,2425.0,0.0,2.0,2.0,1275.5,1275.5,0.0,0.0
4418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
