,proband_id,test_name,phase,trialn,task,pos,dir,switch,cong,f,ans,rsp,rt
59,4372,switching,predictable,50,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Right,850
60,4372,switching,predictable,51,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1150
61,4372,switching,predictable,52,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1010
62,4372,switching,predictable,53,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,620
63,4372,switching,predictable,54,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,860
64,4372,switching,predictable,55,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1150
65,4372,switching,predictable,56,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,960
66,4372,switching,predictable,57,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,490
67,4372,switching,predictable,58,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,900
68,4372,switching,predictable,59,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,780
69,4372,switching,predictable,60,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1000
70,4372,switching,predictable,61,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,420
71,4372,switching,predictable,62,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,761
72,4372,switching,predictable,63,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,400
73,4372,switching,predictable,64,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1560
74,4372,switching,predictable,65,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,790
75,4372,switching,predictable,66,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,600
76,4372,switching,predictable,67,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,950
77,4372,switching,predictable,68,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,770
78,4372,switching,predictable,69,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1100
79,4372,switching,predictable,70,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1120
80,4372,switching,predictable,71,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,450
81,4372,switching,predictable,72,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,930
82,4372,switching,predictable,73,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,730
83,4372,switching,predictable,74,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,740
84,4372,switching,predictable,75,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,460
85,4372,switching,predictable,76,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1360
86,4372,switching,predictable,77,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,760
87,4372,switching,predictable,78,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,920
88,4372,switching,predictable,79,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1231
89,4372,switching,predictable,80,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1690
90,4372,switching,predictable,81,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,700
91,4372,switching,predictable,82,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1020
92,4372,switching,predictable,83,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,860
93,4372,switching,predictable,84,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,2290
94,4372,switching,predictable,85,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,490
95,4372,switching,predictable,86,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,780
96,4372,switching,predictable,87,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,630
97,4372,switching,predictable,88,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1170
98,4372,switching,predictable,89,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,940
99,4372,switching,predictable,90,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,580
100,4372,switching,predictable,91,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,610
101,4372,switching,predictable,92,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,2720
102,4372,switching,predictable,93,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,621
103,4372,switching,predictable,94,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2120
104,4372,switching,predictable,95,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,390
105,4372,switching,predictable,96,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1040
106,4372,switching,predictable,97,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,991
107,4372,switching,predictable,98,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,730
108,4372,switching,predictable,99,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,590
109,4372,switching,predictable,100,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,950
110,4372,switching,random,0,Position,Right,Right,n/a,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1330
111,4372,switching,random,1,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,680
112,4372,switching,random,2,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,820
113,4372,switching,random,3,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1170
114,4372,switching,random,4,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,880
115,4372,switching,random,5,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,640
116,4372,switching,random,6,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1050
117,4372,switching,random,7,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1070
118,4372,switching,random,8,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,771
119,4372,switching,random,9,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,730
120,4372,switching,random,10,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1040
121,4372,switching,random,11,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,850
122,4372,switching,random,12,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,920
123,4372,switching,random,13,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,650
124,4372,switching,random,14,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1010
125,4372,switching,random,15,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,690
126,4372,switching,random,16,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1190
127,4372,switching,random,17,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1210
128,4372,switching,random,18,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1020
129,4372,switching,random,19,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,740
130,4372,switching,random,20,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,910
131,4372,switching,random,21,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,960
132,4372,switching,random,22,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,630
133,4372,switching,random,23,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1140
134,4372,switching,random,24,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,1151
135,4372,switching,random,25,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,860
136,4372,switching,random,26,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1120
137,4372,switching,random,27,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,800
138,4372,switching,random,28,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,680
139,4372,switching,random,29,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1420
140,4372,switching,random,30,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,620
141,4372,switching,random,31,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,520
142,4372,switching,random,32,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,940
143,4372,switching,random,33,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,770
144,4372,switching,random,34,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,740
145,4372,switching,random,35,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1080
146,4372,switching,random,36,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,1020
147,4372,switching,random,37,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,880
148,4372,switching,random,38,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,540
149,4372,switching,random,39,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,600
150,4372,switching,random,40,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,720
151,4372,switching,random,41,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,680
152,4372,switching,random,42,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1081
153,4372,switching,random,43,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1010
154,4372,switching,random,44,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1290
155,4372,switching,random,45,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Left,880
156,4372,switching,random,46,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,890
157,4372,switching,random,47,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,490
158,4372,switching,random,48,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,650
159,4372,switching,random,49,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,540
160,4372,switching,random,50,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,610
161,4372,switching,random,51,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,780
162,4372,switching,random,52,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,780
163,4372,switching,random,53,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,740
164,4372,switching,random,54,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,800
165,4372,switching,random,55,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,800
166,4372,switching,random,56,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1270
167,4372,switching,random,57,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,950
168,4372,switching,random,58,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1130
169,4372,switching,random,59,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,881
170,4372,switching,random,60,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1450
171,4372,switching,random,61,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,980
172,4372,switching,random,62,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1630
173,4372,switching,random,63,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,730
174,4372,switching,random,64,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1190
175,4372,switching,random,65,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,600
176,4372,switching,random,66,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,780
177,4372,switching,random,67,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,770
178,4372,switching,random,68,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1080
179,4372,switching,random,69,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,660
180,4372,switching,random,70,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,550
181,4372,switching,random,71,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,510
182,4372,switching,random,72,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,870
183,4372,switching,random,73,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,1090
184,4372,switching,random,74,Direction,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1020
185,4372,switching,random,75,Position,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,631
186,4372,switching,random,76,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,770
187,4372,switching,random,77,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,700
188,4372,switching,random,78,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,520
189,4372,switching,random,79,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,650
190,4372,switching,random,80,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,1340
191,4372,switching,random,81,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1090
192,4372,switching,random,82,Direction,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,560
193,4372,switching,random,83,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,900
194,4372,switching,random,84,Direction,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,750
195,4372,switching,random,85,Direction,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1070
196,4372,switching,random,86,Position,Left,Right,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,970
197,4372,switching,random,87,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1070
198,4372,switching,random,88,Direction,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,520
199,4372,switching,random,89,Position,Right,Left,Switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,870
200,4372,switching,random,90,Position,Left,Right,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,800
201,4372,switching,random,91,Position,Right,Left,Non-switch,Incongruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,510
202,4372,switching,random,92,Direction,Left,Left,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,940
203,4372,switching,random,93,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,681
204,4372,switching,random,94,Direction,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1150
205,4372,switching,random,95,Direction,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,700
206,4372,switching,random,96,Position,Right,Right,Switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1030
207,4372,switching,random,97,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,720
208,4372,switching,random,98,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,530
209,4372,switching,random,99,Position,Left,Left,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,410
210,4372,switching,random,100,Position,Right,Right,Non-switch,Congruent,c:\Charlie\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,500
0,4373,switching,practice,0,Position,Left,Right,n/a,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,5490
1,4373,switching,practice,1,Position,Left,Right,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Left,5711
2,4373,switching,practice,2,Direction,Left,Right,Switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,3800
3,4373,switching,practice,3,Direction,Right,Left,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1070
4,4373,switching,practice,4,Position,Right,Right,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,3830
5,4373,switching,practice,5,Position,Right,Left,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_left.png,Right,Right,3971
6,4373,switching,practice,6,Direction,Left,Left,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,1670
7,4373,switching,practice,7,Direction,Right,Left,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,2370
8,4373,switching,practice,8,Position,Left,Left,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,3030
9,4373,switching,predictable,0,Position,Left,Left,n/a,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,7880
10,4373,switching,predictable,1,Position,Left,Left,Non-switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,2500
11,4373,switching,predictable,2,Direction,Left,Left,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,4540
12,4373,switching,predictable,3,Direction,Right,Right,Non-switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1420
13,4373,switching,predictable,4,Position,Left,Right,Switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,6100
14,4373,switching,predictable,5,Position,Left,Right,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,591
15,4373,switching,predictable,6,Direction,Right,Right,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1230
16,4373,switching,predictable,7,Direction,Left,Right,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,3380
17,4373,switching,predictable,8,Position,Right,Right,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,1590
18,4373,switching,predictable,9,Position,Right,Right,Non-switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,540
19,4373,switching,predictable,10,Direction,Left,Right,Switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,1190
20,4373,switching,predictable,11,Direction,Left,Left,Non-switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,880
21,4373,switching,predictable,12,Position,Right,Right,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,990
22,4373,switching,predictable,13,Position,Left,Left,Non-switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_left.png,Left,Left,960
23,4373,switching,predictable,14,Direction,Right,Right,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,690
24,4373,switching,predictable,15,Direction,Left,Right,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_right.png,Right,Right,2440
25,4373,switching,predictable,16,Position,Right,Right,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Right,Right,600
26,4373,switching,predictable,17,Position,Left,Right,Non-switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,951
27,4373,switching,predictable,18,Direction,Left,Left,Switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,710
28,4373,switching,predictable,19,Direction,Left,Left,Non-switch,Congruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_red_left.png,Left,Left,440
29,4373,switching,predictable,20,Position,Left,Right,Switch,Incongruent,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\switching\arrow_blue_right.png,Left,Right,1330
